Model,Make,Year,atvType,cylinders,displ,trany,VehicleID,AdjWeight,comb08,combinedUF,combE,highway08U,rangeHwyA,RangeHwy,Range,city08U,UCity,UHighway
Impreza 4-Door,Subaru,2022,ICE,4.0,2.0,Automatic (AV-S7),44060,3476.190476190476,32.0,0.0,0.0,36.3501,0.0,0.0,0.0,28.4667,37.377,53.2294
Impreza Sport 4-Door,Subaru,2022,ICE,4.0,2.0,Automatic (AV-S7),44061,3476.190476190476,30.0,0.0,0.0,35.7879,0.0,0.0,0.0,27.1281,35.4,52.3
Impreza 5-Door,Subaru,2022,ICE,4.0,2.0,Manual 5-spd,44062,3476.190476190476,26.0,0.0,0.0,30.9153,0.0,0.0,0.0,23.5971,30.3,44.4
Impreza 5-Door,Subaru,2022,ICE,4.0,2.0,Automatic (AV-S7),44063,3476.190476190476,31.0,0.0,0.0,35.9506,0.0,0.0,0.0,28.0473,36.755,52.5686
Impreza Sport 5-Door,Subaru,2022,ICE,4.0,2.0,Manual 5-spd,44064,3476.190476190476,25.0,0.0,0.0,29.9708,0.0,0.0,0.0,22.3944,28.6,42.9
Impreza Sport 5-Door,Subaru,2022,ICE,4.0,2.0,Automatic (AV-S7),44065,3476.190476190476,30.0,0.0,0.0,35.0586,0.0,0.0,0.0,27.1962,35.5,51.1
XT5 Hearse FWD,Cadillac,2022,ICE,4.0,2.0,Automatic (S9),44066,4708.333333333334,21.0,0.0,0.0,22.6702,0.0,0.0,0.0,19.5853,24.7,34.2
Corolla,Toyota,2022,ICE,4.0,1.8,Automatic (variable gear ratios),44070,3431.5476190476193,33.0,0.0,0.0,38.1044,0.0,0.0,0.0,29.7651,39.3183,56.1539
Corolla,Toyota,2022,ICE,4.0,1.8,Manual 6-spd,44071,3431.5476190476193,33.0,0.0,0.0,38.7858,0.0,0.0,0.0,29.086,38.3,57.3
Corolla XLE,Toyota,2022,ICE,4.0,1.8,Automatic (variable gear ratios),44072,3431.5476190476193,32.0,0.0,0.0,37.4747,0.0,0.0,0.0,28.8851,38.0,55.1
Corolla Hybrid,Toyota,2022,HEV,4.0,1.8,Automatic (variable gear ratios),44073,3431.5476190476193,52.0,0.0,0.0,52.0,0.0,0.0,0.0,53.0,78.1,76.2
Corolla,Toyota,2022,ICE,4.0,2.0,Automatic (AV-S10),44074,3431.5476190476193,34.0,0.0,0.0,39.6137,0.0,0.0,0.0,30.8774,41.0,58.7
Corolla,Toyota,2022,ICE,4.0,2.0,Manual 6-spd,44075,3431.5476190476193,32.0,0.0,0.0,36.453,0.0,0.0,0.0,28.818,37.9,53.4
Corolla XSE,Toyota,2022,ICE,4.0,2.0,Automatic (AV-S10),44076,3431.5476190476193,34.0,0.0,0.0,38.4889,0.0,0.0,0.0,30.5479,40.5,56.8
Corolla APEX,Toyota,2022,ICE,4.0,2.0,Automatic (AV-S10),44077,3431.5476190476193,34.0,0.0,0.0,38.0439,0.0,0.0,0.0,30.6003,40.5794,56.0525
Corolla APEX,Toyota,2022,ICE,4.0,2.0,Manual 6-spd,44078,3431.5476190476193,31.0,0.0,0.0,35.7879,0.0,0.0,0.0,28.0,37.5,52.3
Prius,Toyota,2022,HEV,4.0,1.8,Automatic (variable gear ratios),44079,3437.5,52.0,0.0,0.0,50.0,0.0,0.0,0.0,54.0,78.0,71.2
Prius AWD,Toyota,2022,HEV,4.0,1.8,Automatic (variable gear ratios),44080,3437.5,49.0,0.0,0.0,47.0,0.0,0.0,0.0,51.0,75.0137,70.7987
Prius Eco,Toyota,2022,HEV,4.0,1.8,Automatic (variable gear ratios),44081,3437.5,56.0,0.0,0.0,53.3226,0.0,0.0,0.0,57.8088,83.5598,77.7618
XT5 Limo FWD,Cadillac,2022,ICE,4.0,2.0,Automatic (S9),44082,4708.333333333334,21.0,0.0,0.0,22.6702,0.0,0.0,0.0,19.5853,24.7,34.2
XT5 Hearse AWD,Cadillac,2022,ICE,4.0,2.0,Automatic (S9),44083,4708.333333333334,21.0,0.0,0.0,22.6702,0.0,0.0,0.0,19.5853,24.7,34.2
XT5 Limo AWD,Cadillac,2022,ICE,4.0,2.0,Automatic (S9),44084,4708.333333333334,21.0,0.0,0.0,22.6702,0.0,0.0,0.0,19.5853,24.7,34.2
Traverse FWD,Chevrolet,2022,ICE,6.0,3.6,Automatic 9-spd,44086,4750.0,21.0,0.0,0.0,27.0988,0.0,0.0,0.0,18.117,22.7,38.4
Traverse AWD,Chevrolet,2022,ICE,6.0,3.6,Automatic 9-spd,44088,4750.0,20.0,0.0,0.0,24.8685,0.0,0.0,0.0,17.0,21.9568,34.9671
R8 Coupe,Audi,2022,ICE,10.0,5.2,Automatic (AM-S7),44093,4093.75,15.0,0.0,0.0,19.479,0.0,0.0,0.0,13.1687,15.6266,25.6782
R8 Spyder,Audi,2022,ICE,10.0,5.2,Automatic (AM-S7),44094,4093.75,15.0,0.0,0.0,19.479,0.0,0.0,0.0,13.1687,15.6266,25.6782
R8 Coupe RWD,Audi,2022,ICE,10.0,5.2,Automatic (AM-S7),44095,4093.75,17.0,0.0,0.0,22.8583,0.0,0.0,0.0,14.0331,16.5144,29.2412
R8 Spyder RWD,Audi,2022,ICE,10.0,5.2,Automatic (AM-S7),44096,4093.75,17.0,0.0,0.0,22.8583,0.0,0.0,0.0,14.0331,16.5144,29.2412
TT Roadster quattro,Audi,2022,ICE,4.0,2.0,Automatic (AM-S7),44097,3625.0,26.0,0.0,0.0,30.187,0.0,0.0,0.0,22.6927,28.4557,42.0083
Huracan Spyder,Lamborghini,2022,ICE,10.0,5.2,Automatic (AM-S7),44098,4062.5,15.0,0.0,0.0,18.2401,0.0,0.0,0.0,13.0732,16.0,24.1293
Huracan Coupe,Lamborghini,2022,ICE,10.0,5.2,Automatic (AM-S7),44099,4062.5,15.0,0.0,0.0,18.2401,0.0,0.0,0.0,13.0732,16.0,24.1293
Huracan Spyder RWD,Lamborghini,2022,ICE,10.0,5.2,Automatic (AM-S7),44100,4062.5,15.0,0.0,0.0,18.2397,0.0,0.0,0.0,13.0766,16.0,24.1286
Huracan Coupe RWD,Lamborghini,2022,ICE,10.0,5.2,Automatic (AM-S7),44101,4062.5,15.0,0.0,0.0,18.2397,0.0,0.0,0.0,13.0766,16.0,24.1286
Continental GT V8 Convertible,Bentley,2022,ICE,8.0,4.0,Automatic (AM-S8),44102,5875.0,19.0,0.0,0.0,25.6858,0.0,0.0,0.0,15.5122,18.9,31.3
RS 5 Coupe,Audi,2022,ICE,6.0,2.9,Automatic (S8),44105,5500.0,21.0,0.0,0.0,25.0904,0.0,0.0,0.0,18.0638,21.8,34.5
TT Coupe quattro,Audi,2022,ICE,4.0,2.0,Automatic (AM-S7),44106,3625.0,26.0,0.0,0.0,30.187,0.0,0.0,0.0,22.6927,28.4557,42.0083
S5 Coupe,Audi,2022,ICE,6.0,3.0,Automatic (S8),44107,4333.333333333333,24.0,0.0,0.0,29.579799999999995,0.0,0.0,0.0,21.2583,26.6615,39.7738
S5 Cabriolet,Audi,2022,ICE,6.0,3.0,Automatic (S8),44108,4333.333333333333,23.0,0.0,0.0,27.992499999999996,0.0,0.0,0.0,20.7723,25.600000000000005,37.7
Continental GT,Bentley,2022,ICE,8.0,4.0,Automatic (AM-S8),44109,5875.0,19.0,0.0,0.0,26.2278,0.0,0.0,0.0,15.8345,19.3,32.0
Camaro,Chevrolet,2022,ICE,8.0,6.2,Automatic (S10),44110,4220.588235294118,16.0,0.0,0.0,20.9877,0.0,0.0,0.0,12.838,15.3094,27.0189
Camaro,Chevrolet,2022,ICE,8.0,6.2,Manual 6-spd,44111,4220.588235294118,16.0,0.0,0.0,19.5704,0.0,0.0,0.0,13.6628,16.7886,27.0213
A4 quattro,Audi,2022,HEV,4.0,2.0,Automatic (AM-S7),44112,4174.242424242424,29.0,0.0,0.0,33.7746,0.0,0.0,0.0,25.7063,33.3267,49.0024
A4 S line quattro,Audi,2022,HEV,4.0,2.0,Automatic (AM-S7),44113,4174.242424242424,27.0,0.0,0.0,30.831599999999998,0.0,0.0,0.0,23.9832,30.8498,44.26669999999999
S4,Audi,2022,ICE,6.0,3.0,Automatic (S8),44114,4250.0,24.0,0.0,0.0,29.5798,0.0,0.0,0.0,21.2583,26.6615,39.7738
CT4,Cadillac,2022,ICE,4.0,2.0,Automatic (S8),44115,4004.6875,27.0,0.0,0.0,33.7669,0.0,0.0,0.0,22.962,29.4,48.99
CT4 AWD,Cadillac,2022,ICE,4.0,2.0,Automatic (S8),44116,4004.6875,26.0,0.0,0.0,30.9153,0.0,0.0,0.0,22.3233,28.5,44.4
Accent,Hyundai,2022,ICE,4.0,1.6,Automatic (AV-S1),44117,2950.0,36.0,0.0,0.0,41.0399,0.0,0.0,0.0,33.1352,44.468,61.1318
A6 quattro,Audi,2022,HEV,4.0,2.0,Automatic (AM-S7),44119,4500.0,26.0,0.0,0.0,31.9954,0.0,0.0,0.0,23.0316,29.2,45.5
RS 7,Audi,2022,HEV,8.0,4.0,Automatic (S8),44121,5500.0,17.0,0.0,0.0,22.4903,0.0,0.0,0.0,14.7357,19.2,30.2
RS 5 Sportback,Audi,2022,ICE,6.0,2.9,Automatic (S8),44122,5500.0,21.0,0.0,0.0,25.1064,0.0,0.0,0.0,17.9881,22.1,35.3
S5 Sportback,Audi,2022,ICE,6.0,3.0,Automatic (S8),44123,4333.333333333333,24.0,0.0,0.0,29.579799999999995,0.0,0.0,0.0,21.2583,26.6615,39.7738
A6 quattro,Audi,2022,HEV,6.0,3.0,Automatic (AM-S7),44124,4500.0,24.0,0.0,0.0,29.9694,0.0,0.0,0.0,21.2492,27.0,42.0
A7 quattro,Audi,2022,HEV,6.0,3.0,Automatic (AM-S7),44125,5000.0,24.0,0.0,0.0,29.9694,0.0,0.0,0.0,21.2492,27.0,42.0
CT5 AWD,Cadillac,2022,ICE,6.0,3.0,Automatic (S10),44127,4319.444444444444,21.0,0.0,0.0,25.9337,0.0,0.0,0.0,18.4859,23.2,36.6
CT5 V AWD,Cadillac,2022,ICE,6.0,3.0,Automatic (S10),44128,4319.444444444444,21.0,0.0,0.0,25.9337,0.0,0.0,0.0,18.4859,23.2,36.6
CT5,Cadillac,2022,ICE,6.0,3.0,Automatic (S10),44129,4319.444444444444,22.0,0.0,0.0,27.0344,0.0,0.0,0.0,19.0003,23.899999999999995,38.3
CT5 V,Cadillac,2022,ICE,6.0,3.0,Automatic (S10),44130,4319.444444444444,21.0,0.0,0.0,27.0344,0.0,0.0,0.0,18.0,23.899999999999995,38.3
Civic 4Dr,Honda,2022,ICE,4.0,1.5,Automatic (variable gear ratios),44131,3281.25,36.0,0.0,0.0,41.6035,0.0,0.0,0.0,32.8942,44.0943,62.1
Civic 4Dr,Honda,2022,ICE,4.0,1.5,Automatic (AV-S7),44132,3281.25,34.0,0.0,0.0,38.3105,0.0,0.0,0.0,31.0089,41.2,56.5
Civic 4Dr,Honda,2022,ICE,4.0,2.0,Automatic (variable gear ratios),44133,3281.25,35.0,0.0,0.0,40.0845,0.0,0.0,0.0,31.2059,41.5,59.5
Civic 4Dr,Honda,2022,ICE,4.0,2.0,Automatic (AV-S7),44134,3281.25,33.0,0.0,0.0,37.4747,0.0,0.0,0.0,30.2174,40.0,55.1
Venue,Hyundai,2022,ICE,4.0,1.6,Automatic (AV-S1),44135,3000.0,31.0,0.0,0.0,32.7368,0.0,0.0,0.0,29.3821,37.7482,49.5554
Passat,Volkswagen,2022,ICE,4.0,2.0,Automatic (S6),44136,3750.0,28.0,0.0,0.0,35.6059,0.0,0.0,0.0,24.1585,31.1,52.0
Ioniq,Hyundai,2022,HEV,4.0,1.6,Automatic (AM-S6),44137,3869.444444444445,55.0,0.0,0.0,56.6598,0.0,0.0,0.0,54.3633,73.4196,75.0104
Ioniq Blue,Hyundai,2022,HEV,4.0,1.6,Automatic (AM-S6),44138,3869.444444444445,59.0,0.0,0.0,60.20669999999999,0.0,0.0,0.0,58.47,80.8,80.1
A4 allroad quattro,Audi,2022,HEV,4.0,2.0,Automatic (AM-S7),44139,4174.242424242424,26.0,0.0,0.0,29.844399999999997,0.0,0.0,0.0,24.0885,31.0,42.70000000000001
RS 6 Avant,Audi,2022,HEV,8.0,4.0,Automatic (S8),44140,5500.0,17.0,0.0,0.0,22.0124,0.0,0.0,0.0,14.6134,19.4,29.1
Sorento Hybrid FWD,Kia,2022,HEV,4.0,1.6,Automatic (AM-S6),44141,4420.833333333333,37.0,0.0,0.0,34.6889,0.0,0.0,0.0,39.239,54.0,49.8
Tiguan,Volkswagen,2022,ICE,4.0,2.0,Automatic (S8),44142,4312.5,26.0,0.0,0.0,30.034,0.0,0.0,0.0,22.962,29.4,43.0
Q5 S line quattro,Audi,2022,HEV,4.0,2.0,Automatic (AM-S7),44143,4750.0,25.0,0.0,0.0,27.9918,0.0,0.0,0.0,22.8932,29.3028,39.7895
Q5 Sportback S line quattro,Audi,2022,HEV,4.0,2.0,Automatic (AM-S7),44144,4750.0,25.0,0.0,0.0,27.9918,0.0,0.0,0.0,22.8932,29.3028,39.7895
SQ5,Audi,2022,ICE,6.0,3.0,Automatic (S8),44145,4750.0,21.0,0.0,0.0,24.2996,0.0,0.0,0.0,18.7801,23.6,34.1
SQ5 Sportback,Audi,2022,ICE,6.0,3.0,Automatic (S8),44146,4750.0,21.0,0.0,0.0,24.2996,0.0,0.0,0.0,18.7801,23.6,34.1
Q3 S line quattro,Audi,2022,ICE,4.0,2.0,Automatic (S8),44147,4250.0,24.0,0.0,0.0,28.3185,0.0,0.0,0.0,20.6741,26.2,40.3
Q3 quattro,Audi,2022,ICE,4.0,2.0,Automatic (S8),44148,4250.0,26.0,0.0,0.0,30.4753,0.0,0.0,0.0,22.5366,28.8,43.7
Tiguan 4motion,Volkswagen,2022,ICE,4.0,2.0,Automatic (S8),44149,4312.5,25.0,0.0,0.0,29.401,0.0,0.0,0.0,22.1809,28.3,42.0
Tiguan R-Line 4motion,Volkswagen,2022,ICE,4.0,2.0,Automatic (S8),44150,4312.5,24.0,0.0,0.0,28.3824,0.0,0.0,0.0,21.4659,27.3,40.4
SQ7,Audi,2022,ICE,8.0,4.0,Automatic (S8),44151,5500.0,17.0,0.0,0.0,20.6301,0.0,0.0,0.0,14.7421,18.2,28.5876
SQ8,Audi,2022,ICE,8.0,4.0,Automatic (S8),44152,5500.0,17.0,0.0,0.0,20.6301,0.0,0.0,0.0,14.7421,18.2,28.5876
Q7 quattro,Audi,2022,HEV,6.0,3.0,Automatic (S8),44154,5375.0,20.0,0.0,0.0,22.5104,0.0,0.0,0.0,18.4122,23.1,33.7294
Q8 quattro,Audi,2022,HEV,6.0,3.0,Automatic (S8),44155,5500.0,20.0,0.0,0.0,22.5104,0.0,0.0,0.0,18.4122,23.1,33.7294
Bentayga,Bentley,2022,ICE,8.0,4.0,Automatic (S8),44156,6000.0,18.0,0.0,0.0,23.7022,0.0,0.0,0.0,14.878,18.3,29.0
Urus,Lamborghini,2022,ICE,8.0,4.0,Automatic (S8),44157,5500.0,14.0,0.0,0.0,16.6758,0.0,0.0,0.0,12.2803,15.0,22.8
A7 TFSI e quattro,Audi,2022,PHEV,4.0,2.0,Automatic (AM-S7),44158,5000.0,27.0,0.618,48.0,31.2356,28.42,0.0,0.0,24.6845,32.3,43.7
Q5 TFSI e quattro,Audi,2022,PHEV,4.0,2.0,Automatic (AM-S7),44159,4750.0,26.0,0.57,56.0,26.7761,23.1,0.0,0.0,25.0648,32.4,37.9
Ioniq Plug-in Hybrid,Hyundai,2022,PHEV,4.0,1.6,Automatic (AM-S6),44160,3869.444444444445,52.0,0.575,28.0,51.4965,27.95,0.0,0.0,52.43620000000001,72.3,72.4
Explorer Timberline AWD,Ford,2021,ICE,4.0,2.3,Automatic (S10),44164,5187.5,21.0,0.0,0.0,22.5597,0.0,0.0,0.0,19.2932,24.3,35.5
Z4 sDrive30i,BMW,2022,ICE,4.0,2.0,Automatic (S8),44165,3750.0,28.0,0.0,0.0,32.2328,0.0,0.0,0.0,25.1544,32.5291,46.5091
Z4 M40i,BMW,2022,ICE,6.0,3.0,Automatic (S8),44166,3750.0,25.0,0.0,0.0,29.0835,0.0,0.0,0.0,21.824,27.8,41.5
F-Type P450 RWD Coupe,Jaguar,2022,ICE,8.0,5.0,Automatic (S8),44167,4375.0,19.0,0.0,0.0,24.2996,0.0,0.0,0.0,16.6294,20.7335,34.0972
F-Type P450 RWD Convertible,Jaguar,2022,ICE,8.0,5.0,Automatic (S8),44168,4375.0,19.0,0.0,0.0,24.2996,0.0,0.0,0.0,16.6294,20.7335,34.0972
ILX,Acura,2022,ICE,4.0,2.4,Automatic (AM-S8),44178,3375.0,28.0,0.0,0.0,34.3255,0.0,0.0,0.0,24.2285,31.2,49.9
S60 B5,Volvo,2022,ICE,4.0,2.0,Automatic (S8),44186,4437.5,30.0,0.0,0.0,35.1195,0.0,0.0,0.0,26.1013,33.9,51.2
S60 B5 AWD,Volvo,2022,ICE,4.0,2.0,Automatic (S8),44187,4437.5,28.0,0.0,0.0,33.0332,0.0,0.0,0.0,24.7171,31.9,47.8
S7,Audi,2022,HEV,6.0,2.9,Automatic (S8),44189,5000.0,22.0,0.0,0.0,27.5128,0.0,0.0,0.0,18.3582,24.3,37.1
S90 B6 AWD,Volvo,2022,ICE,4.0,2.0,Automatic (S8),44192,4833.333333333333,26.0,0.0,0.0,31.2914,0.0,0.0,0.0,22.6786,29.0,45.0
A6 Allroad quattro,Audi,2022,HEV,6.0,3.0,Automatic (AM-S7),44194,4500.0,23.0,0.0,0.0,28.3185,0.0,0.0,0.0,20.5296,26.0,40.3
Atlas,Volkswagen,2022,ICE,4.0,2.0,Automatic (S8),44196,4700.0,23.0,0.0,0.0,25.2214,0.0,0.0,0.0,21.4659,27.3,38.0
Atlas Cross Sport,Volkswagen,2022,ICE,4.0,2.0,Automatic (S8),44197,4700.0,23.0,0.0,0.0,24.5862,0.0,0.0,0.0,21.4659,27.3,36.9
Atlas Cross Sport,Volkswagen,2022,ICE,6.0,3.6,Automatic (S8),44198,4700.0,20.0,0.0,0.0,23.8388,0.0,0.0,0.0,18.3385,23.0,33.4
XC40 T4,Volvo,2022,ICE,4.0,2.0,Automatic (S8),44199,4416.666666666667,26.0,0.0,0.0,31.5415,0.0,0.0,0.0,22.7495,29.100000000000005,45.4
Atlas 4motion,Volkswagen,2022,ICE,4.0,2.0,Automatic (S8),44200,4700.0,22.0,0.0,0.0,24.0,0.0,0.0,0.0,20.0,26.0,36.3
Atlas Cross Sport 4motion,Volkswagen,2022,ICE,4.0,2.0,Automatic (S8),44201,4700.0,22.0,0.0,0.0,24.2104,0.0,0.0,0.0,20.3124,25.7,36.4
Atlas Cross Sport 4motion,Volkswagen,2022,ICE,6.0,3.6,Automatic (S8),44202,4700.0,20.0,0.0,0.0,23.5087,0.0,0.0,0.0,17.8951,22.4,32.9
Atlas 4motion,Volkswagen,2022,ICE,6.0,3.6,Automatic (S8),44203,4700.0,19.0,0.0,0.0,23.0453,0.0,0.0,0.0,17.0777,21.3,32.2
XC40 T5 AWD,Volvo,2022,ICE,4.0,2.0,Automatic (S8),44204,4416.666666666667,25.0,0.0,0.0,29.844399999999997,0.0,0.0,0.0,21.5376,27.399999999999995,42.70000000000001
XC60 B5 AWD,Volvo,2022,ICE,4.0,2.0,Automatic (S8),44205,4650.0,24.0,0.0,0.0,27.9986,0.0,0.0,0.0,22.1809,28.3,39.8
XC60 B6 AWD,Volvo,2022,ICE,4.0,2.0,Automatic (S8),44206,4650.0,24.0,0.0,0.0,27.034399999999998,0.0,0.0,0.0,21.4659,27.3,38.3
XC90 T5,Volvo,2022,ICE,4.0,2.0,Automatic (S8),44207,5150.0,25.0,0.0,0.0,29.8444,0.0,0.0,0.0,21.3942,27.2,42.7
Q7 quattro,Audi,2022,ICE,4.0,2.0,Automatic (S8),44208,5375.0,22.0,0.0,0.0,25.0863,0.0,0.0,0.0,19.6583,24.8,35.3
XC90 T5 AWD,Volvo,2022,ICE,4.0,2.0,Automatic (S8),44209,5150.0,23.0,0.0,0.0,28.126600000000003,0.0,0.0,0.0,20.4572,25.9,40.0
XC90 T6 AWD,Volvo,2022,ICE,4.0,2.0,Automatic (S8),44210,5150.0,22.0,0.0,0.0,26.517499999999995,0.0,0.0,0.0,19.0003,23.9,37.5
Niro Plug-in Hybrid,Kia,2022,PHEV,4.0,1.6,Automatic (AM-S6),44211,3833.3333333333335,46.0,0.54,32.0,44.4535,24.08,0.0,0.0,48.1489,63.9,61.79999999999999
Camaro,Chevrolet,2022,ICE,4.0,2.0,Manual 6-spd,44213,4220.588235294118,22.0,0.0,0.0,29.0,0.0,0.0,0.0,18.7066,23.5,42.1992
Camaro,Chevrolet,2022,ICE,4.0,2.0,Automatic (S8),44214,4220.588235294118,25.0,0.0,0.0,30.0,0.0,0.0,0.0,21.5376,27.4,43.8
CT5,Cadillac,2022,ICE,4.0,2.0,Automatic (S10),44215,4319.444444444444,27.0,0.0,0.0,33.095,0.0,0.0,0.0,22.8912,29.3,47.9
CT5 AWD,Cadillac,2022,ICE,4.0,2.0,Automatic (S10),44216,4319.444444444444,25.0,0.0,0.0,30.0497,0.0,0.0,0.0,21.6865,27.6079,43.025
Sorento FWD,Kia,2022,ICE,4.0,2.5,Automatic (S8),44217,4420.833333333333,26.0,0.0,0.0,28.9363,0.0,0.0,0.0,24.2774,31.2699,44.9
Sorento FWD,Kia,2022,ICE,4.0,2.5,Automatic (AM-S8),44218,4420.833333333333,25.0,0.0,0.0,28.5984,0.0,0.0,0.0,22.441,28.6654,40.7383
Atlas,Volkswagen,2022,ICE,6.0,3.6,Automatic (S8),44219,4700.0,20.0,0.0,0.0,24.1023,0.0,0.0,0.0,18.4122,23.1,33.8
Sorento AWD,Kia,2022,ICE,4.0,2.5,Automatic (S8),44220,4420.833333333333,24.0,0.0,0.0,25.4439,0.0,0.0,0.0,23.3858,30.0,40.8
Sorento AWD,Kia,2022,ICE,4.0,2.5,Automatic (AM-S8),44221,4420.833333333333,24.0,0.0,0.0,27.0344,0.0,0.0,0.0,21.6093,27.5,38.3
Discovery Sport,Land Rover,2022,ICE,4.0,2.0,Automatic (S9),44223,5250.0,20.0,0.0,0.0,23.409000000000002,0.0,0.0,0.0,18.5255,23.2538,34.2146
F-Type P450 AWD R-Dynamic Coupe,Jaguar,2022,ICE,8.0,5.0,Automatic (S8),44226,4375.0,18.0,0.0,0.0,24.0365,0.0,0.0,0.0,15.5008,19.2287,33.7286
F-Type P450 AWD R-Dynamic Convertible,Jaguar,2022,ICE,8.0,5.0,Automatic (S8),44227,4375.0,18.0,0.0,0.0,24.0365,0.0,0.0,0.0,15.5008,19.2287,33.7286
A3 quattro,Audi,2022,HEV,4.0,2.0,Automatic (AM-S7),44228,3750.0,31.0,0.0,0.0,35.5271,0.0,0.0,0.0,27.7573,35.4,50.5
S3,Audi,2022,ICE,4.0,2.0,Automatic (AM-S7),44229,3875.0,27.0,0.0,0.0,32.4756,0.0,0.0,0.0,23.4482,29.5,44.7
Camaro,Chevrolet,2022,ICE,6.0,3.6,Automatic (S10),44230,4220.588235294118,22.0,0.0,0.0,29.0546,0.0,0.0,0.0,18.4122,23.1,41.4546
Camaro,Chevrolet,2022,ICE,6.0,3.6,Manual 6-spd,44231,4220.588235294118,20.0,0.0,0.0,26.1056,0.0,0.0,0.0,16.2995,20.26,36.8646
CT4,Cadillac,2022,ICE,4.0,2.7,Automatic (S10),44233,4004.6875,25.0,0.0,0.0,30.7898,0.0,0.0,0.0,21.3942,27.2,44.2
CT4 V,Cadillac,2022,ICE,4.0,2.7,Automatic (S10),44234,4004.6875,23.0,0.0,0.0,28.7015,0.0,0.0,0.0,19.7311,24.9,40.9
CT4 AWD,Cadillac,2022,ICE,4.0,2.7,Automatic (S10),44235,4004.6875,24.0,0.0,0.0,28.719,0.0,0.0,0.0,20.665,26.1873,40.9274
CT4 V AWD,Cadillac,2022,ICE,4.0,2.7,Automatic (S10),44236,4004.6875,23.0,0.0,0.0,28.0,0.0,0.0,0.0,20.0,26.1873,40.9274
Corolla Hatchback,Toyota,2022,ICE,4.0,2.0,Manual 6-spd,44237,3431.5476190476193,31.0,0.0,0.0,35.9365,0.0,0.0,0.0,28.1579,36.9188,52.5454
Corolla Hatchback,Toyota,2022,ICE,4.0,2.0,Automatic (AV-S10),44238,3431.5476190476193,35.0,0.0,0.0,41.0074,0.0,0.0,0.0,31.798,42.4052,61.0762
Corolla Hatchback XSE,Toyota,2022,ICE,4.0,2.0,Automatic (AV-S10),44239,3431.5476190476193,33.0,0.0,0.0,38.3105,0.0,0.0,0.0,29.8859,39.5,56.5
GLI,Volkswagen,2022,ICE,4.0,2.0,Automatic (AM-S7),44240,3625.0,30.0,0.0,0.0,36.0773,0.0,0.0,0.0,26.2146,33.3,51.0
GLI,Volkswagen,2022,ICE,4.0,2.0,Manual 6-spd,44241,3625.0,30.0,0.0,0.0,36.7874,0.0,0.0,0.0,25.732,31.1,49.0
Giulia,Alfa Romeo,2022,ICE,6.0,2.9,Automatic 8-spd,44243,4000.0,20.0,0.0,0.0,25.4128,0.0,0.0,0.0,17.45,21.8,35.8
HR-V AWD,Honda,2022,ICE,4.0,1.8,Automatic (variable gear ratios),44250,3312.5,29.0,0.0,0.0,31.4461,0.0,0.0,0.0,26.5817,34.6,45.2473
HR-V AWD,Honda,2022,ICE,4.0,1.8,Automatic (AV-S7),44251,3312.5,28.0,0.0,0.0,31.0389,0.0,0.0,0.0,26.3549,34.2692,44.5969
HR-V FWD,Honda,2022,ICE,4.0,1.8,Automatic (variable gear ratios),44252,3312.5,30.0,0.0,0.0,33.5269,0.0,0.0,0.0,28.0101,36.7,48.6
HR-V FWD,Honda,2022,ICE,4.0,1.8,Automatic (AV-S7),44253,3312.5,30.0,0.0,0.0,33.5269,0.0,0.0,0.0,28.0101,36.7,48.6
RX 350 L,Lexus,2022,ICE,6.0,3.5,Automatic (S8),44257,4750.0,22.0,0.0,0.0,26.0,0.0,0.0,0.0,19.2932,24.3,37.5
Stelvio AWD,Alfa Romeo,2022,ICE,6.0,2.9,Automatic 8-spd,44259,4333.333333333334,19.0,0.0,0.0,22.7798,0.0,0.0,0.0,16.9285,21.1,31.8
E-Pace,Jaguar,2022,ICE,4.0,2.0,Automatic (S9),44260,4500.0,23.0,0.0,0.0,25.6807,0.0,0.0,0.0,20.4918,25.9478,37.3858
E-Pace MHEV,Jaguar,2022,HEV,4.0,2.0,Automatic (S9),44261,4500.0,23.0,0.0,0.0,25.6084,0.0,0.0,0.0,20.8906,26.5239,36.1314
RX 350 L AWD,Lexus,2022,ICE,6.0,3.5,Automatic (S8),44262,4750.0,21.0,0.0,0.0,25.0,0.0,0.0,0.0,18.0,23.4656,36.0329
RX 450h L AWD,Lexus,2022,HEV,6.0,3.5,Automatic (AV-S6),44263,4750.0,29.0,0.0,0.0,28.1086,0.0,0.0,0.0,29.0,41.5726,39.9719
Ascent,Subaru,2022,ICE,4.0,2.4,Automatic (AV-S8),44264,4875.0,23.0,0.0,0.0,26.9053,0.0,0.0,0.0,20.6741,26.2,38.1
Ascent Limited/Touring/Onyx AWD,Subaru,2022,ICE,4.0,2.4,Automatic (AV-S8),44265,4875.0,22.0,0.0,0.0,25.6084,0.0,0.0,0.0,19.8039,25.0,36.1
S60 T8 AWD Recharge,Volvo,2022,PHEV,4.0,2.0,Automatic (S8),44266,4437.5,30.0,0.49,47.0,33.4653,22.08,0.0,0.0,28.0777,36.8,48.5
S90 T8 AWD Recharge,Volvo,2022,PHEV,4.0,2.0,Automatic (S8),44267,4833.333333333333,30.0,0.474,51.0,31.4791,21.540000000000003,0.0,0.0,28.3475,37.2,45.29999999999999
