Model,Make,Year,atvType,cylinders,displ,trany,VehicleID,AdjWeight,comb08,combinedUF,combE,highway08U,rangeHwyA,RangeHwy,Range,city08U,UCity,UHighway
Escape FWD,Ford,2018,ICE,4.0,2.5,Automatic (S6),39466,3958.3333333333335,24.0,0.0,0.0,29.1471,0.0,0.0,0.0,21.1786,26.899999999999995,41.6
MKC FWD,Lincoln,2018,ICE,4.0,2.0,Automatic (S6),39467,4250.0,23.0,0.0,0.0,28.1159,0.0,0.0,0.0,21.2395,26.9846,39.9833
Atlas,Volkswagen,2018,ICE,4.0,2.0,Automatic (S8),39468,4821.428571428572,24.0,0.0,0.0,26.3879,0.0,0.0,0.0,21.6809,27.6,37.3
Escape AWD,Ford,2018,ICE,4.0,1.5,Automatic (S6),39469,3958.3333333333335,24.0,0.0,0.0,28.0,0.0,0.0,0.0,21.8772,27.8745,40.9141
Escape AWD,Ford,2018,ICE,4.0,2.0,Automatic (S6),39470,3958.3333333333335,23.0,0.0,0.0,26.927000000000003,0.0,0.0,0.0,20.4645,25.91,38.1336
MKC AWD,Lincoln,2018,ICE,4.0,2.0,Automatic (S6),39471,4250.0,21.0,0.0,0.0,25.2823,0.0,0.0,0.0,19.1468,24.1,35.6
MKC AWD,Lincoln,2018,ICE,4.0,2.3,Automatic (S6),39473,4250.0,20.0,0.0,0.0,24.7036,0.0,0.0,0.0,17.8638,22.3577,34.7154
X5 sDrive35i,BMW,2018,ICE,6.0,3.0,Automatic (S8),39474,5291.666666666667,21.0,0.0,0.0,24.622200000000003,0.0,0.0,0.0,18.4032,23.0878,34.5913
X6 sDrive35i,BMW,2018,ICE,6.0,3.0,Automatic (S8),39475,5250.0,21.0,0.0,0.0,24.6222,0.0,0.0,0.0,18.4032,23.0878,34.5913
X5 xDrive 35d,BMW,2018,ICE,6.0,3.0,Automatic (S8),39477,5291.666666666667,25.0,0.0,0.0,29.3376,0.0,0.0,0.0,22.7801,29.1431,41.9
X5 xDrive35i,BMW,2018,ICE,6.0,3.0,Automatic (S8),39478,5291.666666666667,20.0,0.0,0.0,24.0938,0.0,0.0,0.0,18.0899,22.663300000000003,33.7871
X5 M,BMW,2018,ICE,8.0,4.4,Automatic (S8),39479,5291.666666666667,16.0,0.0,0.0,19.42,0.0,0.0,0.0,14.1972,17.4857,26.8
X6 xDrive35i,BMW,2018,ICE,6.0,3.0,Automatic (S8),39480,5250.0,20.0,0.0,0.0,24.0938,0.0,0.0,0.0,18.0899,22.6633,33.7871
X6 M,BMW,2018,ICE,8.0,4.4,Automatic (S8),39481,5250.0,16.0,0.0,0.0,19.42,0.0,0.0,0.0,14.1972,17.4857,26.8
Pacifica Hybrid,Chrysler,2018,PHEV,6.0,3.6,Automatic (variable gear ratios),39483,5000.0,32.0,0.617,40.0,32.6238,29.98,0.0,0.0,32.0636,47.2789,46.8
911 GT3,Porsche,2018,ICE,6.0,4.0,Automatic (AM-S7),39487,3806.818181818182,17.0,0.0,0.0,20.2,0.0,0.0,0.0,14.9,18.4,27.9
Cayman,Porsche,2018,ICE,4.0,2.0,Manual 6-spd,39488,3625.0,24.0,0.0,0.0,28.3824,0.0,0.0,0.0,21.3224,27.1,40.4
Cayman,Porsche,2018,ICE,4.0,2.0,Automatic (AM-S7),39489,3625.0,25.0,0.0,0.0,29.4644,0.0,0.0,0.0,22.3233,28.5,42.1
Cayman S,Porsche,2018,ICE,4.0,2.5,Manual 6-spd,39490,3625.0,22.0,0.0,0.0,26.1286,0.0,0.0,0.0,19.5124,24.6,36.9
Cayman S,Porsche,2018,ICE,4.0,2.5,Automatic (AM-S7),39491,3625.0,24.0,0.0,0.0,27.9345,0.0,0.0,0.0,21.2505,27.0,39.7
911 Turbo S Exclusive,Porsche,2018,ICE,6.0,3.8,Automatic (AM-S7),39492,3806.818181818182,19.0,0.0,0.0,22.9,0.0,0.0,0.0,17.0,21.2,32.0
Rapide S,Aston Martin,2018,ICE,12.0,6.0,Automatic (S8),39493,4750.0,17.0,0.0,0.0,21.4866,0.0,0.0,0.0,14.0538,17.2984,29.8618
Q60,Infiniti,2018,ICE,6.0,3.0,Automatic (S7),39494,4229.166666666667,22.0,0.0,0.0,28.1652,0.0,0.0,0.0,19.3426,24.3676,40.0602
Q60 Red Sport,Infiniti,2018,ICE,6.0,3.0,Automatic (S7),39495,4229.166666666667,22.0,0.0,0.0,27.0,0.0,0.0,0.0,19.8385,25.0475,39.4997
Q60,Infiniti,2018,ICE,4.0,2.0,Automatic (S7),39496,4229.166666666667,25.0,0.0,0.0,29.893,0.0,0.0,0.0,22.3588,28.5499,46.2486
Q60 AWD,Infiniti,2018,ICE,4.0,2.0,Automatic (S7),39497,4229.166666666667,24.0,0.0,0.0,28.059,0.0,0.0,0.0,21.0691,26.7477,40.9978
Q60 Red Sport AWD,Infiniti,2018,ICE,6.0,3.0,Automatic (S7),39498,4229.166666666667,21.0,0.0,0.0,25.8358,0.0,0.0,0.0,18.9617,23.8474,36.4494
Q60 AWD,Infiniti,2018,ICE,6.0,3.0,Automatic (S7),39499,4229.166666666667,22.0,0.0,0.0,27.0745,0.0,0.0,0.0,18.8539,23.7005,38.3623
Accent,Hyundai,2018,ICE,4.0,1.6,Automatic (S6),39500,2875.0,32.0,0.0,0.0,38.4083,0.0,0.0,0.0,28.0782,36.8007,56.6644
Accent,Hyundai,2018,ICE,4.0,1.6,Manual 6-spd,39501,2875.0,31.0,0.0,0.0,37.3549,0.0,0.0,0.0,27.6039,36.1,54.9
Altima SR,Nissan,2018,ICE,4.0,2.5,Automatic (AV-S7),39502,3500.0,30.0,0.0,0.0,37.0,0.0,0.0,0.0,26.0,35.1,53.5
Altima,Nissan,2018,ICE,4.0,2.5,Automatic (variable gear ratios),39503,3500.0,31.0,0.0,0.0,37.6757,0.0,0.0,0.0,27.058,35.2973,54.1171
Altima,Nissan,2018,ICE,6.0,3.5,Automatic (AV-S7),39504,3500.0,26.0,0.0,0.0,32.2408,0.0,0.0,0.0,22.0,29.2,45.2
Passat,Volkswagen,2018,ICE,6.0,3.6,Automatic (AM-S6),39505,3750.0,22.0,0.0,0.0,27.5313,0.0,0.0,0.0,19.2707,23.4,37.5
Regal,Buick,2018,ICE,4.0,2.0,Automatic (S9),39506,4020.8333333333335,26.0,0.0,0.0,31.882500000000004,0.0,0.0,0.0,22.349100000000004,28.5363,45.946400000000004
Regal AWD,Buick,2018,ICE,4.0,2.0,Automatic (S8),39507,4020.8333333333335,24.0,0.0,0.0,29.286999999999995,0.0,0.0,0.0,21.2652,27.0204,41.8204
Regal TourX AWD,Buick,2018,ICE,4.0,2.0,Automatic (S8),39508,4020.8333333333335,24.0,0.0,0.0,29.286999999999995,0.0,0.0,0.0,21.2652,27.0204,41.8204
Frontier 2WD,Nissan,2018,ICE,4.0,2.5,Automatic 5-spd,39509,4620.833333333333,19.0,0.0,0.0,21.9544,0.0,0.0,0.0,17.1918,21.453,30.561
Frontier 2WD,Nissan,2018,ICE,4.0,2.5,Manual 5-spd,39510,4620.833333333333,21.0,0.0,0.0,22.5138,0.0,0.0,0.0,19.2932,24.3,31.4
Frontier 2WD,Nissan,2018,ICE,6.0,4.0,Automatic 5-spd,39511,4620.833333333333,19.0,0.0,0.0,22.6027,0.0,0.0,0.0,16.2287,20.1657,31.5336
Frontier 2WD,Nissan,2018,ICE,6.0,4.0,Manual 6-spd,39512,4620.833333333333,19.0,0.0,0.0,21.9805,0.0,0.0,0.0,16.4046,20.4,30.6
Frontier 2WD FFV,Nissan,2018,FCV,6.0,4.0,Automatic 5-spd,39513,4620.833333333333,18.0,0.0,0.0,22.0229,0.0,0.0,0.0,15.7552,19.5369,30.6636
Frontier 4WD,Nissan,2018,ICE,6.0,4.0,Automatic 5-spd,39514,4620.833333333333,17.0,0.0,0.0,20.6551,0.0,0.0,0.0,15.109,18.6827,28.6247
Frontier 4WD,Nissan,2018,ICE,6.0,4.0,Manual 6-spd,39515,4620.833333333333,18.0,0.0,0.0,20.718,0.0,0.0,0.0,15.5424,19.255,28.718
Frontier 4WD FFV,Nissan,2018,FCV,6.0,4.0,Automatic 5-spd,39516,4620.833333333333,17.0,0.0,0.0,20.543,0.0,0.0,0.0,15.114,18.6893,28.4585
Pathfinder 2WD,Nissan,2018,ICE,6.0,3.5,Automatic (variable gear ratios),39517,4812.5,23.0,0.0,0.0,27.2921,0.0,0.0,0.0,19.7311,24.9,38.7
Envision AWD,Buick,2018,ICE,4.0,2.5,Automatic 6-spd,39518,4218.75,24.0,0.0,0.0,27.3565,0.0,0.0,0.0,21.2505,27.0,38.8
Pathfinder 4WD,Nissan,2018,ICE,6.0,3.5,Automatic (variable gear ratios),39519,4812.5,22.0,0.0,0.0,26.3879,0.0,0.0,0.0,19.4394,24.5,37.3
Pathfinder 4WD Platinum,Nissan,2018,ICE,6.0,3.5,Automatic (variable gear ratios),39520,4812.5,21.0,0.0,0.0,25.6084,0.0,0.0,0.0,19.4394,24.5,36.1
X5 xDrive50i,BMW,2018,ICE,8.0,4.4,Automatic (S8),39521,5291.666666666667,17.0,0.0,0.0,20.7618,0.0,0.0,0.0,15.0036,18.5439,28.783
X6 xDrive50i,BMW,2018,ICE,8.0,4.4,Automatic (S8),39522,5250.0,17.0,0.0,0.0,20.7618,0.0,0.0,0.0,15.0036,18.5439,28.783
Cayenne,Porsche,2018,ICE,6.0,3.6,Automatic (S8),39524,5333.333333333333,20.0,0.0,0.0,24.1023,0.0,0.0,0.0,18.1909,22.8,33.8
Cayenne Platinum,Porsche,2018,ICE,6.0,3.6,Automatic (S8),39525,5333.333333333333,19.0,0.0,0.0,23.0453,0.0,0.0,0.0,17.3012,21.600000000000005,32.2
X5 xDrive40e,BMW,2018,PHEV,4.0,2.0,Automatic (S8),39526,5291.666666666667,24.0,0.345,59.0,24.8488,13.949999999999998,0.0,0.0,22.962,29.399999999999995,37.8484
DB11 V12,Aston Martin,2017,ICE,12.0,5.2,Automatic (S8),39527,4500.0,17.0,0.0,0.0,20.5453,0.0,0.0,0.0,15.1397,18.8306,30.8924
R8 AWD,Audi,2018,ICE,10.0,5.2,Automatic (AM-S7),39528,4041.6666666666665,17.0,0.0,0.0,21.7682,0.0,0.0,0.0,13.9268,16.5186,28.3297
R8 Spyder AWD,Audi,2018,ICE,10.0,5.2,Automatic (AM-S7),39529,4041.6666666666665,17.0,0.0,0.0,21.7682,0.0,0.0,0.0,13.9268,16.5186,28.3297
R8 RWD,Audi,2018,ICE,10.0,5.2,Automatic (AM-S7),39530,4041.6666666666665,18.0,0.0,0.0,24.6962,0.0,0.0,0.0,14.4249,16.861,31.3324
R8 Spyder RWD,Audi,2018,ICE,10.0,5.2,Automatic (AM-S7),39531,4041.6666666666665,18.0,0.0,0.0,24.6962,0.0,0.0,0.0,14.4249,16.861,31.3324
Huracan,Lamborghini,2018,ICE,10.0,5.2,Automatic (AM-S7),39532,3875.0,16.0,0.0,0.0,18.8014,0.0,0.0,0.0,13.5594,16.3375,25.1198
Huracan Spyder,Lamborghini,2018,ICE,10.0,5.2,Automatic (AM-S7),39533,3875.0,15.0,0.0,0.0,18.573,0.0,0.0,0.0,13.4133,16.1578,24.9266
Huracan 2WD,Lamborghini,2018,ICE,10.0,5.2,Automatic (AM-S7),39534,3875.0,16.0,0.0,0.0,20.5758,0.0,0.0,0.0,13.9604,16.8,27.4
Huracan Spyder 2WD,Lamborghini,2018,ICE,10.0,5.2,Automatic (AM-S7),39535,3875.0,16.0,0.0,0.0,20.0301,0.0,0.0,0.0,14.0805,16.8,26.7
911 GT3,Porsche,2018,ICE,6.0,4.0,Manual 6-spd,39536,3806.818181818182,16.0,0.0,0.0,20.5036,0.0,0.0,0.0,13.0553,16.0,28.4
Vanquish S Zagato,Aston Martin,2018,ICE,12.0,6.0,Automatic (S8),39537,4500.0,16.0,0.0,0.0,20.7097,0.0,0.0,0.0,13.466,16.5327,28.7057
ES 300h,Lexus,2018,HEV,4.0,2.5,Automatic (AV-S6),39539,3937.5,40.0,0.0,0.0,38.8285,0.0,0.0,0.0,40.3222,56.0848,54.1578
ES 350,Lexus,2018,ICE,6.0,3.5,Automatic (S6),39540,3937.5,24.0,0.0,0.0,30.0,0.0,0.0,0.0,20.7095,26.249,43.7678
Edge FWD,Ford,2018,ICE,4.0,2.0,Automatic (S6),39543,4500.0,24.0,0.0,0.0,29.0,0.0,0.0,0.0,20.3848,25.8,42.2
Edge FWD,Ford,2018,ICE,6.0,3.5,Automatic (S6),39544,4500.0,20.0,0.0,0.0,25.7386,0.0,0.0,0.0,17.4864,21.849,36.3
MKX FWD,Lincoln,2018,ICE,6.0,2.7,Automatic (S6),39546,4666.666666666666,20.0,0.0,0.0,25.0,0.0,0.0,0.0,17.7052,22.1437,38.4174
MKX FWD,Lincoln,2018,ICE,6.0,3.7,Automatic (S6),39547,4666.666666666666,20.0,0.0,0.0,25.4884,0.0,0.0,0.0,17.2001,21.4642,35.9159
Edge AWD,Ford,2018,ICE,4.0,2.0,Automatic (S6),39550,4500.0,23.0,0.0,0.0,27.2454,0.0,0.0,0.0,19.7763,24.9621,38.6274
Edge AWD,Ford,2018,ICE,6.0,3.5,Automatic (S6),39551,4500.0,19.0,0.0,0.0,23.2529,0.0,0.0,0.0,16.5899,20.6472,32.5134
Edge AWD,Ford,2018,ICE,6.0,2.7,Automatic (S6),39552,4500.0,20.0,0.0,0.0,23.624,0.0,0.0,0.0,17.185,21.4439,33.0745
MKX AWD,Lincoln,2018,ICE,6.0,2.7,Automatic (S6),39553,4666.666666666666,19.0,0.0,0.0,23.624,0.0,0.0,0.0,17.185,21.4439,33.0745
MKX AWD,Lincoln,2018,ICE,6.0,3.7,Automatic (S6),39554,4666.666666666666,19.0,0.0,0.0,22.8459,0.0,0.0,0.0,16.4045,20.3999,31.8996
F-Type Coupe,Jaguar,2018,ICE,4.0,2.0,Automatic (S8),39555,4125.0,26.0,0.0,0.0,29.9708,0.0,0.0,0.0,22.962,29.4134,42.9021
F-Type Convertible,Jaguar,2018,ICE,4.0,2.0,Automatic (S8),39556,4125.0,26.0,0.0,0.0,29.9708,0.0,0.0,0.0,22.962,29.4134,42.9021
ILX,Acura,2018,ICE,4.0,2.4,Automatic (AM-S8),39557,3375.0,29.0,0.0,0.0,34.8146,0.0,0.0,0.0,25.1342,32.5,50.7
Civic 2Dr,Honda,2018,ICE,4.0,2.0,Manual 6-spd,39558,3188.882074568958,32.0,0.0,0.0,38.5901,0.0,0.0,0.0,27.6936,34.3,54.9496
Civic 2Dr,Honda,2018,ICE,4.0,2.0,Automatic (variable gear ratios),39559,3188.882074568958,34.0,0.0,0.0,39.0885,0.0,0.0,0.0,30.3048,39.7817,58.3625
Civic 2Dr,Honda,2018,ICE,4.0,1.5,Manual 6-spd,39560,3188.882074568958,35.0,0.0,0.0,41.2672,0.0,0.0,0.0,30.0,38.4499,59.7993
Civic 2Dr,Honda,2018,ICE,4.0,1.5,Automatic (variable gear ratios),39561,3188.882074568958,35.0,0.0,0.0,39.6129,0.0,0.0,0.0,31.2515,40.77230000000001,58.6682
Civic Si 2Dr,Honda,2018,ICE,4.0,1.5,Manual 6-spd,39562,3188.882074568958,32.0,0.0,0.0,37.9529,0.0,0.0,0.0,27.8749,36.5,55.9
Civic 4Dr,Honda,2018,ICE,4.0,2.0,Manual 6-spd,39565,3188.882074568958,32.0,0.0,0.0,40.0358,0.0,0.0,0.0,27.9868,34.6499,56.5
Civic 4Dr,Honda,2018,ICE,4.0,2.0,Automatic (variable gear ratios),39566,3188.882074568958,34.0,0.0,0.0,39.8977,0.0,0.0,0.0,30.8864,40.3619,59.0424
Civic 4Dr,Honda,2018,ICE,4.0,1.5,Manual 6-spd,39567,3188.882074568958,35.0,0.0,0.0,42.1463,0.0,0.0,0.0,30.962,38.699,61.049
Civic 4Dr,Honda,2018,ICE,4.0,1.5,Automatic (variable gear ratios),39568,3188.882074568958,36.0,0.0,0.0,41.71070000000001,0.0,0.0,0.0,31.8635,41.511900000000004,60.9043
Civic Si 4Dr,Honda,2018,ICE,4.0,1.5,Manual 6-spd,39569,3188.882074568958,32.0,0.0,0.0,37.9529,0.0,0.0,0.0,27.8749,36.5,55.9
GS 350 F Sport,Lexus,2018,ICE,6.0,3.5,Automatic (S8),39570,4291.666666666667,22.0,0.0,0.0,27.163300000000003,0.0,0.0,0.0,18.7801,23.600000000000005,38.5
GS 450h,Lexus,2018,HEV,6.0,3.5,Automatic (AV-S8),39571,4291.666666666667,31.0,0.0,0.0,34.1708,0.0,0.0,0.0,29.332399999999996,39.7066,44.26149999999999
GS 300,Lexus,2018,ICE,4.0,2.0,Automatic (S8),39572,4291.666666666667,26.0,0.0,0.0,32.1028,0.0,0.0,0.0,22.180899999999998,28.3,46.29999999999999
GS 300 F Sport,Lexus,2018,ICE,4.0,2.0,Automatic (S8),39573,4291.666666666667,24.0,0.0,0.0,29.7178,0.0,0.0,0.0,20.7463,26.3,42.5
GS 350,Lexus,2018,ICE,6.0,3.5,Automatic (S8),39574,4291.666666666667,23.0,0.0,0.0,27.9986,0.0,0.0,0.0,19.8039,25.0,39.8
GS 350 AWD,Lexus,2018,ICE,6.0,3.5,Automatic (S6),39575,4291.666666666667,22.0,0.0,0.0,25.9987,0.0,0.0,0.0,19.22,24.2,36.7
Civic 5Dr - Type R,Honda,2018,ICE,4.0,2.0,Manual 6-spd,39576,3188.882074568958,25.0,0.0,0.0,28.1909,0.0,0.0,0.0,22.1587,27.0,40.2
QX60 FWD,Infiniti,2018,ICE,6.0,3.5,Automatic (AV-S7),39578,4750.0,22.0,0.0,0.0,26.7054,0.0,0.0,0.0,19.6509,24.7899,37.7905
NX 300,Lexus,2018,ICE,4.0,2.0,Automatic (S6),39579,4312.5,25.0,0.0,0.0,27.9941,0.0,0.0,0.0,22.3325,28.5129,39.793
Envision AWD,Buick,2018,ICE,4.0,2.0,Automatic 6-spd,39580,4218.75,22.0,0.0,0.0,25.9201,0.0,0.0,0.0,19.9331,25.1776,36.0552
QX60 AWD,Infiniti,2018,ICE,6.0,3.5,Automatic (AV-S7),39581,4750.0,22.0,0.0,0.0,26.1664,0.0,0.0,0.0,19.0297,23.9401,36.9583
Wrangler 4WD,Jeep,2018,ICE,6.0,3.6,Automatic 5-spd,39582,4416.666666666667,18.0,0.0,0.0,21.1096,0.0,0.0,0.0,16.7042,20.8,29.3
Wrangler 4WD,Jeep,2018,ICE,6.0,3.6,Manual 6-spd,39583,4416.666666666667,18.0,0.0,0.0,21.4451,0.0,0.0,0.0,16.5545,20.6,29.8
Wrangler Unlimited 4WD,Jeep,2018,ICE,6.0,3.6,Automatic 5-spd,39584,4416.666666666667,18.0,0.0,0.0,20.0982,0.0,0.0,0.0,15.9536,19.8,27.8
Wrangler Unlimited 4WD,Jeep,2018,ICE,6.0,3.6,Manual 6-spd,39585,4416.666666666667,18.0,0.0,0.0,20.7059,0.0,0.0,0.0,15.727399999999998,19.5,28.7
NX 300h AWD,Lexus,2018,HEV,4.0,2.5,Automatic (AV-S6),39586,4312.5,31.0,0.0,0.0,29.681,0.0,0.0,0.0,32.6423,43.7046,42.4418
NX 300 AWD,Lexus,2018,ICE,4.0,2.0,Automatic (S6),39587,4312.5,24.0,0.0,0.0,27.8077,0.0,0.0,0.0,22.1269,28.2243,39.5022
NX 300 AWD F Sport,Lexus,2018,ICE,4.0,2.0,Automatic (S6),39588,4312.5,24.0,0.0,0.0,26.5332,0.0,0.0,0.0,21.7765,27.7336,37.5243
A3 e-tron,Audi,2018,PHEV,4.0,1.4,Automatic (AM-S6),39589,3750.0,36.0,0.393,41.0,39.1469,15.91,0.0,0.0,34.4009,47.8,53.3
Regal AWD,Buick,2018,ICE,6.0,3.6,Automatic (S9),39593,4020.8333333333335,22.0,0.0,0.0,27.0,0.0,0.0,0.0,19.0,26.2,42.0
Accord,Honda,2018,ICE,4.0,1.5,Manual 6-spd,39594,3601.5625,30.0,0.0,0.0,35.3021,0.0,0.0,0.0,26.3074,34.2,51.5
Accord,Honda,2018,ICE,4.0,1.5,Automatic (variable gear ratios),39595,3601.5625,33.0,0.0,0.0,38.2295,0.0,0.0,0.0,30.0945,39.8145,56.3639
Accord,Honda,2018,ICE,4.0,1.5,Automatic (AV-S7),39596,3601.5625,31.0,0.0,0.0,35.2059,0.0,0.0,0.0,28.6683,37.6769,51.3419
F150 Pickup 2WD FFV,Ford,2018,FCV,8.0,5.0,Automatic (S10),39597,5192.204301075269,19.0,0.0,0.0,23.3578,0.0,0.0,0.0,16.949,21.1275,32.6719
F150 5.0L 2WD FFV GVWR>7599 LBS,Ford,2018,FCV,8.0,5.0,Automatic (S10),39598,5192.204301075269,17.0,0.0,0.0,20.0,0.0,0.0,0.0,16.0,21.1,32.7
F150 2WD FFV BASE PAYLOAD LT,Ford,2018,FCV,8.0,5.0,Automatic (S10),39599,5192.204301075269,18.0,0.0,0.0,21.0,0.0,0.0,0.0,16.0,21.1454,32.6537
F150 Pickup 4WD FFV,Ford,2018,FCV,8.0,5.0,Automatic (S10),39600,5192.204301075269,18.0,0.0,0.0,21.6013,0.0,0.0,0.0,15.6308,19.3721,30.033
F150 5.0L 4WD FFV GVWR>7599 LBS,Ford,2018,FCV,8.0,5.0,Automatic (S10),39601,5192.204301075269,17.0,0.0,0.0,19.0,0.0,0.0,0.0,15.133000000000001,18.7144,28.486499999999996
F150 4WD FFV BASE PAYLOAD LT,Ford,2018,FCV,8.0,5.0,Automatic (S10),39602,5192.204301075269,17.0,0.0,0.0,20.0,0.0,0.0,0.0,15.573,19.2956,29.850399999999997
Focus FWD,Ford,2018,ICE,4.0,2.0,Automatic (AM6),39604,3493.75,31.0,0.0,0.0,38.37,0.0,0.0,0.0,26.4446,34.4,56.6
Focus FWD,Ford,2018,ICE,4.0,2.0,Automatic (AM-S6),39605,3493.75,28.0,0.0,0.0,33.7865,0.0,0.0,0.0,24.0488,30.9433,49.0218
Focus FWD,Ford,2018,ICE,4.0,2.0,Manual 5-spd,39606,3493.75,28.0,0.0,0.0,34.0802,0.0,0.0,0.0,24.7171,31.9,49.5
Focus FWD,Ford,2018,ICE,3.0,1.0,Automatic (S6),39607,3493.75,31.0,0.0,0.0,38.0,0.0,0.0,0.0,27.0,36.0538,57.1375
Focus FWD,Ford,2018,ICE,3.0,1.0,Manual 6-spd,39608,3493.75,34.0,0.0,0.0,40.0257,0.0,0.0,0.0,29.8859,39.5,59.4
Focus ST FWD,Ford,2018,ICE,4.0,2.0,Manual 6-spd,39611,3493.75,25.0,0.0,0.0,30.0,0.0,0.0,0.0,22.0,28.8,44.0
Maxima,Nissan,2018,ICE,6.0,3.5,Automatic (AV-S7),39612,3833.3333333333335,25.0,0.0,0.0,30.0,0.0,0.0,0.0,21.2401,26.9855,44.0415
C-MAX Hybrid FWD,Ford,2018,HEV,4.0,2.0,Automatic (variable gear ratios),39613,4000.0,40.0,0.0,0.0,38.1914,0.0,0.0,0.0,41.5063,58.0,56.3
Ioniq Blue,Hyundai,2018,HEV,4.0,1.6,Automatic (AM6),39614,3486.1111111111113,58.0,0.0,0.0,59.4169,0.0,0.0,0.0,56.5105,75.7,79.1
Ioniq,Hyundai,2018,HEV,4.0,1.6,Automatic (AM6),39615,3486.1111111111113,55.0,0.0,0.0,54.4521,0.0,0.0,0.0,54.7251,72.4397,74.9193
Niro,Kia,2018,HEV,4.0,1.6,Automatic (AM6),39616,3625.0,49.0,0.0,0.0,46.2675,0.0,0.0,0.0,50.8864,65.7,62.5
Niro FE,Kia,2018,HEV,4.0,1.6,Automatic (AM6),39617,3625.0,50.0,0.0,0.0,48.6163,0.0,0.0,0.0,51.9792,68.2,66.2
Niro Touring,Kia,2018,HEV,4.0,1.6,Automatic (AM6),39618,3625.0,43.0,0.0,0.0,40.452,0.0,0.0,0.0,45.6915,60.0,58.4
1500 2WD,Ram,2018,FCV,6.0,3.6,Automatic 8-spd,39619,5708.333333333333,20.0,0.0,0.0,24.5951,0.0,0.0,0.0,16.9657,21.1499,34.5499
1500 4WD,Ram,2018,FCV,6.0,3.6,Automatic 8-spd,39620,5708.333333333333,19.0,0.0,0.0,23.1116,0.0,0.0,0.0,16.1793,20.1,32.3
EcoSport FWD,Ford,2018,ICE,3.0,1.0,Automatic (S6),39623,3750.0,28.0,0.0,0.0,29.0535,0.0,0.0,0.0,27.3735,35.7607,47.8078
CR-V FWD,Honda,2018,ICE,4.0,2.4,Automatic (variable gear ratios),39624,3729.166666666667,28.0,0.0,0.0,32.4443,0.0,0.0,0.0,25.6877,33.2997,46.8495
CR-V FWD,Honda,2018,ICE,4.0,1.5,Automatic (variable gear ratios),39625,3729.166666666667,30.0,0.0,0.0,33.773,0.0,0.0,0.0,28.0101,36.7,48.9998
Highlander,Toyota,2018,ICE,4.0,2.7,Automatic (S6),39626,4877.777777777778,22.0,0.0,0.0,23.5311,0.0,0.0,0.0,20.1673,25.5,38.6
EcoSport AWD,Ford,2018,ICE,4.0,2.0,Automatic (S6),39627,3750.0,25.0,0.0,0.0,29.0,0.0,0.0,0.0,23.116,29.6177,42.407
CR-V AWD,Honda,2018,ICE,4.0,2.4,Automatic (variable gear ratios),39628,3729.166666666667,27.0,0.0,0.0,30.5882,0.0,0.0,0.0,24.6041,31.7378,43.8793
CR-V AWD,Honda,2018,ICE,4.0,1.5,Automatic (variable gear ratios),39629,3729.166666666667,29.0,0.0,0.0,32.7751,0.0,0.0,0.0,27.0766,35.3244,47.383
Tucson AWD,Hyundai,2018,ICE,4.0,1.6,Automatic (AM7),39630,3781.25,25.0,0.0,0.0,27.5494,0.0,0.0,0.0,23.7377,30.5,39.1
Tucson AWD,Hyundai,2018,ICE,4.0,2.0,Automatic (S6),39631,3781.25,23.0,0.0,0.0,25.7386,0.0,0.0,0.0,21.3942,27.2,36.3
Expedition 2WD,Ford,2018,ICE,6.0,3.5,Automatic (S10),39634,6000.0,20.0,0.0,0.0,24.0,0.0,0.0,0.0,17.2268,21.5,34.6
Expedition MAX 2WD,Ford,2018,ICE,6.0,3.5,Automatic (S10),39635,6000.0,19.0,0.0,0.0,23.0,0.0,0.0,0.0,17.2268,21.5,34.6
Navigator 2WD,Lincoln,2018,ICE,6.0,3.5,Automatic (S10),39636,6333.333333333333,19.0,0.0,0.0,22.7798,0.0,0.0,0.0,16.4796,20.5,31.8
Expedition 4WD,Ford,2018,ICE,6.0,3.5,Automatic (S10),39637,6000.0,19.0,0.0,0.0,22.0,0.0,0.0,0.0,16.9285,21.1,31.6
Expedition MAX 4WD,Ford,2018,ICE,6.0,3.5,Automatic (S10),39638,6000.0,18.0,0.0,0.0,21.0,0.0,0.0,0.0,16.1234,20.0257,30.4632
Navigator 4WD,Lincoln,2018,ICE,6.0,3.5,Automatic (S10),39639,6333.333333333333,18.0,0.0,0.0,20.7732,0.0,0.0,0.0,15.8028,19.6,28.8
Focus Electric,Ford,2018,EV,,,Automatic (A1),39640,3493.75,107.0,0.0,31.4904,95.76,0.0,101.7,115.0,118.44,169.2,136.8
Ioniq Electric,Hyundai,2018,EV,,,Automatic (A1),39641,3486.1111111111113,136.0,0.0,25.0,122.0,0.0,110.0,124.0,150.0,224.80000000000004,182.69999999999996
Mustang,Ford,2018,ICE,4.0,2.3,Manual 6-spd,39642,4043.478260869565,25.0,0.0,0.0,30.7269,0.0,0.0,0.0,21.3224,27.1,44.1
Mustang Performance Package,Ford,2018,ICE,4.0,2.3,Manual 6-spd,39643,4043.478260869565,23.0,0.0,0.0,28.0,0.0,0.0,0.0,20.0,27.1,44.1
Mustang Convertible,Ford,2018,ICE,4.0,2.3,Manual 6-spd,39644,4043.478260869565,23.0,0.0,0.0,28.0,0.0,0.0,0.0,20.0,27.1,44.1
