level_0,Model,Make,Year,AdjWeight,match_index,baseModel,displ,cylinders,trany,comb08,combinedUF,combE,highway08,city08,UCity,UHighway,atvType,rangeHwyA,RangeHwy,Range,MFRCode,VehicleID
10724.0,SX4 Sedan,Suzuki,2011,3166.6666666666665,7993.0,sx4,2.0,4.0,Automatic (variable gear ratios),28,0.0,0.0,31,25,32.516,45.1901,ICE,0.0,0.0,0,,10724
10725.0,SX4 AWD,Suzuki,2011,3166.6666666666665,7993.0,sx4,2.0,4.0,Manual 6-spd,25,0.0,0.0,29,22,28.1022,41.7078,ICE,0.0,0.0,0,,10725
10726.0,SX4 AWD,Suzuki,2011,3166.6666666666665,7993.0,sx4,2.0,4.0,Automatic (variable gear ratios),25,0.0,0.0,29,23,28.9299,41.2658,ICE,0.0,0.0,0,,10726
10727.0,SX4,Suzuki,2011,3166.6666666666665,7993.0,sx4,2.0,4.0,Manual 6-spd,25,0.0,0.0,30,22,28.0966,42.3461,ICE,0.0,0.0,0,,10727
10728.0,SX4,Suzuki,2011,3166.6666666666665,7993.0,sx4,2.0,4.0,Automatic (variable gear ratios),25,0.0,0.0,29,23,29.6378,41.5661,ICE,0.0,0.0,0,,10728
10729.0,Jetta,Volkswagen,2011,3375.0,8030.0,jetta,2.5,5.0,Automatic (S6),27,0.0,0.0,31,24,28.0812,42.4888,ICE,0.0,0.0,0,,10729
10730.0,Jetta,Volkswagen,2011,3375.0,8030.0,jetta,2.5,5.0,Manual 5-spd,26,0.0,0.0,33,23,26.3068,44.5159,ICE,0.0,0.0,0,,10730
10731.0,Jetta,Volkswagen,2011,3375.0,8030.0,jetta,2.0,4.0,Automatic (S6),25,0.0,0.0,29,23,28.1,41.399,ICE,0.0,0.0,0,,10731
10732.0,Jetta,Volkswagen,2011,3375.0,8030.0,jetta,2.0,4.0,Manual 5-spd,28,0.0,0.0,34,24,28.8,46.2,ICE,0.0,0.0,0,,10732
10733.0,Jetta,Volkswagen,2011,3375.0,8030.0,jetta,2.0,4.0,Manual 6-spd,32,0.0,0.0,39,29,38.7215,59.5361,ICE,0.0,0.0,0,,10733
10734.0,Golf,Volkswagen,2011,3437.5,8041.0,golf/gti,2.5,5.0,Automatic (S6),27,0.0,0.0,31,24,28.0812,42.4888,ICE,0.0,0.0,0,,10734
10735.0,Golf,Volkswagen,2011,3437.5,8041.0,golf/gti,2.5,5.0,Manual 5-spd,26,0.0,0.0,33,23,26.3068,44.5159,ICE,0.0,0.0,0,,10735
10736.0,Golf,Volkswagen,2011,3437.5,8041.0,golf/gti,2.0,4.0,Automatic (S6),32,0.0,0.0,37,29,39.0899,59.4381,ICE,0.0,0.0,0,,10736
10737.0,Golf,Volkswagen,2011,3437.5,8041.0,golf/gti,2.0,4.0,Manual 6-spd,32,0.0,0.0,39,29,38.7215,59.5361,ICE,0.0,0.0,0,,10737
10738.0,A8,Audi,2011,4750.0,7460.0,a8,4.2,8.0,Automatic (S8),21,0.0,0.0,27,17,21.1125,35.7222,ICE,0.0,0.0,0,,10738
10739.0,A8 L,Audi,2011,4750.0,7460.0,a8,4.2,8.0,Automatic (S8),21,0.0,0.0,27,17,21.1125,35.7222,ICE,0.0,0.0,0,,10739
10740.0,A6 quattro,Audi,2011,4500.0,7459.0,a6,4.2,8.0,Automatic (S6),19,0.0,0.0,24,16,20.1,32.2,ICE,0.0,0.0,0,,10740
10741.0,A6 quattro,Audi,2011,4500.0,7459.0,a6,3.0,6.0,Automatic (S6),21,0.0,0.0,26,18,21.8,34.8,ICE,0.0,0.0,0,,10741
10742.0,A6 Avant quattro,Audi,2011,4500.0,7459.0,a6,3.0,6.0,Automatic (S6),21,0.0,0.0,26,18,21.8,34.8,ICE,0.0,0.0,0,,10742
10743.0,A6,Audi,2011,4250.0,7458.0,a6,3.2,6.0,Automatic (variable gear ratios),24,0.0,0.0,30,21,25.1,40.8,ICE,0.0,0.0,0,,10743
10744.0,S6,Audi,2011,4750.0,7467.0,s6,5.2,10.0,Automatic (S6),16,0.0,0.0,21,14,17.2,26.7,ICE,0.0,0.0,0,,10744
10745.0,Fusion FWD,Ford,2011,3625.0,7664.0,fusion,2.5,4.0,Automatic (S6),24,0.0,0.0,29,22,27.3967,41.994,ICE,0.0,0.0,0,,10745
10746.0,Fusion FWD,Ford,2011,3625.0,7664.0,fusion,2.5,4.0,Automatic 6-spd,26,0.0,0.0,32,23,29.0,46.3,ICE,0.0,0.0,0,,10746
10747.0,Fusion FWD,Ford,2011,3625.0,7664.0,fusion,2.5,4.0,Manual 6-spd,24,0.0,0.0,28,22,27.8,40.2,ICE,0.0,0.0,0,,10747
10748.0,Fusion AWD,Ford,2011,3625.0,7664.0,fusion,3.5,6.0,Automatic (S6),19,0.0,0.0,24,17,20.6981,33.5,ICE,0.0,0.0,0,,10748
10749.0,Fusion FWD,Ford,2011,3625.0,7664.0,fusion,3.5,6.0,Automatic (S6),21,0.0,0.0,26,18,22.4,37.4,ICE,0.0,0.0,0,,10749
10750.0,Fusion S FWD,Ford,2011,3625.0,7664.0,fusion,2.5,4.0,Manual 6-spd,25,0.0,0.0,31,22,27.5,44.4,ICE,0.0,0.0,0,,10750
10751.0,Fusion AWD FFV,Ford,2011,3625.0,7664.0,fusion,3.0,6.0,Automatic (S6),20,0.0,0.0,25,18,21.9472,35.6814,ICE,0.0,0.0,0,,10751
10752.0,Fusion Hybrid FWD,Ford,2011,3625.0,7664.0,fusion,2.5,4.0,Automatic (variable gear ratios),38,0.0,0.0,35,41,56.5,51.6,HEV,0.0,0.0,0,,10752
10753.0,Fusion FWD FFV,Ford,2011,3625.0,7664.0,fusion,3.0,6.0,Automatic (S6),23,0.0,0.0,28,20,24.7,39.7,ICE,0.0,0.0,0,,10753
10754.0,Milan FWD,Mercury,2011,4000.0,7797.0,milan,2.5,4.0,Automatic 6-spd,26,0.0,0.0,32,23,29.0,46.3,ICE,0.0,0.0,0,,10754
10755.0,Milan FWD,Mercury,2011,4000.0,7797.0,milan,2.5,4.0,Manual 6-spd,24,0.0,0.0,28,22,27.8,40.2,ICE,0.0,0.0,0,,10755
10756.0,Milan Hybrid FWD,Mercury,2011,4000.0,7797.0,milan,2.5,4.0,Automatic (variable gear ratios),38,0.0,0.0,35,41,56.5,51.6,HEV,0.0,0.0,0,,10756
10757.0,Milan AWD FFV,Mercury,2011,4000.0,7797.0,milan,3.0,6.0,Automatic (S6),20,0.0,0.0,25,18,21.9472,35.6814,ICE,0.0,0.0,0,,10757
10758.0,Milan S FWD,Mercury,2011,4000.0,7797.0,milan,2.5,4.0,Manual 6-spd,25,0.0,0.0,31,22,27.5,44.4,ICE,0.0,0.0,0,,10758
10759.0,Milan FWD FFV,Mercury,2011,4000.0,7797.0,milan,3.0,6.0,Automatic (S6),23,0.0,0.0,28,20,24.7,39.7,ICE,0.0,0.0,0,,10759
10760.0,MKZ Hybrid FWD,Lincoln,2011,3750.0,7669.0,mkz,2.5,4.0,Automatic (variable gear ratios),38,0.0,0.0,35,41,56.5,51.6,HEV,0.0,0.0,0,,10760
10761.0,Ranger 2WD,Ford,2011,3750.0,7669.0,ranger,2.3,4.0,Automatic 5-spd,20,0.0,0.0,23,19,23.2925,32.8497,ICE,0.0,0.0,0,,10761
10762.0,Ranger 2WD,Ford,2011,3750.0,7669.0,ranger,2.3,4.0,Manual 5-spd,24,0.0,0.0,27,22,27.4,37.7,ICE,0.0,0.0,0,,10762
10763.0,Ranger 2WD,Ford,2011,3750.0,7669.0,ranger,4.0,6.0,Automatic 5-spd,17,0.0,0.0,20,15,18.8,27.2,ICE,0.0,0.0,0,,10763
10764.0,Ranger 2WD,Ford,2011,3750.0,7669.0,ranger,4.0,6.0,Manual 5-spd,18,0.0,0.0,21,16,19.4856,28.4153,ICE,0.0,0.0,0,,10764
10765.0,Ranger 4WD,Ford,2011,3750.0,7669.0,ranger,4.0,6.0,Automatic 5-spd,16,0.0,0.0,18,15,17.9171,24.5903,ICE,0.0,0.0,0,,10765
10766.0,Ranger 4WD,Ford,2011,3750.0,7669.0,ranger,4.0,6.0,Manual 5-spd,17,0.0,0.0,19,15,18.5177,26.2,ICE,0.0,0.0,0,,10766
10767.0,LaCrosse,Buick,2011,4250.0,7534.0,lacrosse,2.4,4.0,Automatic (S6),23,0.0,0.0,29,19,23.9,42.0,ICE,0.0,0.0,0,,10767
10768.0,LaCrosse,Buick,2011,4250.0,7534.0,lacrosse,3.6,6.0,Automatic (S6),20,0.0,0.0,27,17,21.0527,37.4874,ICE,0.0,0.0,0,,10768
10769.0,CTS,Cadillac,2011,4321.428571428572,7542.0,cts,3.6,6.0,Automatic (S6),21,0.0,0.0,27,18,22.9,40.1,ICE,0.0,0.0,0,,10769
10770.0,CTS,Cadillac,2011,4321.428571428572,7542.0,cts,6.2,8.0,Automatic (S6),14,0.0,0.0,18,12,14.3707,25.1835,ICE,0.0,0.0,0,,10770
10771.0,CTS,Cadillac,2011,4321.428571428572,7542.0,cts,6.2,8.0,Manual 6-spd,16,0.0,0.0,19,14,17.5,26.3,ICE,0.0,0.0,0,,10771
10772.0,CTS,Cadillac,2011,4321.428571428572,7542.0,cts,3.6,6.0,Manual 6-spd,19,0.0,0.0,25,16,19.8,36.1,ICE,0.0,0.0,0,,10772
10773.0,CTS,Cadillac,2011,4321.428571428572,7542.0,cts,3.0,6.0,Automatic (S6),21,0.0,0.0,27,18,23.1,38.3,ICE,0.0,0.0,0,,10773
10774.0,CTS,Cadillac,2011,4321.428571428572,7542.0,cts,3.0,6.0,Manual 6-spd,19,0.0,0.0,26,16,19.9,36.0,ICE,0.0,0.0,0,,10774
10775.0,STS,Cadillac,2011,3843.75,7451.0,sts,3.6,6.0,Automatic (S6),21,0.0,0.0,27,18,22.9,40.1,ICE,0.0,0.0,0,,10775
10776.0,TSX,Acura,2011,3843.75,7451.0,tsx,2.4,4.0,Manual 6-spd,24,0.0,0.0,29,21,26.5,40.9,ICE,0.0,0.0,0,HNX,10776
10777.0,TSX,Acura,2011,3843.75,7451.0,tsx,2.4,4.0,Automatic (S5),25,0.0,0.0,31,22,28.1,44.3,ICE,0.0,0.0,0,HNX,10777
10778.0,TSX,Acura,2011,3843.75,7451.0,tsx,3.5,6.0,Automatic (S5),22,0.0,0.0,28,19,24.5,39.5,ICE,0.0,0.0,0,HNX,10778
10779.0,Malibu,Chevrolet,2011,3770.8333333333335,7586.0,malibu,2.4,4.0,Automatic (S6),26,0.0,0.0,32,22,27.8,46.8,ICE,0.0,0.0,0,,10779
10780.0,Malibu,Chevrolet,2011,3770.8333333333335,7586.0,malibu,3.6,6.0,Automatic (S6),20,0.0,0.0,25,17,21.0858,35.7384,ICE,0.0,0.0,0,,10780
10781.0,LaCrosse AWD,Buick,2011,4500.0,7535.0,lacrosse,3.6,6.0,Automatic (S6),20,0.0,0.0,26,16,20.5,36.1,ICE,0.0,0.0,0,,10781
10782.0,CTS AWD,Cadillac,2011,4500.0,7543.0,cts,3.6,6.0,Automatic (S6),21,0.0,0.0,26,18,22.3,37.3,ICE,0.0,0.0,0,,10782
10783.0,STS AWD,Cadillac,2011,4500.0,7543.0,sts,3.6,6.0,Automatic (S6),21,0.0,0.0,26,18,22.3,37.3,ICE,0.0,0.0,0,,10783
10784.0,CTS AWD,Cadillac,2011,4500.0,7543.0,cts,3.0,6.0,Automatic (S6),21,0.0,0.0,26,18,22.0,36.2,ICE,0.0,0.0,0,,10784
10785.0,E550,Mercedes-Benz,2011,4500.0,7851.0,e-class,5.5,8.0,Automatic 7-spd,18,0.0,0.0,23,15,18.6458,32.2516,ICE,0.0,0.0,0,,10785
10786.0,E350 4matic,Mercedes-Benz,2011,4500.0,7848.0,e-class,3.5,6.0,Automatic 7-spd,19,0.0,0.0,24,17,20.6,33.2,ICE,0.0,0.0,0,,10786
10787.0,E550 4matic,Mercedes-Benz,2011,4750.0,7854.0,e-class,5.5,8.0,Automatic 7-spd,18,0.0,0.0,23,15,18.5,31.5,ICE,0.0,0.0,0,,10787
10788.0,E63 AMG,Mercedes-Benz,2011,4500.0,7855.0,e-class,6.2,8.0,Automatic 7-spd,15,0.0,0.0,20,13,15.7657,27.0993,ICE,0.0,0.0,0,,10788
10789.0,Versa,Nissan,2011,4750.0,7721.0,versa,1.8,4.0,Automatic (variable gear ratios),30,0.0,0.0,33,28,36.2681,48.1316,ICE,0.0,0.0,0,,10789
10790.0,Versa,Nissan,2011,4750.0,7721.0,versa,1.8,4.0,Automatic 4-spd,27,0.0,0.0,31,24,30.8,44.9,ICE,0.0,0.0,0,,10790
10791.0,Versa,Nissan,2011,4750.0,7721.0,versa,1.8,4.0,Manual 6-spd,28,0.0,0.0,31,26,33.1,44.2,ICE,0.0,0.0,0,,10791
10792.0,Versa,Nissan,2011,4750.0,7721.0,versa,1.6,4.0,Automatic 4-spd,28,0.0,0.0,32,25,32.7,46.5,ICE,0.0,0.0,0,,10792
10793.0,Versa,Nissan,2011,4750.0,7721.0,versa,1.6,4.0,Manual 5-spd,28,0.0,0.0,33,26,33.1,47.3,ICE,0.0,0.0,0,,10793
10794.0,Veracruz 2WD,Hyundai,2011,4750.0,7721.0,veracruz,3.8,6.0,Automatic 6-spd,19,0.0,0.0,22,17,20.6,32.5,ICE,0.0,0.0,0,,10794
10795.0,Veracruz 4WD,Hyundai,2011,4750.0,7721.0,veracruz,3.8,6.0,Automatic 6-spd,18,0.0,0.0,21,16,19.8,31.1,ICE,0.0,0.0,0,,10795
10796.0,Speed 3,Mazda,2011,3625.0,7815.0,speed 3,2.3,4.0,Manual 6-spd,21,0.0,0.0,25,18,22.8,34.7,ICE,0.0,0.0,0,,10796
10797.0,S80 FWD,Volvo,2011,4000.0,8047.0,s80,3.2,6.0,Automatic (S6),22,0.0,0.0,26,19,23.6585,37.3778,ICE,0.0,0.0,0,,10797
10798.0,S80 AWD,Volvo,2011,4000.0,8047.0,s80,3.0,6.0,Automatic (S6),21,0.0,0.0,26,18,23.2,35.8,ICE,0.0,0.0,0,,10798
10799.0,Lucerne,Buick,2011,4250.0,7536.0,lucerne,3.9,6.0,Automatic 4-spd,21,0.0,0.0,26,17,21.7,37.3,ICE,0.0,0.0,0,,10799
10800.0,Lucerne,Buick,2011,4250.0,7536.0,lucerne,4.6,8.0,Automatic 4-spd,18,0.0,0.0,23,15,19.0,31.7,ICE,0.0,0.0,0,,10800
10801.0,Impala,Chevrolet,2011,3937.5,7582.0,impala,3.9,6.0,Automatic 4-spd,21,0.0,0.0,26,17,21.7,37.3,ICE,0.0,0.0,0,,10801
10802.0,Impala,Chevrolet,2011,3937.5,7582.0,impala,3.5,6.0,Automatic 4-spd,23,0.0,0.0,29,19,24.1,41.2,ICE,0.0,0.0,0,,10802
10803.0,DTS,Cadillac,2011,4250.0,7545.0,dts,4.6,8.0,Automatic 4-spd,18,0.0,0.0,23,15,19.0,31.7,ICE,0.0,0.0,0,,10803
10804.0,Limousine,Cadillac,2011,5250.0,7550.0,limousine,4.6,8.0,Automatic 4-spd,14,0.0,0.0,18,12,15.0083,24.4112,ICE,0.0,0.0,0,,10804
10805.0,Funeral Coach / Hearse,Cadillac,2011,6000.0,7549.0,funeral coach/hearse,4.6,8.0,Automatic 4-spd,14,0.0,0.0,17,12,14.9035,22.7071,ICE,0.0,0.0,0,,10805
10806.0,Genesis,Hyundai,2011,4250.0,7714.0,genesis,3.8,6.0,Automatic 6-spd,21,0.0,0.0,27,18,22.9,38.3,ICE,0.0,0.0,0,,10806
10807.0,Genesis,Hyundai,2011,4250.0,7714.0,genesis,4.6,8.0,Automatic 6-spd,20,0.0,0.0,24,17,20.9,34.4,ICE,0.0,0.0,0,,10807
10808.0,S550,Mercedes-Benz,2011,4750.0,7875.0,s-class,5.5,8.0,Automatic 7-spd,18,0.0,0.0,23,15,18.8,32.0,ICE,0.0,0.0,0,,10808
10809.0,S550 4matic,Mercedes-Benz,2011,5000.0,7876.0,s-class,5.5,8.0,Automatic 7-spd,17,0.0,0.0,21,14,17.5,29.8,ICE,0.0,0.0,0,,10809
10810.0,Panamera,Porsche,2011,4375.0,7965.0,panamera,3.6,6.0,Automatic 7-spd,21,0.0,0.0,26,18,22.6,37.3,ICE,0.0,0.0,0,,10810
10811.0,Panamera S,Porsche,2011,4500.0,7966.0,panamera,4.8,8.0,Automatic 7-spd,19,0.0,0.0,24,16,20.2489,33.2302,ICE,0.0,0.0,0,,10811
10812.0,Panamera 4S,Porsche,2011,4500.0,7966.0,panamera,4.8,8.0,Automatic 7-spd,19,0.0,0.0,24,16,20.2489,33.2302,ICE,0.0,0.0,0,,10812
10813.0,Panamera 4,Porsche,2011,4500.0,7966.0,panamera,3.6,6.0,Automatic 7-spd,21,0.0,0.0,26,18,22.2135,36.544,ICE,0.0,0.0,0,,10813
10814.0,Panamera Turbo,Porsche,2011,4750.0,7967.0,panamera,4.8,8.0,Automatic 7-spd,18,0.0,0.0,23,15,18.5447,31.9791,ICE,0.0,0.0,0,,10814
10815.0,A3,Audi,2011,3583.3333333333335,7453.0,a3,2.0,4.0,Manual 6-spd,24,0.0,0.0,30,21,25.2896,40.4108,ICE,0.0,0.0,0,,10815
10816.0,A3,Audi,2011,3583.3333333333335,7453.0,a3,2.0,4.0,Automatic (S6),24,0.0,0.0,28,22,27.0555,38.8824,ICE,0.0,0.0,0,,10816
10817.0,RDX 2WD,Acura,2011,4750.0,7551.0,rdx,2.3,4.0,Automatic (S5),21,0.0,0.0,24,19,23.6,34.4,ICE,0.0,0.0,0,,10817
10818.0,SRX 2WD,Cadillac,2011,4750.0,7551.0,srx,3.0,6.0,Automatic (S6),20,0.0,0.0,24,18,22.1,34.4,ICE,0.0,0.0,0,,10818
10819.0,Soul,Kia,2011,3125.0,7760.0,soul,1.6,4.0,Automatic 4-spd,27,0.0,0.0,30,25,32.9,43.5,ICE,0.0,0.0,0,,10819
10820.0,Soul,Kia,2011,3125.0,7760.0,soul,1.6,4.0,Manual 5-spd,28,0.0,0.0,31,26,34.0,44.2,ICE,0.0,0.0,0,,10820
10821.0,Soul,Kia,2011,3125.0,7760.0,soul,2.0,4.0,Automatic 4-spd,26,0.0,0.0,29,24,30.9,41.8,ICE,0.0,0.0,0,,10821
10822.0,Soul,Kia,2011,3125.0,7760.0,soul,2.0,4.0,Manual 5-spd,26,0.0,0.0,30,24,30.6,42.8,ICE,0.0,0.0,0,,10822
10823.0,Lancer Sportback,Mitsubishi,2011,3486.1111111111113,7825.0,lancer,2.0,4.0,Manual 5-spd,27,0.0,0.0,32,24,30.4627,45.5252,ICE,0.0,0.0,0,,10823
10824.0,Lancer Sportback,Mitsubishi,2011,3486.1111111111113,7825.0,lancer,2.4,4.0,Manual 5-spd,25,0.0,0.0,30,22,28.1699,43.0093,ICE,0.0,0.0,0,,10824
10825.0,Lancer Sportback,Mitsubishi,2011,3486.1111111111113,7825.0,lancer,2.0,4.0,Automatic (AM6),20,0.0,0.0,25,18,21.9,34.9,ICE,0.0,0.0,0,,10825
10826.0,Lancer Sportback,Mitsubishi,2011,3486.1111111111113,7825.0,lancer,2.0,4.0,Automatic (AV-S6),27,0.0,0.0,31,24,31.4426,44.6501,ICE,0.0,0.0,0,,10826
10827.0,Lancer Sportback,Mitsubishi,2011,3486.1111111111113,7825.0,lancer,2.4,4.0,Automatic (AV-S6),25,0.0,0.0,29,23,28.7626,40.6721,ICE,0.0,0.0,0,,10827
10828.0,V50 FWD,Volvo,2011,5500.0,7774.0,v50,2.5,5.0,Automatic (S5),24,0.0,0.0,30,21,25.8,41.8,ICE,0.0,0.0,0,,10828
10829.0,GX 460,Lexus,2011,5500.0,7774.0,gx,4.6,8.0,Automatic (S6),17,0.0,0.0,20,15,18.6,28.3,ICE,0.0,0.0,0,,10829
10830.0,Jetta SportWagen,Volkswagen,2011,3750.0,8029.0,jetta,2.5,5.0,Automatic (S6),27,0.0,0.0,31,24,28.0812,42.4888,ICE,0.0,0.0,0,,10830
10831.0,Jetta SportWagen,Volkswagen,2011,3750.0,8029.0,jetta,2.5,5.0,Manual 5-spd,26,0.0,0.0,33,23,26.3068,44.5159,ICE,0.0,0.0,0,,10831
10832.0,Jetta SportWagen,Volkswagen,2011,3750.0,8029.0,jetta,2.0,4.0,Automatic (S6),32,0.0,0.0,37,29,37.6,56.2,ICE,0.0,0.0,0,,10832
10833.0,Jetta SportWagen,Volkswagen,2011,3750.0,8029.0,jetta,2.0,4.0,Manual 6-spd,32,0.0,0.0,39,29,38.7215,59.5361,ICE,0.0,0.0,0,,10833
10834.0,Rondo,Kia,2011,3875.0,7757.0,rondo,2.4,4.0,Automatic 4-spd,22,0.0,0.0,26,20,24.7,37.1,ICE,0.0,0.0,0,,10834
10835.0,Rondo,Kia,2011,3875.0,7757.0,rondo,2.7,6.0,Automatic 5-spd,21,0.0,0.0,25,18,22.8,35.9,ICE,0.0,0.0,0,,10835
10836.0,E350 4matic (wagon),Mercedes-Benz,2011,7000.0,7970.0,e-class,3.5,6.0,Automatic 7-spd,19,0.0,0.0,23,16,20.4,32.2,ICE,0.0,0.0,0,,10836
10837.0,Tacoma 2WD,Toyota,2011,3833.3333333333335,8019.0,tacoma,2.7,4.0,Automatic 4-spd,21,0.0,0.0,25,19,24.2054,35.82,ICE,0.0,0.0,0,,10837
10838.0,Tacoma 2WD,Toyota,2011,3833.3333333333335,8019.0,tacoma,2.7,4.0,Manual 5-spd,22,0.0,0.0,25,21,26.4857,36.3767,ICE,0.0,0.0,0,,10838
10839.0,Tacoma 2WD,Toyota,2011,3833.3333333333335,8019.0,tacoma,4.0,6.0,Automatic 5-spd,18,0.0,0.0,21,17,20.7,29.2,ICE,0.0,0.0,0,,10839
10840.0,Tacoma 2WD,Toyota,2011,3833.3333333333335,8019.0,tacoma,4.0,6.0,Manual 6-spd,17,0.0,0.0,19,15,18.7,26.9,ICE,0.0,0.0,0,,10840
10841.0,Tacoma 4WD,Toyota,2011,4166.666666666667,8020.0,tacoma,2.7,4.0,Automatic 4-spd,19,0.0,0.0,21,18,22.8462,31.6473,ICE,0.0,0.0,0,,10841
10842.0,Tacoma 4WD,Toyota,2011,4166.666666666667,8020.0,tacoma,2.7,4.0,Manual 5-spd,19,0.0,0.0,20,18,22.8,30.2,ICE,0.0,0.0,0,,10842
10843.0,Tacoma 4WD,Toyota,2011,4166.666666666667,8020.0,tacoma,4.0,6.0,Automatic 5-spd,18,0.0,0.0,20,16,19.6,28.3,ICE,0.0,0.0,0,,10843
10844.0,Tacoma 4WD,Toyota,2011,4166.666666666667,8020.0,tacoma,4.0,6.0,Manual 6-spd,16,0.0,0.0,18,14,17.4,24.4,ICE,0.0,0.0,0,,10844
10845.0,Dakota Pickup 2WD,Dodge,2011,4750.0,7601.0,dakota pickup,3.7,6.0,Automatic 4-spd,17,0.0,0.0,20,15,18.1,28.1,ICE,0.0,0.0,0,,10845
10846.0,Dakota Pickup 2WD,Dodge,2011,4750.0,7601.0,dakota pickup,4.7,8.0,Automatic 5-spd,16,0.0,0.0,19,14,17.3,25.7,ICE,0.0,0.0,0,,10846
10847.0,Ram 1500 Pickup 2WD,Dodge,2011,5333.333333333333,7609.0,ram 1500 pickup,3.7,6.0,Automatic 4-spd,16,0.0,0.0,20,14,17.7,27.8,ICE,0.0,0.0,0,,10847
10848.0,Ram 1500 Pickup 2WD,Dodge,2011,5333.333333333333,7609.0,ram 1500 pickup,4.7,8.0,Automatic 5-spd,15,0.0,0.0,19,14,16.7,25.6,ICE,0.0,0.0,0,,10848
10849.0,Ram 1500 Pickup 2WD,Dodge,2011,5333.333333333333,7609.0,ram 1500 pickup,5.7,8.0,Automatic 5-spd,16,0.0,0.0,20,14,17.0,27.2,ICE,0.0,0.0,0,,10849
10850.0,Sierra 15 Hybrid 2WD,GMC,2011,7000.0,7676.0,sierra,6.0,8.0,Automatic (variable gear ratios),21,0.0,0.0,23,20,25.8,32.8,HEV,0.0,0.0,0,,10850
10851.0,Yukon XL 2500 2WD,GMC,2011,7000.0,7676.0,yukon,6.0,8.0,Automatic 6-spd,12,0.0,0.0,16,10,12.7,21.7,ICE,0.0,0.0,0,,10851
10852.0,Yukon XL 2500 4WD,GMC,2011,7000.0,7676.0,yukon,6.0,8.0,Automatic 6-spd,12,0.0,0.0,16,10,12.6,21.2,ICE,0.0,0.0,0,,10852
10853.0,Dakota Pickup 4WD,Dodge,2011,4750.0,7602.0,dakota pickup,3.7,6.0,Automatic 4-spd,15,0.0,0.0,18,14,16.8,24.4,ICE,0.0,0.0,0,,10853
10854.0,Dakota Pickup 4WD,Dodge,2011,4750.0,7602.0,dakota pickup,4.7,8.0,Automatic 5-spd,15,0.0,0.0,19,14,16.7,25.6,ICE,0.0,0.0,0,,10854
10855.0,Ram 1500 Pickup 4WD,Dodge,2011,5750.0,7610.0,ram 1500 pickup,4.7,8.0,Automatic 5-spd,15,0.0,0.0,18,13,16.0,24.6,ICE,0.0,0.0,0,,10855
10856.0,Ram 1500 Pickup 4WD,Dodge,2011,5750.0,7610.0,ram 1500 pickup,5.7,8.0,Automatic 5-spd,15,0.0,0.0,19,13,16.5,25.6,ICE,0.0,0.0,0,,10856
10857.0,Sierra 15 Hybrid 4WD,GMC,2011,4250.0,7677.0,sierra,6.0,8.0,Automatic (variable gear ratios),21,0.0,0.0,23,20,25.7,32.5,HEV,0.0,0.0,0,,10857
10858.0,Accord Crosstour 2WD,Honda,2011,4250.0,7677.0,crosstour,3.5,6.0,Automatic 5-spd,21,0.0,0.0,27,18,22.7,38.3,ICE,0.0,0.0,0,,10858
10859.0,Ridgeline Truck 4WD,Honda,2011,4250.0,7625.0,ridgeline,3.5,6.0,Automatic 5-spd,17,0.0,0.0,20,15,18.6,28.2,ICE,0.0,0.0,0,,10859
10860.0,Express 1500 AWD Cargo,Chevrolet,2011,5500.0,7578.0,express cargo,5.3,8.0,Automatic 4-spd,14,0.0,0.0,17,13,15.629,23.302,ICE,0.0,0.0,0,,10860
10861.0,Express 1500 2WD Passenger,Chevrolet,2011,6000.0,7575.0,express passenger,5.3,8.0,Automatic 4-spd,14,0.0,0.0,17,13,15.6,23.3,ICE,0.0,0.0,0,,10861
10862.0,Express 3500 2WD Passenger,Chevrolet,2011,6000.0,7575.0,express passenger,6.0,8.0,Automatic 6-spd,12,0.0,0.0,16,11,12.8375,21.6285,ICE,0.0,0.0,0,,10862
10863.0,Express 1500 AWD Passenger,Chevrolet,2011,6000.0,7579.0,express passenger,5.3,8.0,Automatic 4-spd,14,0.0,0.0,17,13,15.8,22.9,ICE,0.0,0.0,0,,10863
10864.0,Nitro 2WD,Dodge,2011,4416.666666666667,7606.0,nitro,3.7,6.0,Automatic 4-spd,18,0.0,0.0,22,16,19.8,30.4,ICE,0.0,0.0,0,,10864
10865.0,Nitro 2WD,Dodge,2011,4416.666666666667,7606.0,nitro,4.0,6.0,Automatic 5-spd,18,0.0,0.0,21,16,19.6,29.4,ICE,0.0,0.0,0,,10865
10866.0,Nitro 4WD,Dodge,2011,4416.666666666667,7606.0,nitro,3.7,6.0,Automatic 4-spd,17,0.0,0.0,21,15,18.7,28.5,ICE,0.0,0.0,0,,10866
10867.0,Nitro 4WD,Dodge,2011,4416.666666666667,7606.0,nitro,4.0,6.0,Automatic 5-spd,17,0.0,0.0,21,16,19.3,28.5,ICE,0.0,0.0,0,,10867
10868.0,Endeavor 2WD,Mitsubishi,2011,4375.0,7820.0,endeavor,3.8,6.0,Automatic (S4),18,0.0,0.0,21,15,19.1025,29.8075,ICE,0.0,0.0,0,,10868
10869.0,Edge FWD,Ford,2011,4375.0,7639.0,edge,3.5,6.0,Automatic 6-spd,21,0.0,0.0,26,19,23.4,36.6,ICE,0.0,0.0,0,,10869
