level_0,Model,Make,Year,AdjWeight,match_index,baseModel,displ,cylinders,trany,comb08,combinedUF,combE,highway08,city08,UCity,UHighway,atvType,rangeHwyA,RangeHwy,Range,MFRCode,VehicleID
2438.0,TT Coupe,Audi,2003,3250.0,8089.0,tt coupe,1.8,4.0,Automatic (S6),21,0.0,0.0,27,18,23.0,37.5,ICE,0.0,0.0,0,,2438
2439.0,TT Coupe quattro,Audi,2003,3625.0,8090.0,tt coupe,1.8,4.0,Manual 6-spd,21,0.0,0.0,26,18,22.2125,36.5387,ICE,0.0,0.0,0,,2439
2440.0,325ci Convertible,BMW,2003,3593.75,8095.0,3 series,2.5,6.0,Automatic (S5),20,0.0,0.0,24,17,21.5,33.3,ICE,0.0,0.0,0,,2440
2441.0,325ci Convertible,BMW,2003,3593.75,8095.0,3 series,2.5,6.0,Manual 5-spd,19,0.0,0.0,24,17,20.8503,34.0228,ICE,0.0,0.0,0,,2441
2442.0,325ci,BMW,2003,3593.75,8095.0,3 series,2.5,6.0,Automatic (S5),21,0.0,0.0,26,18,22.1909,35.8408,ICE,0.0,0.0,0,,2442
2443.0,325ci,BMW,2003,3593.75,8095.0,3 series,2.5,6.0,Manual 5-spd,21,0.0,0.0,27,18,22.5982,37.6426,ICE,0.0,0.0,0,,2443
2444.0,325i,BMW,2003,3593.75,8095.0,3 series,2.5,6.0,Automatic (S5),21,0.0,0.0,26,18,22.1909,35.8408,ICE,0.0,0.0,0,,2444
2445.0,325i,BMW,2003,3593.75,8095.0,3 series,2.5,6.0,Manual 5-spd,21,0.0,0.0,27,18,22.5982,37.6426,ICE,0.0,0.0,0,,2445
2446.0,325xi,BMW,2003,3593.75,8095.0,3 series,2.5,6.0,Automatic (S5),20,0.0,0.0,24,17,21.4,33.4,ICE,0.0,0.0,0,,2446
2447.0,325xi,BMW,2003,3593.75,8095.0,3 series,2.5,6.0,Manual 5-spd,20,0.0,0.0,25,17,21.6,34.7,ICE,0.0,0.0,0,,2447
2448.0,525i,BMW,2003,3593.75,8095.0,5 series,2.5,6.0,Automatic (S5),21,0.0,0.0,26,18,22.1909,35.8408,ICE,0.0,0.0,0,,2448
2449.0,525i,BMW,2003,3593.75,8095.0,5 series,2.5,6.0,Manual 5-spd,21,0.0,0.0,27,18,22.5982,37.6426,ICE,0.0,0.0,0,,2449
2450.0,330ci Convertible,BMW,2003,3625.0,8096.0,3 series,3.0,6.0,Automatic (S5),20,0.0,0.0,25,17,20.8,34.5,ICE,0.0,0.0,0,,2450
2451.0,330ci Convertible,BMW,2003,3625.0,8096.0,3 series,3.0,6.0,Manual 5-spd,20,0.0,0.0,26,17,21.9,35.8,ICE,0.0,0.0,0,,2451
2452.0,330ci,BMW,2003,3625.0,8096.0,3 series,3.0,6.0,Automatic (S5),20,0.0,0.0,25,18,22.0901,35.3914,ICE,0.0,0.0,0,,2452
2453.0,330ci,BMW,2003,3625.0,8096.0,3 series,3.0,6.0,Manual 5-spd,22,0.0,0.0,27,18,23.1,38.1,ICE,0.0,0.0,0,,2453
2454.0,330i,BMW,2003,3625.0,8096.0,3 series,3.0,6.0,Automatic (S5),20,0.0,0.0,25,18,22.0901,35.3914,ICE,0.0,0.0,0,,2454
2455.0,330i,BMW,2003,3625.0,8096.0,3 series,3.0,6.0,Manual 5-spd,22,0.0,0.0,27,18,23.1,38.1,ICE,0.0,0.0,0,,2455
2456.0,330i,BMW,2003,3625.0,8096.0,3 series,3.0,6.0,Manual 6-spd,21,0.0,0.0,27,18,21.9766,38.2804,ICE,0.0,0.0,0,,2456
2457.0,M3 Convertible,BMW,2003,4000.0,8104.0,m,3.2,6.0,Manual 6-spd,17,0.0,0.0,21,14,17.5,29.5431,ICE,0.0,0.0,0,,2457
2458.0,M3 Convertible,BMW,2003,4000.0,8104.0,m,3.2,6.0,Automatic (S6),16,0.0,0.0,20,14,17.7191,28.1243,ICE,0.0,0.0,0,,2458
2459.0,XK8 Convertible,Jaguar,2003,4000.0,8104.0,xk8,4.2,8.0,Automatic 6-spd,19,0.0,0.0,24,16,19.598,33.0439,ICE,0.0,0.0,0,,2459
2460.0,9-3 Convertible,Saab,2003,4000.0,8104.0,9-3,2.0,4.0,Automatic 4-spd,21,0.0,0.0,27,18,23.1993,37.5651,ICE,0.0,0.0,0,,2460
2461.0,9-3 Convertible,Saab,2003,4000.0,8104.0,9-3,2.0,4.0,Manual 5-spd,23,0.0,0.0,29,20,24.9007,41.2425,ICE,0.0,0.0,0,,2461
2462.0,XKR Convertible,Jaguar,2003,4250.0,8261.0,xkr,4.2,8.0,Automatic 6-spd,17,0.0,0.0,21,14,17.5722,29.1733,ICE,0.0,0.0,0,,2462
2463.0,S-Type 3.0 Litre,Jaguar,2003,4250.0,8261.0,s-type,3.0,6.0,Automatic 6-spd,19,0.0,0.0,24,16,20.1995,33.4997,ICE,0.0,0.0,0,,2463
2464.0,S-Type 3.0 Litre,Jaguar,2003,4250.0,8261.0,s-type,3.0,6.0,Manual 5-spd,19,0.0,0.0,24,16,19.9786,33.182,ICE,0.0,0.0,0,,2464
2465.0,S-Type 4.2 Litre,Jaguar,2003,4250.0,8261.0,s-type,4.2,8.0,Automatic 6-spd,18,0.0,0.0,24,15,18.9253,32.9328,ICE,0.0,0.0,0,,2465
2466.0,SC 300/SC 430,Lexus,2003,4250.0,8394.0,sc,4.3,8.0,Automatic 5-spd,18,0.0,0.0,22,16,19.4718,29.9479,ICE,0.0,0.0,0,,2466
2467.0,Eclipse Spyder,Mitsubishi,2003,3477.9411764705883,8326.0,eclipse,2.4,4.0,Manual 5-spd,23,0.0,0.0,28,20,25.5229,39.2073,ICE,0.0,0.0,0,,2467
2468.0,Eclipse Spyder,Mitsubishi,2003,3477.9411764705883,8326.0,eclipse,2.4,4.0,Automatic (S4),20,0.0,0.0,24,18,22.6224,33.8775,ICE,0.0,0.0,0,,2468
2469.0,Eclipse Spyder,Mitsubishi,2003,3477.9411764705883,8326.0,eclipse,3.0,6.0,Manual 5-spd,21,0.0,0.0,26,18,22.8963,36.6055,ICE,0.0,0.0,0,,2469
2470.0,Eclipse Spyder,Mitsubishi,2003,3477.9411764705883,8326.0,eclipse,3.0,6.0,Automatic (S4),20,0.0,0.0,25,18,22.2915,34.9278,ICE,0.0,0.0,0,,2470
2471.0,Eclipse,Mitsubishi,2003,3477.9411764705883,8326.0,eclipse,2.4,4.0,Automatic 4-spd,21,0.0,0.0,25,19,23.2767,35.2637,ICE,0.0,0.0,0,,2471
2472.0,Eclipse,Mitsubishi,2003,3477.9411764705883,8326.0,eclipse,2.4,4.0,Manual 5-spd,23,0.0,0.0,28,20,25.7389,39.8413,ICE,0.0,0.0,0,,2472
2473.0,Eclipse,Mitsubishi,2003,3477.9411764705883,8326.0,eclipse,2.4,4.0,Automatic (S4),21,0.0,0.0,25,19,23.2784,35.2695,ICE,0.0,0.0,0,,2473
2474.0,Eclipse,Mitsubishi,2003,3477.9411764705883,8326.0,eclipse,3.0,6.0,Manual 5-spd,21,0.0,0.0,26,18,22.9544,36.4,ICE,0.0,0.0,0,,2474
2475.0,Eclipse,Mitsubishi,2003,3477.9411764705883,8326.0,eclipse,3.0,6.0,Automatic (S4),21,0.0,0.0,25,18,22.374,34.8909,ICE,0.0,0.0,0,,2475
2476.0,Carrera 2 Cabriolet,Porsche,2003,3695.3125,8352.0,carrera 2 cabriolet,3.6,6.0,Automatic 5-spd,19,0.0,0.0,24,16,20.135,32.9952,ICE,0.0,0.0,0,,2476
2477.0,Carrera 2 Cabriolet,Porsche,2003,3695.3125,8352.0,carrera 2 cabriolet,3.6,6.0,Manual 6-spd,19,0.0,0.0,24,16,19.9,33.8,ICE,0.0,0.0,0,,2477
2478.0,Carrera 2 Cabriolet Kit,Porsche,2003,3695.3125,8352.0,carrera 2 cabriolet kit,3.6,6.0,Automatic 5-spd,19,0.0,0.0,24,16,20.135,32.9952,ICE,0.0,0.0,0,,2478
2479.0,Carrera 2 Cabriolet Kit,Porsche,2003,3695.3125,8352.0,carrera 2 cabriolet kit,3.6,6.0,Manual 6-spd,19,0.0,0.0,24,16,19.9,33.8,ICE,0.0,0.0,0,,2479
2480.0,Carrera 2 Coupe,Porsche,2003,3695.3125,8352.0,carrera 2 coupe,3.6,6.0,Automatic 5-spd,19,0.0,0.0,24,16,20.1683,32.7973,ICE,0.0,0.0,0,,2480
2481.0,Carrera 2 Coupe,Porsche,2003,3695.3125,8352.0,carrera 2 coupe,3.6,6.0,Manual 6-spd,19,0.0,0.0,24,16,19.6,33.4,ICE,0.0,0.0,0,,2481
2482.0,Carrera 2 Coupe Kit,Porsche,2003,3695.3125,8352.0,carrera 2 coupe kit,3.6,6.0,Automatic 5-spd,19,0.0,0.0,24,16,20.1683,32.7973,ICE,0.0,0.0,0,,2482
2483.0,Carrera 2 Coupe Kit,Porsche,2003,3695.3125,8352.0,carrera 2 coupe kit,3.6,6.0,Manual 6-spd,19,0.0,0.0,24,16,19.6,33.4,ICE,0.0,0.0,0,,2483
2484.0,Carrera 4 Cabriolet,Porsche,2003,3695.3125,8352.0,carrera 4 cabriolet,3.6,6.0,Automatic 5-spd,17,0.0,0.0,21,15,18.9277,29.9987,ICE,0.0,0.0,0,,2484
2485.0,Carrera 4 Cabriolet,Porsche,2003,3695.3125,8352.0,carrera 4 cabriolet,3.6,6.0,Manual 6-spd,18,0.0,0.0,22,15,18.7,30.3,ICE,0.0,0.0,0,,2485
2486.0,Carrera 4 Cabriolet Kit,Porsche,2003,3695.3125,8352.0,carrera 4 cabriolet kit,3.6,6.0,Automatic 5-spd,17,0.0,0.0,21,15,18.9277,29.9987,ICE,0.0,0.0,0,,2486
2487.0,Carrera 4 Cabriolet Kit,Porsche,2003,3695.3125,8352.0,carrera 4 cabriolet kit,3.6,6.0,Manual 6-spd,18,0.0,0.0,22,15,18.7,30.3,ICE,0.0,0.0,0,,2487
2488.0,Carrera 4 S,Porsche,2003,3695.3125,8352.0,carrera 4 s,3.6,6.0,Automatic 5-spd,17,0.0,0.0,21,15,18.8276,29.1492,ICE,0.0,0.0,0,,2488
2489.0,Carrera 4 S,Porsche,2003,3695.3125,8352.0,carrera 4 s,3.6,6.0,Manual 6-spd,18,0.0,0.0,22,15,18.9,30.3,ICE,0.0,0.0,0,,2489
2490.0,Carrera 4 S Kit,Porsche,2003,3695.3125,8352.0,carrera 4 s kit,3.6,6.0,Automatic 5-spd,17,0.0,0.0,21,15,18.8276,29.1492,ICE,0.0,0.0,0,,2490
2491.0,Carrera 4 S Kit,Porsche,2003,3695.3125,8352.0,carrera 4 s kit,3.6,6.0,Manual 6-spd,18,0.0,0.0,22,15,18.9,30.3,ICE,0.0,0.0,0,,2491
2492.0,Turbo,Porsche,2003,3291.6666666666665,8252.0,turbo,3.6,6.0,Automatic 5-spd,16,0.0,0.0,21,13,16.3976,28.5492,ICE,0.0,0.0,0,,2492
2493.0,Turbo,Porsche,2003,3291.6666666666665,8252.0,turbo,3.6,6.0,Manual 6-spd,16,0.0,0.0,20,14,16.9,27.9,ICE,0.0,0.0,0,,2493
2494.0,Tiburon,Hyundai,2003,3291.6666666666665,8252.0,tiburon,2.0,4.0,Automatic 4-spd,23,0.0,0.0,27,20,25.726,38.3265,ICE,0.0,0.0,0,,2494
2495.0,Tiburon,Hyundai,2003,3291.6666666666665,8252.0,tiburon,2.0,4.0,Manual 5-spd,23,0.0,0.0,28,20,25.5136,39.6641,ICE,0.0,0.0,0,,2495
2496.0,Tiburon,Hyundai,2003,3291.6666666666665,8252.0,tiburon,2.0,4.0,Manual 6-spd,22,0.0,0.0,27,19,24.1199,37.1596,ICE,0.0,0.0,0,,2496
2497.0,Tiburon,Hyundai,2003,3291.6666666666665,8252.0,tiburon,2.7,6.0,Automatic 4-spd,20,0.0,0.0,24,17,21.7,33.4,ICE,0.0,0.0,0,,2497
2498.0,Tiburon,Hyundai,2003,3291.6666666666665,8252.0,tiburon,2.7,6.0,Manual 5-spd,20,0.0,0.0,24,17,21.4,33.7,ICE,0.0,0.0,0,,2498
2499.0,Tiburon,Hyundai,2003,3291.6666666666665,8252.0,tiburon,2.7,6.0,Manual 6-spd,19,0.0,0.0,24,16,20.3,33.9,ICE,0.0,0.0,0,,2499
2500.0,New Beetle Convertible,Volkswagen,2003,3500.0,8081.0,beetle,2.0,4.0,Manual 5-spd,23,0.0,0.0,28,21,26.3368,39.0489,ICE,0.0,0.0,0,,2500
2501.0,New Beetle Convertible,Volkswagen,2003,3500.0,8081.0,beetle,2.0,4.0,Automatic (S6),22,0.0,0.0,26,19,24.1,37.0,ICE,0.0,0.0,0,,2501
2502.0,New Beetle Convertible,Volkswagen,2003,3500.0,8081.0,beetle,1.8,4.0,Manual 5-spd,24,0.0,0.0,28,21,26.8362,39.8007,ICE,0.0,0.0,0,,2502
2503.0,New Beetle Convertible,Volkswagen,2003,3500.0,8081.0,beetle,1.8,4.0,Automatic (S6),22,0.0,0.0,26,19,23.9,36.9,ICE,0.0,0.0,0,,2503
2504.0,RSX,Acura,2003,3093.75,8245.0,rsx,2.0,4.0,Manual 5-spd,26,0.0,0.0,30,24,30.2,42.8,ICE,0.0,0.0,0,,2504
2505.0,RSX,Acura,2003,3093.75,8245.0,rsx,2.0,4.0,Manual 6-spd,24,0.0,0.0,28,21,27.0,39.9,ICE,0.0,0.0,0,,2505
2506.0,RSX,Acura,2003,3093.75,8245.0,rsx,2.0,4.0,Automatic (S5),25,0.0,0.0,30,21,27.1632,42.2809,ICE,0.0,0.0,0,,2506
2507.0,A4 Cabriolet,Audi,2003,3937.5,8069.0,a4,1.8,4.0,Automatic (variable gear ratios),23,0.0,0.0,28,20,25.5,38.6,ICE,0.0,0.0,0,,2507
2508.0,A4 Cabriolet,Audi,2003,3937.5,8069.0,a4,3.0,6.0,Automatic (variable gear ratios),21,0.0,0.0,25,18,22.758,34.2738,ICE,0.0,0.0,0,,2508
2509.0,Azure,Bentley,2003,2968.75,8360.0,azure,6.8,8.0,Automatic 4-spd,12,0.0,0.0,15,10,12.6,20.4,ICE,0.0,0.0,0,,2509
2510.0,Alero,Oldsmobile,2003,2968.75,8360.0,alero,2.2,4.0,Automatic 4-spd,25,0.0,0.0,30,21,27.1,42.6,ICE,0.0,0.0,0,,2510
2511.0,Alero,Oldsmobile,2003,2968.75,8360.0,alero,2.2,4.0,Manual 5-spd,25,0.0,0.0,30,22,28.6,42.4,ICE,0.0,0.0,0,,2511
2512.0,Alero,Oldsmobile,2003,2968.75,8360.0,alero,3.4,6.0,Automatic 4-spd,21,0.0,0.0,27,18,22.2222,37.1795,ICE,0.0,0.0,0,,2512
2513.0,Aerio,Suzuki,2003,2968.75,8360.0,aerio,2.0,4.0,Automatic 4-spd,25,0.0,0.0,28,22,28.6167,39.5498,ICE,0.0,0.0,0,,2513
2514.0,Aerio,Suzuki,2003,2968.75,8360.0,aerio,2.0,4.0,Manual 5-spd,25,0.0,0.0,29,23,29.1088,41.1118,ICE,0.0,0.0,0,,2514
2515.0,Aerio 4WD,Suzuki,2003,2968.75,8360.0,aerio,2.0,4.0,Automatic 4-spd,23,0.0,0.0,26,21,26.6,36.2,ICE,0.0,0.0,0,,2515
2516.0,M3,BMW,2003,3750.0,8103.0,m,3.2,6.0,Manual 6-spd,17,0.0,0.0,22,15,18.0,30.9,ICE,0.0,0.0,0,,2516
2517.0,M3,BMW,2003,3750.0,8103.0,m,3.2,6.0,Automatic (S6),17,0.0,0.0,21,15,18.3217,29.6138,ICE,0.0,0.0,0,,2517
2518.0,456 MGT/MGA,Ferrari,2003,4650.0,8138.0,456 mgt/mga,5.5,12.0,Automatic 4-spd,11,0.0,0.0,14,9,10.6991,19.1,ICE,0.0,0.0,0,,2518
2519.0,456 MGT/MGA,Ferrari,2003,4650.0,8138.0,456 mgt/mga,5.5,12.0,Manual 6-spd,11,0.0,0.0,15,9,10.9,20.6,ICE,0.0,0.0,0,,2519
2520.0,Escort ZX2,Ford,2003,2875.0,8158.0,escort,2.0,4.0,Automatic 4-spd,25,0.0,0.0,28,23,29.0,39.7,ICE,0.0,0.0,0,,2520
2521.0,Escort ZX2,Ford,2003,2875.0,8158.0,escort,2.0,4.0,Manual 5-spd,25,0.0,0.0,30,23,28.7,42.0,ICE,0.0,0.0,0,,2521
2522.0,Mustang,Ford,2003,3662.5,8177.0,mustang,3.8,6.0,Automatic 4-spd,20,0.0,0.0,25,17,21.2828,34.7716,ICE,0.0,0.0,0,,2522
2523.0,Mustang,Ford,2003,3662.5,8177.0,mustang,3.8,6.0,Manual 5-spd,21,0.0,0.0,27,17,21.8,37.5,ICE,0.0,0.0,0,,2523
2524.0,Mustang,Ford,2003,3662.5,8177.0,mustang,4.6,8.0,Automatic 4-spd,18,0.0,0.0,22,16,20.1853,30.6,ICE,0.0,0.0,0,,2524
2525.0,Mustang,Ford,2003,3662.5,8177.0,mustang,4.6,8.0,Manual 5-spd,19,0.0,0.0,23,16,19.7,32.7,ICE,0.0,0.0,0,,2525
2526.0,Mustang,Ford,2003,3662.5,8177.0,mustang,4.6,8.0,Manual 6-spd,17,0.0,0.0,21,15,18.2,28.6,ICE,0.0,0.0,0,,2526
2527.0,XKR,Jaguar,2003,4250.0,8265.0,xkr,4.2,8.0,Automatic 6-spd,17,0.0,0.0,21,14,17.5722,29.1723,ICE,0.0,0.0,0,,2527
2528.0,XJR,Jaguar,2003,4250.0,8265.0,xjr,4.0,8.0,Automatic 5-spd,16,0.0,0.0,20,14,17.6877,27.6049,ICE,0.0,0.0,0,,2528
2529.0,Coupe Cambiocorsa/Coupe GT,Maserati,2003,4250.0,8279.0,coupe cambiocorsa/coupe gt,4.2,8.0,Manual 6-spd,12,0.0,0.0,15,10,12.8,21.3,ICE,0.0,0.0,0,,2529
2530.0,Coupe Cambiocorsa/Coupe GT,Maserati,2003,4250.0,8279.0,coupe cambiocorsa/coupe gt,4.2,8.0,Automatic (S6),12,0.0,0.0,16,10,12.7263,21.5958,ICE,0.0,0.0,0,,2530
2531.0,CLK320,Mercedes-Benz,2003,3750.0,8288.0,clk-class,3.2,6.0,Automatic 5-spd,20,0.0,0.0,24,17,21.4,34.1,ICE,0.0,0.0,0,,2531
2532.0,C320,Mercedes-Benz,2003,3750.0,8288.0,c-class,3.2,6.0,Automatic 5-spd,20,0.0,0.0,24,18,22.1995,33.7896,ICE,0.0,0.0,0,,2532
2533.0,C320,Mercedes-Benz,2003,3750.0,8288.0,c-class,3.2,6.0,Manual 6-spd,18,0.0,0.0,23,15,18.6788,32.5942,ICE,0.0,0.0,0,,2533
2534.0,CLK320 (Cabriolet),Mercedes-Benz,2003,4000.0,8292.0,clk-class,3.2,6.0,Automatic 5-spd,20,0.0,0.0,25,17,21.8641,34.2519,ICE,0.0,0.0,0,,2534
2535.0,CLK430 (Cabriolet),Mercedes-Benz,2003,4000.0,8293.0,clk-class,4.3,8.0,Automatic 5-spd,18,0.0,0.0,22,16,19.5995,30.5997,ICE,0.0,0.0,0,,2535
2536.0,CLK500,Mercedes-Benz,2003,4000.0,8294.0,clk-class,5.0,8.0,Automatic 5-spd,17,0.0,0.0,21,15,18.0,29.4,ICE,0.0,0.0,0,,2536
2537.0,CLK55 AMG,Mercedes-Benz,2003,4000.0,8294.0,clk-class,5.4,8.0,Automatic 5-spd,16,0.0,0.0,20,14,17.1297,28.1492,ICE,0.0,0.0,0,,2537
2538.0,CL55 AMG,Mercedes-Benz,2003,4000.0,8294.0,cl-class,5.0,8.0,Automatic 5-spd,15,0.0,0.0,20,13,15.8943,27.9499,ICE,0.0,0.0,0,,2538
2539.0,Stage 3 Mustang,Roush Performance,2003,3875.0,8359.0,mustang,4.6,8.0,Automatic 4-spd,17,0.0,0.0,21,15,19.2329,28.5391,ICE,0.0,0.0,0,,2539
2540.0,Stage 3 Mustang,Roush Performance,2003,3875.0,8359.0,mustang,4.6,8.0,Manual 5-spd,18,0.0,0.0,23,15,18.9981,31.4712,ICE,0.0,0.0,0,,2540
2541.0,Cavalier,Chevrolet,2003,3875.0,8359.0,cavalier,2.2,4.0,Automatic 4-spd,25,0.0,0.0,30,21,27.1,42.6,ICE,0.0,0.0,0,,2541
2542.0,Cavalier,Chevrolet,2003,3875.0,8359.0,cavalier,2.2,4.0,Manual 5-spd,25,0.0,0.0,30,22,28.6,42.4,ICE,0.0,0.0,0,,2542
2543.0,Impreza AWD,Subaru,2003,3406.25,8142.0,impreza/outback sport,2.0,4.0,Automatic 4-spd,20,0.0,0.0,24,17,21.3569,33.5215,ICE,0.0,0.0,0,,2543
2544.0,Impreza AWD,Subaru,2003,3406.25,8142.0,impreza/outback sport,2.0,4.0,Manual 5-spd,20,0.0,0.0,25,18,22.4896,34.6329,ICE,0.0,0.0,0,,2544
2545.0,Impreza AWD,Subaru,2003,3406.25,8142.0,impreza/outback sport,2.5,4.0,Automatic 4-spd,21,0.0,0.0,24,19,23.8768,34.0395,ICE,0.0,0.0,0,,2545
2546.0,Impreza AWD,Subaru,2003,3406.25,8142.0,impreza/outback sport,2.5,4.0,Manual 5-spd,21,0.0,0.0,25,18,23.2,35.3,ICE,0.0,0.0,0,,2546
2547.0,Camry Solara Convertible,Toyota,2003,3750.0,8376.0,camry,2.4,4.0,Automatic 4-spd,23,0.0,0.0,28,20,25.3,39.2,ICE,0.0,0.0,0,,2547
2548.0,Camry Solara Convertible,Toyota,2003,3750.0,8376.0,camry,3.0,6.0,Automatic 4-spd,19,0.0,0.0,24,17,20.9,33.1,ICE,0.0,0.0,0,,2548
2549.0,Celica,Toyota,2003,2925.0,8377.0,celica,1.8,4.0,Automatic 4-spd,28,0.0,0.0,33,25,32.1,46.0,ICE,0.0,0.0,0,,2549
2550.0,Celica,Toyota,2003,2925.0,8377.0,celica,1.8,4.0,Manual 5-spd,26,0.0,0.0,30,23,29.5,42.8,ICE,0.0,0.0,0,,2550
2551.0,Celica,Toyota,2003,2925.0,8377.0,celica,1.8,4.0,Manual 6-spd,23,0.0,0.0,29,20,25.7,40.5,ICE,0.0,0.0,0,,2551
2552.0,Celica,Toyota,2003,2925.0,8377.0,celica,1.8,4.0,Automatic (S4),23,0.0,0.0,27,20,25.6335,38.099,ICE,0.0,0.0,0,,2552
2553.0,New Beetle,Volkswagen,2003,3291.6666666666665,8080.0,beetle,1.9,4.0,Automatic 4-spd,33,0.0,0.0,39,29,38.1,55.9,ICE,0.0,0.0,0,,2553
2554.0,New Beetle,Volkswagen,2003,3291.6666666666665,8080.0,beetle,1.9,4.0,Manual 5-spd,38,0.0,0.0,44,35,46.4302,62.6126,ICE,0.0,0.0,0,,2554
2555.0,New Beetle,Volkswagen,2003,3291.6666666666665,8080.0,beetle,2.0,4.0,Automatic 4-spd,23,0.0,0.0,27,20,25.9069,37.6035,ICE,0.0,0.0,0,,2555
2556.0,New Beetle,Volkswagen,2003,3291.6666666666665,8080.0,beetle,2.0,4.0,Manual 5-spd,24,0.0,0.0,29,21,26.8698,40.2863,ICE,0.0,0.0,0,,2556
2557.0,New Beetle,Volkswagen,2003,3291.6666666666665,8080.0,beetle,1.8,4.0,Automatic 4-spd,23,0.0,0.0,27,20,25.3,37.8,ICE,0.0,0.0,0,,2557
2558.0,New Beetle,Volkswagen,2003,3291.6666666666665,8080.0,beetle,1.8,4.0,Manual 5-spd,24,0.0,0.0,28,21,26.9065,39.4373,ICE,0.0,0.0,0,,2558
2559.0,New Beetle,Volkswagen,2003,3291.6666666666665,8080.0,beetle,1.8,4.0,Manual 6-spd,23,0.0,0.0,28,20,25.5,38.7,ICE,0.0,0.0,0,,2559
2560.0,C70 Convertible,Volvo,2003,4000.0,8410.0,c70,2.3,5.0,Automatic 5-spd,20,0.0,0.0,24,18,22.0,33.0,ICE,0.0,0.0,0,,2560
2561.0,C70 Convertible,Volvo,2003,4000.0,8410.0,c70,2.3,5.0,Manual 5-spd,20,0.0,0.0,24,17,21.9002,33.5004,ICE,0.0,0.0,0,,2561
2562.0,C70 Convertible,Volvo,2003,4000.0,8410.0,c70,2.4,5.0,Automatic 5-spd,20,0.0,0.0,24,17,21.7974,33.4958,ICE,0.0,0.0,0,,2562
2563.0,3.2CL,Acura,2003,3750.0,8230.0,cl,3.2,6.0,Manual 6-spd,20,0.0,0.0,26,17,21.3,36.1,ICE,0.0,0.0,0,,2563
2564.0,3.2CL,Acura,2003,3750.0,8230.0,cl,3.2,6.0,Automatic (S5),21,0.0,0.0,27,17,21.6719,37.33,ICE,0.0,0.0,0,,2564
2565.0,A4,Audi,2003,3625.0,8067.0,a4,1.8,4.0,Automatic (variable gear ratios),23,0.0,0.0,27,20,25.5,37.8,ICE,0.0,0.0,0,,2565
2566.0,A4,Audi,2003,3625.0,8067.0,a4,1.8,4.0,Manual 5-spd,23,0.0,0.0,29,20,24.6,40.1,ICE,0.0,0.0,0,,2566
2567.0,A4,Audi,2003,3625.0,8067.0,a4,3.0,6.0,Automatic (variable gear ratios),21,0.0,0.0,26,18,22.3,35.9,ICE,0.0,0.0,0,,2567
2568.0,A4 quattro,Audi,2003,3875.0,8070.0,a4,1.8,4.0,Manual 5-spd,21,0.0,0.0,26,18,23.162,36.9,ICE,0.0,0.0,0,,2568
2569.0,A4 quattro,Audi,2003,3875.0,8070.0,a4,1.8,4.0,Automatic (S5),21,0.0,0.0,26,18,22.4413,36.4288,ICE,0.0,0.0,0,,2569
2570.0,A4 quattro,Audi,2003,3875.0,8070.0,a4,3.0,6.0,Manual 6-spd,18,0.0,0.0,23,16,19.4611,31.9847,ICE,0.0,0.0,0,,2570
2571.0,A4 quattro,Audi,2003,3875.0,8070.0,a4,3.0,6.0,Automatic (S5),19,0.0,0.0,24,16,20.4985,32.9501,ICE,0.0,0.0,0,,2571
2572.0,330xi,BMW,2003,3750.0,8097.0,3 series,3.0,6.0,Automatic (S5),19,0.0,0.0,23,16,20.1,32.2,ICE,0.0,0.0,0,,2572
2573.0,330xi,BMW,2003,3750.0,8097.0,3 series,3.0,6.0,Manual 5-spd,20,0.0,0.0,25,18,22.0,34.9,ICE,0.0,0.0,0,,2573
2574.0,330xi,BMW,2003,3750.0,8097.0,3 series,3.0,6.0,Manual 6-spd,21,0.0,0.0,27,18,22.1,37.4,ICE,0.0,0.0,0,,2574
2575.0,530i,BMW,2003,3875.0,8098.0,5 series,3.0,6.0,Automatic (S5),20,0.0,0.0,25,17,20.8,34.5,ICE,0.0,0.0,0,,2575
2576.0,530i,BMW,2003,3875.0,8098.0,5 series,3.0,6.0,Manual 5-spd,22,0.0,0.0,27,18,23.1,38.1,ICE,0.0,0.0,0,,2576
2577.0,540i,BMW,2003,4000.0,8099.0,5 series,4.4,8.0,Automatic 5-spd,18,0.0,0.0,22,16,20.0,30.9,ICE,0.0,0.0,0,,2577
2578.0,540i,BMW,2003,4000.0,8099.0,5 series,4.4,8.0,Manual 6-spd,16,0.0,0.0,21,14,17.1994,29.1499,ICE,0.0,0.0,0,,2578
2579.0,540i,BMW,2003,4000.0,8099.0,5 series,4.4,8.0,Automatic (S5),17,0.0,0.0,19,15,18.8,26.9361,ICE,0.0,0.0,0,,2579
2580.0,M5,BMW,2003,4250.0,8105.0,m,4.9,8.0,Manual 6-spd,15,0.0,0.0,19,12,14.9485,26.5,ICE,0.0,0.0,0,,2580
2581.0,Sebring,Chrysler,2003,3600.0,8129.0,sebring,2.4,4.0,Automatic 4-spd,21,0.0,0.0,26,19,23.5,36.3,ICE,0.0,0.0,0,,2581
2582.0,Sebring,Chrysler,2003,3600.0,8129.0,sebring,2.4,4.0,Manual 5-spd,24,0.0,0.0,29,21,26.4,40.9,ICE,0.0,0.0,0,,2582
2583.0,Sebring,Chrysler,2003,3600.0,8129.0,sebring,3.0,6.0,Automatic 4-spd,20,0.0,0.0,25,18,22.2,35.3,ICE,0.0,0.0,0,,2583
