,VehicleID_x,Year_x,MFRCode,Make,Model,Range,RangeHwy,atvType,UHighway,UCity,city08U,highway08U,VehicleID_y,Year_y,CurbWeight
87,45557,2023,MAX,maserati,grecale modena,0,0.0,HEV,41.9841,28.336,22.2065,29.3909,259,2023.0,4431.0
88,45571,2023,VGA,audi,sq8,0,0.0,ICE,28.5063,18.4612,14.3825,20.4043,36,2023.0,5335.0
89,45580,2023,GMX,cadillac,escalade 4wd,0,0.0,ICE,38.8,25.5,20.1673,26.0,62,2023.0,6310.0
90,45633,2023,GMX,cadillac,escalade 4wd,0,0.0,ICE,26.9024,17.4975,14.2062,18.0933,62,2023.0,6310.0
91,45584,2023,GMX,gmc,yukon xl 4wd,0,0.0,ICE,38.8,25.5,20.1673,26.0,131,2023.0,6121.70351758794
92,45638,2023,GMX,gmc,yukon xl 4wd,0,0.0,ICE,26.9024,17.4975,14.2062,18.0933,131,2023.0,6121.70351758794
93,45640,2023,GMX,gmc,yukon xl 4wd,0,0.0,ICE,28.3563,19.0324,14.6846,18.6011,131,2023.0,6121.70351758794
94,45589,2023,VVX,volvo,xc90 b5 awd,0,0.0,HEV,40.0,28.5,22.3233,28.1266,434,2023.0,4662.0
95,45590,2023,VVX,volvo,xc90 b6 awd,0,0.0,HEV,36.6,24.8996,19.7308,25.9337,435,2023.0,4764.0
96,45606,2023,TYX,lexus,ux 250h awd,0,0.0,HEV,54.8993,55.9496,41.2367,38.0,233,2023.0,3660.0
97,45608,2023,HYX,hyundai,venue,0,0.0,ICE,49.5554,37.7482,29.3821,32.7368,166,2023.0,2737.0
98,45617,2023,BMX,bmw,x1 xdrive28i,0,0.0,ICE,48.7574,31.7179,24.5902,33.6238,43,2023.0,3750.0
99,45629,2023,VGA,audi,q7,0,0.0,HEV,33.4,22.8,18.1909,21.5764,29,2023.0,5049.0
100,45706,2023,VGA,audi,q7,0,0.0,ICE,34.9,24.2,19.22,24.8246,29,2023.0,5049.0
101,45630,2023,VGA,audi,q8,0,0.0,HEV,33.5,23.1,18.4122,22.5678,11,2023.0,5115.0
102,45631,2023,BMX,bmw,x7 xdrive40i,0,0.0,HEV,34.6868,26.299,20.7456,24.6849,50,2023.0,5424.0
103,45643,2023,VGA,audi,r8 coupe quattro,0,0.0,ICE,24.8001,15.7331,13.3031,18.4457,30,2023.0,1800.0
104,45652,2023,KMX,kia,rio,0,0.0,ICE,60.4774,43.4723,32.4918,40.6575,205,2023.0,2731.0
105,45661,2023,VGA,audi,s7,0,0.0,HEV,36.9,24.0,19.0736,26.1286,34,2023.0,4784.0
106,45671,2023,VGA,volkswagen,arteon 4motion,0,0.0,ICE,43.2,28.4,22.4551,30.506,427,2023.0,3935.0
107,45678,2023,VGA,volkswagen,atlas,0,0.0,ICE,38.0,27.3,21.4659,25.2214,422,2023.0,4694.0
108,45680,2023,VGA,volkswagen,atlas,0,0.0,ICE,33.8,23.1,18.4122,24.1023,422,2023.0,4694.0
109,45682,2023,VGA,volkswagen,taos,0,0.0,ICE,52.4,36.8,28.0777,35.8485,424,2023.0,3505.0
110,45684,2023,VGA,audi,q5 s-line quattro,0,0.0,HEV,39.0555,28.414,22.1292,28.5808,28,2023.0,4619.0
111,45686,2023,HYX,hyundai,tucson hybrid,0,0.0,HEV,48.0,50.7,37.3332,35.7681,163,2023.0,3714.0
112,45705,2023,VGA,audi,rs q8,0,0.0,HEV,26.9985,16.9487,13.4189,19.7539,31,2023.0,5622.0
113,45709,2023,PRX,porsche,cayenne s coupe,0,0.0,ICE,29.2,20.3,16.3295,21.0424,344,2023.0,4753.0
114,45719,2023,TYX,toyota,camry,0,0.0,ICE,47.8,28.6,22.3944,33.0332,391,2023.0,3425.0
115,45739,2023,HNX,honda,ridgeline awd,0,0.0,ICE,33.3,23.6,18.0,23.7728,154,2023.0,4526.0
116,45750,2023,GMX,chevrolet,bolt euv,247,0.0,EV,149.0,178.2,124.74,104.3,67,2023.0,3717.0
117,45756,2023,TYX,toyota,bz4x,252,0.0,EV,153.4,186.6,130.62,107.38,408,2023.0,4295.0
118,45759,2023,TYX,toyota,bz4x limited awd,222,0.0,EV,138.4,167.1,112.0,92.0,409,2023.0,4490.0
119,45760,2023,VVX,volvo,c40 recharge twin,226,0.0,EV,112.4,132.0,94.3602,80.3491,432,2023.0,4769.0
120,45761,2023,VVX,volvo,xc40 recharge twin,223,0.0,EV,109.9,128.4,91.9344,78.6884,433,2023.0,4749.0
121,45763,2023,MAX,maserati,mc20 spyder,0,0.0,ICE,31.8508,18.1829,15.0516,24.9347,263,2023.0,3781.0
122,45766,2023,NSX,nissan,kicks,0,0.0,ICE,52.6025,41.2,31.0089,35.9711,322,2023.0,2710.0
123,45767,2023,VGA,lamborghini,urus performante,0,0.0,ICE,26.0,17.4,14.1316,18.8752,235,2023.0,5115.0
124,45828,2023,GMX,gmc,terrain awd,0,0.0,ICE,40.3619,30.4899,23.7306,28.3581,130,2023.0,3762.0
125,45833,2023,NSX,nissan,pathfinder 4wd rock creek,0,0.0,ICE,35.2,24.9,19.7311,23.4195,327,2023.0,4616.0
126,45834,2023,PRX,porsche,macan,0,0.0,ICE,35.6,24.9676,19.0,25.2823,348,2023.0,4191.0
127,45839,2023,FJX,subaru,forester wilderness awd,0,0.0,ICE,40.4,31.9,24.7171,28.3824,385,2023.0,3636.0
128,45848,2023,JLX,land rover,new range rover,0,0.0,ICE,31.9035,19.3349,15.6027,21.1145,219,2023.0,5950.0
129,45851,2023,JLX,land rover,new range rover,0,0.0,ICE,31.9035,19.3349,15.6027,21.1145,219,2023.0,5950.0
130,45852,2023,TYX,lexus,gx 460,0,0.0,ICE,26.3,17.9,14.5136,19.0798,223,2023.0,5330.0
131,45856,2023,TYX,toyota,4runner 4wd,0,0.0,ICE,28.059,19.6898,15.8705,18.9368,389,2023.0,4675.0
132,45857,2023,TYX,toyota,4runner 4wd,0,0.0,ICE,27.7,19.6,15.8028,18.6887,389,2023.0,4675.0
133,45860,2023,VGA,bentley,continental gt,0,0.0,ICE,30.3,18.7,15.4062,22.591,57,2023.0,5450.0
134,45862,2023,TYX,lexus,es 300h,0,0.0,HEV,60.7324,59.72,43.0,44.3348,222,2023.0,3730.0
135,45866,2023,TYX,toyota,tacoma 4wd,0,0.0,ICE,31.2566,22.7063,18.1217,22.4184,404,2023.0,4399.347826086957
136,45867,2023,TYX,toyota,tacoma 4wd,0,0.0,ICE,28.5,21.3,17.0777,20.571,404,2023.0,4399.347826086957
137,45869,2023,TYX,toyota,tacoma 4wd,0,0.0,ICE,31.0,23.3,18.5595,22.2474,404,2023.0,4399.347826086957
138,45876,2023,TYX,toyota,tundra 4wd,0,0.0,ICE,31.5,21.6,17.3012,22.5804,405,2023.0,5665.0
139,45877,2023,TYX,toyota,tundra 4wd,0,0.0,ICE,31.1448,21.7725,17.4296,22.3439,405,2023.0,5665.0
140,45878,2023,TYX,toyota,tundra 4wd,0,0.0,HEV,31.1,23.7491,18.8896,22.3141,405,2023.0,5665.0
141,45879,2023,TYX,toyota,tundra 4wd pro,0,0.0,HEV,28.1,22.9,18.2647,20.301,406,2023.0,6105.0
142,45890,2023,CRX,dodge,durango awd,0,0.0,ICE,35.4,23.4,18.0,25.1517,84,2023.0,5020.9375
143,45891,2023,CRX,dodge,durango awd,0,0.0,ICE,30.1,17.3,14.0551,21.6461,84,2023.0,5020.9375
