Model,Make,Year,atvType,cylinders,displ,trany,VehicleID,AdjWeight,comb08,combinedUF,combE,highway08U,rangeHwyA,RangeHwy,Range,city08U,UCity,UHighway
Civic 5Dr,Honda,2017,ICE,4.0,1.5,Manual 6-spd,38255,3189.987780009029,33.0,0.0,0.0,38.836,0.0,0.0,0.0,29.9356,37.2392,55.1144
Civic 5Dr,Honda,2017,ICE,4.0,1.5,Automatic (variable gear ratios),38256,3189.987780009029,34.0,0.0,0.0,39.57959999999999,0.0,0.0,0.0,30.7648,40.8289,58.6422
Civic 5Dr Sport,Honda,2017,ICE,4.0,1.5,Automatic (AV-S7),38257,3189.987780009029,32.0,0.0,0.0,35.7997,0.0,0.0,0.0,29.8,38.9997,53.2992
Civic 5Dr Sport,Honda,2017,ICE,4.0,1.5,Manual 6-spd,38258,3189.987780009029,33.0,0.0,0.0,38.836,0.0,0.0,0.0,29.9356,37.2392,55.1144
F150 Pickup 2WD FFV,Ford,2017,FCV,8.0,5.0,Automatic (S6),38261,5062.5,18.0,0.0,0.0,22.2748,0.0,0.0,0.0,15.1831,18.7804,31.0411
F150 5.0L 2WD FFV GVWR>7599 LBS,Ford,2017,FCV,8.0,5.0,Automatic (S6),38262,5062.5,16.0,0.0,0.0,20.0,0.0,0.0,0.0,14.0,18.7488,31.0499
F150 2.7L 2WD GVWR>6649 LBS,Ford,2017,ICE,6.0,2.7,Automatic (S6),38263,5062.5,21.0,0.0,0.0,24.0,0.0,0.0,0.0,18.0,24.2,35.9067
F150 Pickup 2WD,Ford,2017,ICE,6.0,2.7,Automatic (S6),38264,5062.5,22.0,0.0,0.0,25.5173,0.0,0.0,0.0,19.22,24.2,35.9603
F150 Pickup 2WD FFV,Ford,2017,FCV,6.0,3.5,Automatic 6-spd,38265,5062.5,20.0,0.0,0.0,24.2499,0.0,0.0,0.0,17.8913,22.3949,34.0243
F150 Pickup 2WD,Ford,2017,ICE,6.0,3.5,Automatic (S10),38266,5062.5,21.0,0.0,0.0,24.6346,0.0,0.0,0.0,18.4196,23.11,34.6101
F150 3.5L 2WD GVWR>7599 LBS,Ford,2017,ICE,6.0,3.5,Automatic (S10),38267,5062.5,19.0,0.0,0.0,22.0,0.0,0.0,0.0,17.0,23.1,34.6
F150 2WD BASE PAYLOAD LT TIRE,Ford,2017,ICE,6.0,2.7,Automatic (S6),38268,5062.5,21.0,0.0,0.0,24.0,0.0,0.0,0.0,19.22,24.2,36.0561
F150 2WD BASE PAYLOAD LT TIRE,Ford,2017,ICE,6.0,3.5,Automatic (S10),38269,5062.5,20.0,0.0,0.0,23.0,0.0,0.0,0.0,18.0,23.4639,34.9656
F150 Pickup 4WD FFV,Ford,2017,FCV,8.0,5.0,Automatic (S6),38270,5062.5,17.0,0.0,0.0,20.8922,0.0,0.0,0.0,14.8015,18.278,28.9767
F150 5.0L 4WD FFV GVWR>7599 LBS,Ford,2017,FCV,8.0,5.0,Automatic (S6),38271,5062.5,16.0,0.0,0.0,19.0,0.0,0.0,0.0,14.0,18.1202,28.8091
F150 2.7L 4WD GVWR>6799 LBS,Ford,2017,ICE,6.0,2.7,Automatic (S6),38272,5062.5,19.0,0.0,0.0,22.0,0.0,0.0,0.0,17.6824,22.113,31.5229
F150 Pickup 4WD,Ford,2017,ICE,6.0,2.7,Automatic (S6),38273,5062.5,20.0,0.0,0.0,22.657,0.0,0.0,0.0,17.7129,22.1541,31.6152
F150 Pickup 4WD FFV,Ford,2017,FCV,6.0,3.5,Automatic 6-spd,38274,5062.5,19.0,0.0,0.0,22.5356,0.0,0.0,0.0,17.0252,21.2296,31.4327
F150 RAPTOR 4WD,Ford,2017,ICE,6.0,3.5,Automatic (S10),38275,5062.5,16.0,0.0,0.0,17.8483,0.0,0.0,0.0,15.0462,18.6,24.5
F150 4WD BASE PAYLOAD LT TIRE,Ford,2017,ICE,6.0,2.7,Automatic (S6),38276,5062.5,19.0,0.0,0.0,21.0,0.0,0.0,0.0,17.0,22.187,31.6892
F150 Pickup 4WD,Ford,2017,ICE,6.0,3.5,Automatic (S10),38277,5062.5,20.0,0.0,0.0,23.1468,0.0,0.0,0.0,17.3605,21.6796,32.3532
F150 3.5L 4WD GVWR>7599 LBS,Ford,2017,ICE,6.0,3.5,Automatic (S10),38278,5062.5,19.0,0.0,0.0,21.0,0.0,0.0,0.0,17.3538,21.6707,32.3333
F150 4WD FFV BASE PAYLOAD LT TIRE,Ford,2017,FCV,8.0,5.0,Automatic (S6),38279,5062.5,17.0,0.0,0.0,20.0,0.0,0.0,0.0,14.8105,18.2898,28.9892
NX 200t,Lexus,2017,ICE,4.0,2.0,Automatic (S6),38280,4312.5,25.0,0.0,0.0,27.975,0.0,0.0,0.0,22.3219,28.498,39.7633
Outlander 2WD,Mitsubishi,2017,ICE,4.0,2.4,Automatic (AV-S6),38281,3692.7083333333335,27.0,0.0,0.0,30.0,0.0,0.0,0.0,24.5479,31.6572,43.8675
Outlander Sport 2WD,Mitsubishi,2017,ICE,4.0,2.0,Manual 5-spd,38282,3692.7083333333335,25.0,0.0,0.0,28.7742,0.0,0.0,0.0,22.8697,29.2696,41.014
Outlander Sport 2WD,Mitsubishi,2017,ICE,4.0,2.0,Automatic (AV-S6),38283,3692.7083333333335,27.0,0.0,0.0,30.2536,0.0,0.0,0.0,24.3444,31.3657,43.348
Cherokee 4WD Active Drive II,Jeep,2017,ICE,4.0,2.4,Automatic 9-spd,38284,4300.0,23.0,0.0,0.0,26.905099999999997,0.0,0.0,0.0,20.6741,26.2,38.0997
NX 200t AWD,Lexus,2017,ICE,4.0,2.0,Automatic (S6),38285,4312.5,24.0,0.0,0.0,27.7343,0.0,0.0,0.0,22.0792,28.1574,39.3879
NX 200t AWD F Sport,Lexus,2017,ICE,4.0,2.0,Automatic (S6),38286,4312.5,24.0,0.0,0.0,26.5334,0.0,0.0,0.0,21.7738,27.7298,37.5246
NX 300h AWD,Lexus,2017,HEV,4.0,2.5,Automatic (AV-S6),38287,4312.5,31.0,0.0,0.0,29.9106,0.0,0.0,0.0,32.9022,44.1067,42.8047
Outlander 4WD,Mitsubishi,2017,ICE,4.0,2.4,Automatic (AV-S6),38288,3692.7083333333335,26.0,0.0,0.0,29.0207,0.0,0.0,0.0,24.0026,30.8774,41.4013
Outlander 4WD,Mitsubishi,2017,ICE,6.0,3.0,Automatic (S6),38289,3692.7083333333335,23.0,0.0,0.0,27.3394,0.0,0.0,0.0,20.0254,25.3045,38.7735
Outlander Sport 4WD,Mitsubishi,2017,ICE,4.0,2.0,Automatic (AV-S6),38290,3692.7083333333335,26.0,0.0,0.0,28.8207,0.0,0.0,0.0,23.3609,29.9647,41.0871
Sequoia 4WD FFV,Toyota,2017,FCV,8.0,5.7,Automatic (S6),38291,6333.333333333333,14.0,0.0,0.0,17.0,0.0,0.0,0.0,12.8444,15.727200000000002,24.0274
Q50 Hybrid,Infiniti,2017,HEV,6.0,3.5,Automatic (S7),38292,4281.25,29.0,0.0,0.0,31.8807,0.0,0.0,0.0,26.821,34.9499,45.9434
Q50 Hybrid AWD,Infiniti,2017,HEV,6.0,3.5,Automatic (S7),38293,4281.25,28.0,0.0,0.0,30.4122,0.0,0.0,0.0,25.8251,33.4988,43.5998
Frontier 2WD,Nissan,2017,ICE,4.0,2.5,Automatic 5-spd,38296,4620.833333333333,19.0,0.0,0.0,21.9544,0.0,0.0,0.0,17.1918,21.453,30.561
Frontier 2WD,Nissan,2017,ICE,4.0,2.5,Manual 5-spd,38297,4620.833333333333,21.0,0.0,0.0,22.5138,0.0,0.0,0.0,19.2932,24.3,31.4
Frontier 2WD,Nissan,2017,ICE,6.0,4.0,Automatic 5-spd,38298,4620.833333333333,19.0,0.0,0.0,22.6067,0.0,0.0,0.0,16.224,20.1595,31.5396
Frontier 2WD,Nissan,2017,ICE,6.0,4.0,Manual 6-spd,38299,4620.833333333333,19.0,0.0,0.0,21.9805,0.0,0.0,0.0,16.4046,20.4,30.6
Frontier 2WD FFV,Nissan,2017,FCV,6.0,4.0,Automatic 5-spd,38300,4620.833333333333,18.0,0.0,0.0,21.9918,0.0,0.0,0.0,15.7473,19.5264,30.6169
Frontier 4WD,Nissan,2017,ICE,6.0,4.0,Automatic 5-spd,38301,4620.833333333333,17.0,0.0,0.0,20.6363,0.0,0.0,0.0,15.0702,18.6316,28.5968
Frontier 4WD,Nissan,2017,ICE,6.0,4.0,Manual 6-spd,38302,4620.833333333333,18.0,0.0,0.0,20.715,0.0,0.0,0.0,15.5399,19.2518,28.7136
Frontier 4WD FFV,Nissan,2017,FCV,6.0,4.0,Automatic 5-spd,38303,4620.833333333333,17.0,0.0,0.0,20.5415,0.0,0.0,0.0,15.0626,18.6216,28.4562
Renegade 2WD,Jeep,2017,FCV,4.0,2.4,Automatic 9-spd,38304,3515.4220779220777,25.0,0.0,0.0,30.1602,0.0,0.0,0.0,21.7524,27.7,43.2
Renegade 4WD,Jeep,2017,ICE,4.0,2.4,Automatic 9-spd,38305,3515.4220779220777,24.0,0.0,0.0,28.7646,0.0,0.0,0.0,21.0347,26.7,40.999
Sequoia 2WD,Toyota,2017,ICE,8.0,5.7,Automatic (S6),38306,6333.333333333333,15.0,0.0,0.0,17.0,0.0,0.0,0.0,13.0495,15.9925,24.375600000000002
Sequoia 4WD,Toyota,2017,ICE,8.0,5.7,Automatic (S6),38309,6333.333333333333,14.0,0.0,0.0,17.2981,0.0,0.0,0.0,12.6468,15.472,23.700599999999998
Challenger,Dodge,2017,ICE,6.0,3.6,Automatic 8-spd,38316,4625.0,23.0,0.0,0.0,30.0971,0.0,0.0,0.0,19.0003,23.9,43.1
Challenger,Dodge,2017,ICE,8.0,5.7,Automatic 8-spd,38318,4625.0,19.0,0.0,0.0,25.0202,0.0,0.0,0.0,15.9536,19.8,35.1989
Challenger,Dodge,2017,ICE,8.0,6.4,Automatic 8-spd,38319,4625.0,18.0,0.0,0.0,24.6279,0.0,0.0,0.0,15.0462,18.6,34.6
Challenger,Dodge,2017,ICE,8.0,5.7,Manual 6-spd,38320,4625.0,18.0,0.0,0.0,23.3102,0.0,0.0,0.0,15.1221,18.7,32.6
Challenger SRT,Dodge,2017,ICE,8.0,6.2,Automatic 8-spd,38321,4625.0,16.0,0.0,0.0,22.0226,0.0,0.0,0.0,13.3461,16.1,28.8
Challenger SRT,Dodge,2017,ICE,8.0,6.4,Automatic 8-spd,38322,4625.0,18.0,0.0,0.0,24.6279,0.0,0.0,0.0,15.0462,18.6,34.6
Challenger SRT,Dodge,2017,ICE,8.0,6.2,Manual 6-spd,38323,4625.0,16.0,0.0,0.0,20.5813,0.0,0.0,0.0,12.9929,16.0,27.7
300,Chrysler,2017,ICE,6.0,3.6,Automatic 8-spd,38331,4500.0,23.0,0.0,0.0,30.0971,0.0,0.0,0.0,19.0003,23.899999999999995,43.1
300 AWD,Chrysler,2017,ICE,6.0,3.6,Automatic 8-spd,38332,4500.0,21.0,0.0,0.0,26.9053,0.0,0.0,0.0,18.3385,23.0,38.1
300,Chrysler,2017,ICE,8.0,5.7,Automatic 8-spd,38333,4500.0,19.0,0.0,0.0,25.0202,0.0,0.0,0.0,15.9536,19.8,35.1989
Charger,Dodge,2017,ICE,6.0,3.6,Automatic 8-spd,38334,4437.5,23.0,0.0,0.0,30.0971,0.0,0.0,0.0,19.0003,23.9,43.1
Charger AWD,Dodge,2017,ICE,6.0,3.6,Automatic 8-spd,38335,4437.5,21.0,0.0,0.0,26.9053,0.0,0.0,0.0,18.3385,23.0,38.1
Charger,Dodge,2017,ICE,8.0,5.7,Automatic 8-spd,38336,4437.5,19.0,0.0,0.0,25.0202,0.0,0.0,0.0,15.9536,19.8,35.1989
Charger,Dodge,2017,ICE,8.0,6.4,Automatic 8-spd,38337,4437.5,18.0,0.0,0.0,24.6279,0.0,0.0,0.0,15.0462,18.6,34.6
Charger SRT,Dodge,2017,ICE,8.0,6.2,Automatic 8-spd,38338,4437.5,16.0,0.0,0.0,22.0226,0.0,0.0,0.0,13.3461,16.1,28.8
Charger SRT,Dodge,2017,ICE,8.0,6.4,Automatic 8-spd,38339,4437.5,18.0,0.0,0.0,24.6279,0.0,0.0,0.0,15.0462,18.6,34.6
Juke,Nissan,2017,ICE,4.0,1.6,Automatic (AV-S7),38340,3395.833333333333,29.0,0.0,0.0,31.5389,0.0,0.0,0.0,27.9364,36.5909,45.3958
Juke,Nissan,2017,ICE,4.0,1.6,Manual 6-spd,38341,3395.833333333333,29.0,0.0,0.0,32.7857,0.0,0.0,0.0,27.0,36.1,47.4
Juke AWD,Nissan,2017,ICE,4.0,1.6,Automatic (AV-S7),38342,3395.833333333333,28.0,0.0,0.0,30.1344,0.0,0.0,0.0,26.3678,34.288,43.1591
Juke Nismo RS,Nissan,2017,ICE,4.0,1.6,Manual 6-spd,38343,3395.833333333333,28.0,0.0,0.0,30.8526,0.0,0.0,0.0,26.3074,34.2,44.3
Juke Nismo RS AWD,Nissan,2017,ICE,4.0,1.6,Automatic (AV-S8),38344,3395.833333333333,26.0,0.0,0.0,28.5101,0.0,0.0,0.0,24.8563,32.1,40.6
IS 300 AWD,Lexus,2017,ICE,6.0,3.5,Automatic (S6),38349,4083.3333333333335,21.0,0.0,0.0,25.6884,0.0,0.0,0.0,18.6784,23.694100000000002,35.721
IS 350,Lexus,2017,ICE,6.0,3.5,Automatic (S8),38350,4083.3333333333335,22.0,0.0,0.0,27.5579,0.0,0.0,0.0,19.184,24.3,38.0
IS 350 AWD,Lexus,2017,ICE,6.0,3.5,Automatic (S6),38351,4083.3333333333335,21.0,0.0,0.0,25.6884,0.0,0.0,0.0,18.6784,23.694100000000002,35.721
IS 200t,Lexus,2017,ICE,4.0,2.0,Automatic (S8),38352,4083.3333333333335,26.0,0.0,0.0,32.0589,0.0,0.0,0.0,22.158599999999996,28.2688,46.2295
XJ,Jaguar,2017,ICE,8.0,5.0,Automatic (S8),38353,4541.666666666667,18.0,0.0,0.0,22.9126,0.0,0.0,0.0,14.8943,18.4,32.0
XJL,Jaguar,2017,ICE,8.0,5.0,Automatic (S8),38354,4500.0,18.0,0.0,0.0,22.9126,0.0,0.0,0.0,14.8943,18.4,32.0
XJ,Jaguar,2017,ICE,6.0,3.0,Automatic (S8),38355,4541.666666666667,21.0,0.0,0.0,27.0344,0.0,0.0,0.0,18.2647,22.899999999999995,38.3
XJ AWD,Jaguar,2017,ICE,6.0,3.0,Automatic (S8),38356,4541.666666666667,20.0,0.0,0.0,26.063599999999997,0.0,0.0,0.0,16.779,20.9,36.8
XJL AWD,Jaguar,2017,ICE,6.0,3.0,Automatic (S8),38357,4500.0,20.0,0.0,0.0,25.1517,0.0,0.0,0.0,16.779,20.9,35.4
XJL,Jaguar,2017,ICE,6.0,3.0,Automatic (S8),38358,4500.0,21.0,0.0,0.0,26.8407,0.0,0.0,0.0,18.117,22.7,38.0
Edge FWD,Ford,2017,ICE,4.0,2.0,Automatic (S6),38359,4531.25,24.0,0.0,0.0,29.0,0.0,0.0,0.0,20.3848,25.8,42.2
Edge FWD,Ford,2017,ICE,6.0,3.5,Automatic (S6),38361,4531.25,20.0,0.0,0.0,25.7386,0.0,0.0,0.0,17.4864,21.849,36.3
Edge AWD,Ford,2017,ICE,4.0,2.0,Automatic (S6),38362,4531.25,23.0,0.0,0.0,27.2581,0.0,0.0,0.0,19.7796,24.9665,38.6472
Edge AWD,Ford,2017,ICE,6.0,3.5,Automatic (S6),38363,4531.25,19.0,0.0,0.0,23.6012,0.0,0.0,0.0,16.9693,21.1547,33.04
Giulia,Alfa Romeo,2017,ICE,6.0,2.9,Automatic 8-spd,38370,4031.25,20.0,0.0,0.0,24.3987,0.0,0.0,0.0,17.0265,21.2313,34.2507
Q70,Infiniti,2017,ICE,8.0,5.6,Automatic (S7),38371,4500.0,19.0,0.0,0.0,24.2005,0.0,0.0,0.0,16.4046,20.4,33.9493
Q70 AWD,Infiniti,2017,ICE,8.0,5.6,Automatic (S7),38372,4500.0,18.0,0.0,0.0,22.7915,0.0,0.0,0.0,15.6902,19.4507,31.8176
Q70 Hybrid,Infiniti,2017,HEV,6.0,3.5,Automatic (S7),38373,4500.0,30.0,0.0,0.0,33.0331,0.0,0.0,0.0,28.0777,36.8,47.7998
Q70,Infiniti,2017,ICE,6.0,3.7,Automatic (S7),38374,4500.0,21.0,0.0,0.0,25.2183,0.0,0.0,0.0,17.8474,22.3356,35.502
Q70 AWD,Infiniti,2017,ICE,6.0,3.7,Automatic (S7),38375,4500.0,20.0,0.0,0.0,24.1821,0.0,0.0,0.0,17.7386,22.1888,33.9212
Soul,Kia,2017,ICE,4.0,1.6,Automatic (AM7),38379,3446.4285714285716,28.0,0.0,0.0,30.6012,0.0,0.0,0.0,25.7569,33.4,43.9
Colorado 2WD,Chevrolet,2017,ICE,4.0,2.5,Manual 6-spd,38380,4722.222222222222,22.0,0.0,0.0,25.6735,0.0,0.0,0.0,19.22,24.2,36.2
Colorado 2WD,Chevrolet,2017,ICE,4.0,2.5,Automatic 6-spd,38381,4722.222222222222,22.0,0.0,0.0,25.6735,0.0,0.0,0.0,19.5853,24.7,36.2
Colorado 2WD,Chevrolet,2017,ICE,4.0,2.8,Automatic 6-spd,38382,4722.222222222222,25.0,0.0,0.0,29.844399999999997,0.0,0.0,0.0,21.752400000000005,27.7,42.70000000000001
Colorado 2WD,Chevrolet,2017,ICE,6.0,3.6,Automatic 8-spd,38383,4722.222222222222,20.0,0.0,0.0,24.562300000000004,0.0,0.0,0.0,17.5986,22.0,34.5
Canyon 2WD,GMC,2017,ICE,4.0,2.5,Manual 6-spd,38384,5027.777777777777,22.0,0.0,0.0,25.6735,0.0,0.0,0.0,19.22,24.2,36.2
Canyon 2WD,GMC,2017,ICE,4.0,2.5,Automatic 6-spd,38385,5027.777777777777,22.0,0.0,0.0,25.6735,0.0,0.0,0.0,19.5853,24.7,36.2
Canyon 2WD,GMC,2017,ICE,4.0,2.8,Automatic 6-spd,38386,5027.777777777777,25.0,0.0,0.0,29.844399999999997,0.0,0.0,0.0,21.752400000000005,27.7,42.70000000000001
Canyon 2WD,GMC,2017,ICE,6.0,3.6,Automatic 8-spd,38387,5027.777777777777,20.0,0.0,0.0,24.562300000000004,0.0,0.0,0.0,17.5986,22.0,34.5
Colorado 4WD,Chevrolet,2017,ICE,4.0,2.5,Automatic 6-spd,38388,4722.222222222222,21.0,0.0,0.0,24.4967,0.0,0.0,0.0,18.5595,23.3,34.4
Colorado 4WD,Chevrolet,2017,ICE,6.0,3.6,Automatic 8-spd,38389,4722.222222222222,19.0,0.0,0.0,23.7068,0.0,0.0,0.0,16.779,20.9,33.2
Colorado 4WD,Chevrolet,2017,ICE,4.0,2.8,Automatic 6-spd,38390,4722.222222222222,23.0,0.0,0.0,28.244600000000002,0.0,0.0,0.0,19.5105,24.5975,40.1844
Canyon 4WD,GMC,2017,ICE,4.0,2.5,Automatic 6-spd,38391,5027.777777777777,21.0,0.0,0.0,24.4967,0.0,0.0,0.0,18.5595,23.3,34.4
Canyon 4WD,GMC,2017,ICE,6.0,3.6,Automatic 8-spd,38392,5027.777777777777,19.0,0.0,0.0,23.7068,0.0,0.0,0.0,16.779,20.9,33.2
Canyon 4WD,GMC,2017,ICE,4.0,2.8,Automatic 6-spd,38393,5027.777777777777,23.0,0.0,0.0,28.244600000000002,0.0,0.0,0.0,19.5105,24.5975,40.1844
Colorado Cab Chassis 2WD,Chevrolet,2017,ICE,6.0,3.6,Automatic 8-spd,38394,4722.222222222222,15.0,0.0,0.0,15.0,0.0,0.0,0.0,14.8943,18.4,24.3
Canyon Cab Chassis 2WD,GMC,2017,ICE,6.0,3.6,Automatic 8-spd,38395,5027.777777777777,15.0,0.0,0.0,15.0,0.0,0.0,0.0,14.8943,18.4,24.3
MKX FWD,Lincoln,2017,ICE,6.0,3.7,Automatic (S6),38396,4666.666666666666,20.0,0.0,0.0,25.4663,0.0,0.0,0.0,17.201,21.4654,35.882
MKX FWD,Lincoln,2017,ICE,6.0,2.7,Automatic (S6),38397,4666.666666666666,20.0,0.0,0.0,25.0,0.0,0.0,0.0,17.7469,22.2,38.7
Rogue FWD,Nissan,2017,ICE,4.0,2.5,Automatic (variable gear ratios),38398,3833.3333333333335,29.0,0.0,0.0,33.0,0.0,0.0,0.0,25.6635,33.2646,49.0571
X4 xDrive28i,BMW,2017,ICE,4.0,2.0,Automatic (S8),38399,4500.0,23.0,0.0,0.0,27.168,0.0,0.0,0.0,19.9124,25.149,38.5073
Edge AWD,Ford,2017,ICE,6.0,2.7,Automatic (S6),38400,4531.25,20.0,0.0,0.0,23.617,0.0,0.0,0.0,17.1375,21.3802,33.064
MKX AWD,Lincoln,2017,ICE,6.0,2.7,Automatic (S6),38401,4666.666666666666,19.0,0.0,0.0,23.617,0.0,0.0,0.0,17.1375,21.3802,33.064
MKX AWD,Lincoln,2017,ICE,6.0,3.7,Automatic (S6),38402,4666.666666666666,19.0,0.0,0.0,22.8445,0.0,0.0,0.0,16.404,20.3993,31.8974
Rogue AWD,Nissan,2017,ICE,4.0,2.5,Automatic (variable gear ratios),38404,3833.3333333333335,27.0,0.0,0.0,31.7473,0.0,0.0,0.0,24.5471,31.655999999999995,45.7296
Q7,Audi,2017,ICE,4.0,2.0,Automatic (S8),38405,5062.5,22.0,0.0,0.0,24.5397,0.0,0.0,0.0,19.8411,25.7499,37.3
Optima Plug-in Hybrid,Kia,2017,PHEV,4.0,2.0,Automatic (AM6),38406,3695.138888888889,40.0,0.572,33.0,42.8521,29.130000000000003,0.0,0.0,37.8532,54.2,60.4
Aventador Roadster LP740-4,Lamborghini,2017,ICE,12.0,6.5,Automatic (AM-S7),38408,4140.625,12.0,0.0,0.0,16.0112,0.0,0.0,0.0,9.817,11.8652,21.8425
Aventador Coupe LP740-4,Lamborghini,2017,ICE,12.0,6.5,Automatic (AM-S7),38409,4140.625,12.0,0.0,0.0,16.0112,0.0,0.0,0.0,9.817,11.8652,21.8425
Challenger,Dodge,2017,ICE,8.0,6.4,Manual 6-spd,38410,4625.0,17.0,0.0,0.0,22.5138,0.0,0.0,0.0,14.0551,17.3,31.4
Challenger SRT,Dodge,2017,ICE,8.0,6.4,Manual 6-spd,38411,4625.0,17.0,0.0,0.0,22.5138,0.0,0.0,0.0,14.0551,17.3,31.4
V90 CC AWD,Volvo,2017,ICE,4.0,2.0,Automatic (S8),38412,4500.0,25.0,0.0,0.0,29.7178,0.0,0.0,0.0,22.0382,28.1,42.5
MKT Livery AWD,Lincoln,2017,ICE,6.0,3.7,Automatic 6-spd,38413,6000.0,18.0,0.0,0.0,23.1116,0.0,0.0,0.0,16.0,20.8,32.3
Highlander,Toyota,2017,ICE,4.0,2.7,Automatic (S6),38414,4877.777777777778,22.0,0.0,0.0,23.5311,0.0,0.0,0.0,20.1673,25.5,38.6
Highlander LE/XLE/SE/LTD,Toyota,2017,ICE,6.0,3.5,Automatic (S8),38415,4877.777777777778,23.0,0.0,0.0,27.0,0.0,0.0,0.0,20.5975,26.0939,39.399
Highlander,Toyota,2017,ICE,6.0,3.5,Automatic (S8),38416,4877.777777777778,23.0,0.0,0.0,27.0,0.0,0.0,0.0,19.9494,25.2,39.5
Flex FWD,Ford,2017,ICE,6.0,3.5,Automatic (S6),38418,5187.5,19.0,0.0,0.0,23.0,0.0,0.0,0.0,16.0,22.0,33.9
MKT FWD,Lincoln,2017,ICE,6.0,3.7,Automatic (S6),38419,6000.0,19.0,0.0,0.0,24.0365,0.0,0.0,0.0,16.0,21.5,33.7
Flex AWD,Ford,2017,ICE,6.0,3.5,Automatic (S6),38420,5187.5,18.0,0.0,0.0,22.0,0.0,0.0,0.0,16.3295,20.3,31.4
MKT AWD,Lincoln,2017,ICE,6.0,3.5,Automatic (S6),38422,6000.0,17.0,0.0,0.0,21.0,0.0,0.0,0.0,15.0,19.6974,31.5929
Highlander AWD,Toyota,2017,ICE,6.0,3.5,Automatic (S8),38423,4877.777777777778,22.0,0.0,0.0,26.4525,0.0,0.0,0.0,19.658,24.7996,37.3997
Highlander Hybrid AWD,Toyota,2017,HEV,6.0,3.5,Automatic (AV-S6),38425,4877.777777777778,28.0,0.0,0.0,27.4838,0.0,0.0,0.0,29.1799,40.6896,38.6111
Highlander Hybrid AWD LE Plus,Toyota,2017,HEV,6.0,3.5,Automatic (AV-S6),38426,4877.777777777778,29.0,0.0,0.0,28.041,0.0,0.0,0.0,29.656899999999997,41.699,38.799
Highlander AWD LE,Toyota,2017,ICE,6.0,3.5,Automatic (S8),38427,4877.777777777778,23.0,0.0,0.0,26.7761,0.0,0.0,0.0,20.1673,25.5,37.9
Ioniq Electric,Hyundai,2017,EV,,,Automatic (A1),38431,3416.666666666667,136.0,0.0,25.0,122.0,0.0,110.0,124.0,150.0,224.8,182.7
911 Carrera GTS,Porsche,2017,ICE,6.0,3.0,Manual 7-spd,38432,3830.8823529411766,21.0,0.0,0.0,26.3,0.0,0.0,0.0,18.1,22.7,37.2
911 Carrera GTS,Porsche,2017,ICE,6.0,3.0,Automatic (AM-S7),38433,3830.8823529411766,23.0,0.0,0.0,25.9,0.0,0.0,0.0,20.5,25.9,36.5
911 Carrera GTS Cabriolet,Porsche,2017,ICE,6.0,3.0,Manual 7-spd,38434,3830.8823529411766,21.0,0.0,0.0,26.1,0.0,0.0,0.0,18.5,23.2,36.9
911 Carrera GTS Cabriolet,Porsche,2017,ICE,6.0,3.0,Automatic (AM-S7),38435,3830.8823529411766,22.0,0.0,0.0,25.5,0.0,0.0,0.0,19.9,25.1,36.0
911 Carrera 4 GTS,Porsche,2017,ICE,6.0,3.0,Manual 7-spd,38436,3830.8823529411766,21.0,0.0,0.0,26.5,0.0,0.0,0.0,18.4,23.1,37.4
911 Carrera 4 GTS,Porsche,2017,ICE,6.0,3.0,Automatic (AM-S7),38437,3830.8823529411766,22.0,0.0,0.0,25.7,0.0,0.0,0.0,19.9,25.1,36.2
911 Carrera 4 GTS Cabriolet,Porsche,2017,ICE,6.0,3.0,Manual 7-spd,38438,3830.8823529411766,21.0,0.0,0.0,25.9,0.0,0.0,0.0,18.3,22.9,36.6
911 Carrera 4 GTS Cabriolet,Porsche,2017,ICE,6.0,3.0,Automatic (AM-S7),38439,3830.8823529411766,22.0,0.0,0.0,25.3,0.0,0.0,0.0,19.8,25.0,35.6
911 Targa 4 GTS,Porsche,2017,ICE,6.0,3.0,Manual 7-spd,38440,3830.8823529411766,21.0,0.0,0.0,25.5,0.0,0.0,0.0,17.8,22.3,36.0
911 Targa 4 GTS,Porsche,2017,ICE,6.0,3.0,Automatic (AM-S7),38441,3830.8823529411766,22.0,0.0,0.0,25.5,0.0,0.0,0.0,19.5,24.6,36.0
Spark ACTIV,Chevrolet,2017,ICE,4.0,1.4,Automatic (variable gear ratios),38442,2583.3333333333335,33.0,0.0,0.0,37.0,0.0,0.0,0.0,30.1512,39.9,55.4
Spark ACTIV,Chevrolet,2017,ICE,4.0,1.4,Manual 5-spd,38443,2583.3333333333335,32.0,0.0,0.0,37.0,0.0,0.0,0.0,29.42,38.8,56.3
Pilot FWD,Honda,2017,ICE,6.0,3.5,Automatic (S9),38446,4539.285714285714,23.0,0.0,0.0,27.0656,0.0,0.0,0.0,20.0566,25.3475,38.3484
Pilot FWD,Honda,2017,ICE,6.0,3.5,Automatic 6-spd,38447,4539.285714285714,22.0,0.0,0.0,26.9375,0.0,0.0,0.0,19.0,24.7499,38.1499
CR-V FWD,Honda,2017,ICE,4.0,2.4,Automatic (variable gear ratios),38448,3729.166666666667,28.0,0.0,0.0,32.4443,0.0,0.0,0.0,25.6877,33.2997,46.8495
CR-V FWD,Honda,2017,ICE,4.0,1.5,Automatic (variable gear ratios),38449,3729.166666666667,30.0,0.0,0.0,33.773,0.0,0.0,0.0,28.0101,36.7,48.9998
