Model,Make,Year,atvType,cylinders,displ,trany,VehicleID,AdjWeight,comb08,combinedUF,combE,highway08U,rangeHwyA,RangeHwy,Range,city08U,UCity,UHighway
MKT Hearse AWD,Lincoln,2017,ICE,6.0,3.5,Automatic 6-spd,39743,6000.0,16.0,0.0,0.0,19.2335,0.0,0.0,0.0,14.2845,17.6,29.3
MKT Limo AWD,Lincoln,2017,ICE,6.0,3.5,Automatic 6-spd,39744,6000.0,15.0,0.0,0.0,18.7516,0.0,0.0,0.0,13.5178,16.6,28.5
XE (296 Hp),Jaguar,2018,ICE,4.0,2.0,Automatic (S8),39745,4119.791666666666,27.0,0.0,0.0,31.604,0.0,0.0,0.0,23.6674,30.4031,45.4998
E-Pace (296 Hp),Jaguar,2018,ICE,4.0,2.0,Automatic (S9),39748,4500.0,23.0,0.0,0.0,27.3565,0.0,0.0,0.0,20.9627,26.5537,38.7599
Accord 2.0T Sport/Touring,Honda,2018,ICE,4.0,2.0,Automatic 10-spd,39751,3601.5625,26.0,0.0,0.0,31.8536,0.0,0.0,0.0,22.0,28.8,45.9
Accord,Honda,2018,ICE,4.0,2.0,Manual 6-spd,39754,3601.5625,26.0,0.0,0.0,32.165,0.0,0.0,0.0,22.0382,28.1,46.4
Accord,Honda,2018,ICE,4.0,2.0,Automatic 10-spd,39755,3601.5625,27.0,0.0,0.0,34.0,0.0,0.0,0.0,22.962,29.4,50.2
Ioniq Plug-in Hybrid,Hyundai,2018,PHEV,4.0,1.6,Automatic (AM6),39768,3486.1111111111113,52.0,0.572,28.0,51.5769,26.87,0.0,0.0,52.9498,71.6,72.3
XF Sportbrake AWD,Jaguar,2018,ICE,6.0,3.0,Automatic (S8),39772,4444.444444444444,21.0,0.0,0.0,25.1517,0.0,0.0,0.0,18.1909,22.8,35.4
E-Pace,Jaguar,2018,ICE,4.0,2.0,Automatic (S9),39778,4500.0,24.0,0.0,0.0,27.8704,0.0,0.0,0.0,21.3942,27.2422,39.6145
Clarity Plug-in Hybrid,Honda,2018,PHEV,4.0,1.5,Automatic (variable gear ratios),39782,4333.333333333333,42.0,0.731,31.0,40.0,44.12,0.0,0.0,44.0,62.20000000000001,61.79999999999999
WRX STI Type RA,Subaru,2018,ICE,4.0,2.5,Manual 6-spd,39792,3781.25,18.0,0.0,0.0,21.6461,0.0,0.0,0.0,16.4046,20.4,30.1
QX80 2WD,Infiniti,2018,ICE,8.0,5.6,Automatic (S7),39797,6500.0,16.0,0.0,0.0,20.1991,0.0,0.0,0.0,14.0167,17.2499,27.9492
QX80 4WD,Infiniti,2018,ICE,8.0,5.6,Automatic (S7),39798,6500.0,15.0,0.0,0.0,19.2995,0.0,0.0,0.0,13.0,16.5894,26.6227
Niro Plug-in Hybrid,Kia,2018,PHEV,4.0,1.6,Automatic (AM6),39799,3625.0,46.0,0.54,32.0,44.5,24.02,0.0,0.0,48.1,63.9,61.8
New Wrangler 4WD,Jeep,2018,ICE,6.0,3.6,Manual 6-spd,39805,4416.666666666667,20.0,0.0,0.0,24.5615,0.0,0.0,0.0,17.2268,21.5,34.4988
New Wrangler 4WD,Jeep,2018,ICE,6.0,3.6,Automatic 8-spd,39806,4416.666666666667,20.0,0.0,0.0,23.0,0.0,0.0,0.0,18.3385,23.0,33.2
RC F,Lexus,2018,ICE,8.0,5.0,Automatic (S8),39815,4250.0,19.0,0.0,0.0,25.0,0.0,0.0,0.0,16.0,20.7,34.8
RC 300,Lexus,2018,ICE,4.0,2.0,Automatic (S8),39816,4250.0,26.0,0.0,0.0,32.1028,0.0,0.0,0.0,22.1809,28.3,46.3
Optima S,Kia,2018,ICE,4.0,2.4,Automatic (S6),39822,3683.4490740740744,26.0,0.0,0.0,32.4681,0.0,0.0,0.0,22.7666,29.1241,46.8878
Kona FWD,Hyundai,2018,ICE,4.0,1.6,Automatic (AM7),39823,3374.368686868687,30.0,0.0,0.0,32.398,0.0,0.0,0.0,27.5034,34.9,48.0
Kona FWD,Hyundai,2018,ICE,4.0,2.0,Automatic (S6),39824,3374.368686868687,30.0,0.0,0.0,33.4558,0.0,0.0,0.0,27.4331,35.8484,48.4846
Kona AWD,Hyundai,2018,ICE,4.0,1.6,Automatic (AM7),39826,3374.368686868687,27.0,0.0,0.0,29.4201,0.0,0.0,0.0,26.0618,33.4,42.8
Kona AWD,Hyundai,2018,ICE,4.0,2.0,Automatic (S6),39827,3374.368686868687,27.0,0.0,0.0,30.2177,0.0,0.0,0.0,25.4257,32.9206,43.2912
Outlander PHEV,Mitsubishi,2018,PHEV,4.0,2.0,Automatic (A1),39830,3904.1666666666665,25.0,0.488,45.0,26.0,20.66,0.0,0.0,25.0,38.2361,40.6671
i3 (94Ah) with Range Extender,BMW,2018,PHEV,2.0,0.6,Automatic (A1),39834,3375.0,35.0,0.888,31.0,33.0983,90.24,0.0,0.0,35.8077,48.6702,47.1695
i3s (94Ah) with Range Extender,BMW,2018,PHEV,2.0,0.6,Automatic (A1),39835,3375.0,35.0,0.888,31.0,33.0983,90.24,0.0,0.0,35.8077,48.6702,47.1695
XF (296 Hp),Jaguar,2018,ICE,4.0,2.0,Automatic (S8),39844,4444.444444444444,26.0,0.0,0.0,31.4791,0.0,0.0,0.0,23.4563,30.0943,45.275299999999994
RX 350 L,Lexus,2018,ICE,6.0,3.5,Automatic (S8),39848,4750.0,22.0,0.0,0.0,26.0,0.0,0.0,0.0,19.2932,24.3,37.5369
Discovery Sport (286 Hp),Land Rover,2018,ICE,4.0,2.0,Automatic (S9),39851,4833.333333333333,22.0,0.0,0.0,25.217,0.0,0.0,0.0,20.0948,25.3502,35.5146
RX 350 L AWD,Lexus,2018,ICE,6.0,3.5,Automatic (S8),39852,4750.0,21.0,0.0,0.0,25.0,0.0,0.0,0.0,18.0,23.4457,36.023
i3 (94Ah),BMW,2018,EV,,,Automatic (A1),39854,3375.0,118.0,0.0,28.6352,106.26,0.0,101.9,114.0,129.08,184.4,151.8
i3s (94Ah),BMW,2018,EV,,,Automatic (A1),39855,3375.0,112.0,0.0,29.9713,99.4,0.0,93.3356,107.0,126.0,180.0,142.0
Leaf,Nissan,2018,EV,,,Automatic (A1),39860,3791.6666666666665,112.0,0.0,30.0011,99.96,0.0,132.8,151.0,125.02,178.6,142.8
X2 xDrive28i,BMW,2018,ICE,4.0,2.0,Automatic (S8),39865,3875.0,25.0,0.0,0.0,30.5383,0.0,0.0,0.0,21.4659,27.3,43.8
LS 500h,Lexus,2018,HEV,6.0,3.5,Automatic (AV-S10),39866,5250.0,28.0,0.0,0.0,33.2414,0.0,0.0,0.0,25.0325,33.7893,46.5
LS 500h AWD,Lexus,2018,HEV,6.0,3.5,Automatic (AV-S10),39867,5250.0,26.0,0.0,0.0,30.9804,0.0,0.0,0.0,22.9443,30.646,41.799
Corvette Z06,Chevrolet,2019,ICE,8.0,6.2,Automatic (S8),39874,3820.3125,17.0,0.0,0.0,23.1941,0.0,0.0,0.0,13.6716,16.8,29.6
Jetta,Volkswagen,2019,ICE,4.0,1.4,Automatic (S8),39875,3471.875,34.0,0.0,0.0,39.7619,0.0,0.0,0.0,30.1164,38.5,58.9
Jetta,Volkswagen,2019,ICE,4.0,1.4,Manual 6-spd,39876,3471.875,34.0,0.0,0.0,39.8518,0.0,0.0,0.0,29.7537,37.3499,59.3
QX50,Infiniti,2019,ICE,4.0,2.0,Automatic (AV-S8),39883,4250.0,27.0,0.0,0.0,30.9153,0.0,0.0,0.0,23.808,30.6,44.4
Sorento FWD,Kia,2019,ICE,6.0,3.3,Automatic (S8),39885,4447.368421052632,22.0,0.0,0.0,25.7281,0.0,0.0,0.0,18.9801,23.8725,37.8002
QX50 AWD,Infiniti,2019,ICE,4.0,2.0,Automatic (AV-S8),39887,4250.0,26.0,0.0,0.0,30.3164,0.0,0.0,0.0,23.5641,30.2532,43.4477
Sorento AWD,Kia,2019,ICE,6.0,3.3,Automatic (S8),39889,4447.368421052632,21.0,0.0,0.0,24.0825,0.0,0.0,0.0,18.7666,23.5816,35.6929
Corvette Z06,Chevrolet,2019,ICE,8.0,6.2,Manual 7-spd,39890,3820.3125,17.0,0.0,0.0,22.1034,0.0,0.0,0.0,14.8166,18.2978,30.7841
Sedona,Kia,2019,ICE,6.0,3.3,Automatic (S8),39891,4916.666666666667,21.0,0.0,0.0,23.7191,0.0,0.0,0.0,18.4828,23.1958,35.1298
Cherokee FWD,Jeep,2019,ICE,4.0,2.0,Automatic 9-spd,39892,4301.136363636364,26.0,0.0,0.0,31.0679,0.0,0.0,0.0,22.6416,28.9478,44.6432
Cherokee 4WD,Jeep,2019,ICE,4.0,2.0,Automatic 9-spd,39894,4301.136363636364,24.0,0.0,0.0,29.2741,0.0,0.0,0.0,21.0347,26.7,41.8
Cherokee Trailhawk 4WD,Jeep,2019,ICE,4.0,2.0,Automatic 9-spd,39896,4301.136363636364,22.0,0.0,0.0,25.7038,0.0,0.0,0.0,19.9851,25.2491,36.2466
Cherokee 4WD Active Drive II,Jeep,2019,ICE,4.0,2.0,Automatic 9-spd,39897,4301.136363636364,23.0,0.0,0.0,27.3563,0.0,0.0,0.0,20.3845,25.7996,38.7997
LS 500,Lexus,2018,ICE,6.0,3.4,Automatic (S10),39900,5250.0,23.0,0.0,0.0,30.2863,0.0,0.0,0.0,19.22,24.2,43.4
LS 500 AWD,Lexus,2018,ICE,6.0,3.4,Automatic (S10),39901,5250.0,21.0,0.0,0.0,27.0,0.0,0.0,0.0,18.0431,22.6,39.3
G70 AWD,Genesis,2019,ICE,6.0,3.3,Automatic (S8),39909,4198.863636363636,20.0,0.0,0.0,24.7992,0.0,0.0,0.0,16.6853,20.2427,32.0685
G70 RWD,Genesis,2019,ICE,6.0,3.3,Automatic (S8),39910,4198.863636363636,20.0,0.0,0.0,25.9536,0.0,0.0,0.0,16.943,20.8951,33.5236
G70 AWD,Genesis,2019,ICE,4.0,2.0,Automatic (S8),39911,4198.863636363636,23.0,0.0,0.0,27.5681,0.0,0.0,0.0,20.6717,26.1966,39.1291
G70 RWD,Genesis,2019,ICE,4.0,2.0,Automatic (S8),39912,4198.863636363636,25.0,0.0,0.0,29.5409,0.0,0.0,0.0,22.0145,28.0668,42.2206
G70 RWD,Genesis,2019,ICE,4.0,2.0,Manual 6-spd,39913,4198.863636363636,22.0,0.0,0.0,27.6779,0.0,0.0,0.0,18.4122,23.1,39.3
Envision AWD,Buick,2019,ICE,4.0,2.0,Automatic 9-spd,39914,4200.0,22.0,0.0,0.0,24.9885,0.0,0.0,0.0,20.1673,25.5,37.1
911 GT2 RS,Porsche,2018,ICE,6.0,3.8,Automatic (AM-S7),39915,3806.818181818182,17.0,0.0,0.0,20.9,0.0,0.0,0.0,15.4,19.0,29.0
911 Carrera T,Porsche,2018,ICE,6.0,3.0,Manual 7-spd,39916,3806.818181818182,19.0,0.0,0.0,25.0,0.0,0.0,0.0,16.1,20.0,35.2
911 Carrera T,Porsche,2018,ICE,6.0,3.0,Automatic (AM-S7),39917,3806.818181818182,22.0,0.0,0.0,25.9,0.0,0.0,0.0,19.8,25.0,36.5
Panamera 4 ST,Porsche,2018,ICE,6.0,3.0,Automatic (AM-S8),39919,5000.0,23.0,0.0,0.0,25.9987,0.0,0.0,0.0,20.4572,25.9,36.7
Panamera Turbo ST,Porsche,2018,ICE,8.0,4.0,Automatic (AM-S8),39920,5000.0,20.0,0.0,0.0,23.244,0.0,0.0,0.0,17.5243,21.9,32.5
RX 450h L AWD,Lexus,2018,HEV,6.0,3.5,Automatic (AV-S6),39927,4750.0,29.0,0.0,0.0,28.1258,0.0,0.0,0.0,29.0,41.5995,39.9987
XC40 AWD,Volvo,2019,ICE,4.0,2.0,Automatic (S8),39931,4000.0,26.0,0.0,0.0,31.354,0.0,0.0,0.0,22.8912,29.3,45.1
911 GT3 Touring,Porsche,2018,ICE,6.0,4.0,Manual 6-spd,39932,3806.818181818182,17.0,0.0,0.0,20.9213,0.0,0.0,0.0,14.360899999999999,17.7,29.0
Stelvio AWD,Alfa Romeo,2018,ICE,6.0,2.9,Automatic 8-spd,39935,4583.333333333333,19.0,0.0,0.0,22.5858,0.0,0.0,0.0,16.6688,20.7526,31.5081
Veloster,Hyundai,2019,ICE,4.0,2.0,Automatic (S6),39936,3260.416666666667,30.0,0.0,0.0,34.0058,0.0,0.0,0.0,27.1321,35.4059,49.3787
Veloster,Hyundai,2019,ICE,4.0,2.0,Manual 6-spd,39937,3260.416666666667,28.0,0.0,0.0,33.4036,0.0,0.0,0.0,25.0648,32.4,48.4
TLX FWD A-SPEC,Acura,2019,ICE,4.0,2.4,Automatic (AM-S8),39950,3875.0,26.0,0.0,0.0,31.8845,0.0,0.0,0.0,23.068,29.5499,45.9495
Panamera 4S ST,Porsche,2018,ICE,6.0,2.9,Automatic (AM-S8),39958,5000.0,22.0,0.0,0.0,26.1286,0.0,0.0,0.0,19.5124,24.6,36.9
Panamera 4 e-Hybrid ST,Porsche,2018,PHEV,6.0,2.9,Automatic (AM-S8),39960,5000.0,22.0,0.384,59.0,24.9,14.639999999999999,0.0,0.0,19.6,24.7,35.0
Corvette ZR1,Chevrolet,2019,ICE,8.0,6.2,Manual 7-spd,39961,3820.3125,15.0,0.0,0.0,18.8752,0.0,0.0,0.0,12.9007,15.8,26.0
Corvette ZR1,Chevrolet,2019,ICE,8.0,6.2,Automatic (S8),39962,3820.3125,15.0,0.0,0.0,19.6238,0.0,0.0,0.0,12.0468,14.7,27.1
X2 sDrive28i,BMW,2018,ICE,4.0,2.0,Automatic (S8),40038,3875.0,26.0,0.0,0.0,31.6665,0.0,0.0,0.0,22.6076,28.9,45.6
Ascent,Subaru,2019,ICE,4.0,2.4,Automatic (AV-S8),40053,4875.0,23.0,0.0,0.0,26.6602,0.0,0.0,0.0,20.5379,26.0115,37.7207
Ascent Limited/Touring,Subaru,2019,ICE,4.0,2.4,Automatic (AV-S8),40054,4875.0,22.0,0.0,0.0,25.6084,0.0,0.0,0.0,19.8039,25.0,36.1
Panamera Turbo S e-Hybrid,Porsche,2018,PHEV,8.0,4.0,Automatic (AM-S8),40055,5000.0,21.0,0.348,67.0,23.4,13.85,0.0,0.0,18.8,23.6,32.7
Panamera Turbo S e-Hybrid Executive,Porsche,2018,PHEV,8.0,4.0,Automatic (AM-S8),40056,5000.0,21.0,0.348,67.0,23.4,13.85,0.0,0.0,18.8,23.6,32.7
Panamera Turbo S e-Hybrid ST,Porsche,2018,PHEV,8.0,4.0,Automatic (AM-S8),40057,5000.0,21.0,0.348,67.0,23.4,13.85,0.0,0.0,18.8,23.6,32.7
Portofino,Ferrari,2019,ICE,8.0,3.9,Automatic (AM7),40072,4250.0,18.0,0.0,0.0,22.4503,0.0,0.0,0.0,15.72,19.4902,31.3046
X3 sDrive30i,BMW,2019,ICE,4.0,2.0,Automatic (S8),40078,4416.666666666667,26.0,0.0,0.0,30.4577,0.0,0.0,0.0,23.0188,29.4802,43.672
I8 Coupe,BMW,2019,PHEV,3.0,1.5,Automatic 6-spd,40079,4000.0,27.0,0.42,49.0,29.3376,17.94,0.0,0.0,25.5497,33.1,41.9
I8 Roadster,BMW,2019,PHEV,3.0,1.5,Automatic 6-spd,40080,4000.0,27.0,0.42,49.0,29.3376,17.94,0.0,0.0,25.5497,33.1,41.9
Avalon,Toyota,2019,ICE,6.0,3.5,Automatic (S8),40087,3968.75,25.0,0.0,0.0,30.873,0.0,0.0,0.0,21.5376,27.4,44.3325
Avalon XLE,Toyota,2019,ICE,6.0,3.5,Automatic (S8),40088,3968.75,26.0,0.0,0.0,32.4757,0.0,0.0,0.0,22.2521,28.4,46.9
Avalon Hybrid,Toyota,2019,HEV,4.0,2.5,Automatic (AV-S6),40089,3968.75,43.0,0.0,0.0,43.213,0.0,0.0,0.0,43.237,59.1,59.5
Avalon Hybrid XLE,Toyota,2019,HEV,4.0,2.5,Automatic (AV-S6),40090,3968.75,44.0,0.0,0.0,44.48,0.0,0.0,0.0,42.9632,60.7999,61.4661
New Wrangler 4WD,Jeep,2018,HEV,4.0,2.0,Automatic 8-spd,40092,4416.666666666667,24.0,0.0,0.0,25.039,0.0,0.0,0.0,22.5137,29.2,37.7
New Wrangler Unlimited 4WD,Jeep,2018,HEV,4.0,2.0,Automatic 8-spd,40093,4416.666666666667,22.0,0.0,0.0,23.5498,0.0,0.0,0.0,21.6605,28.0996,36.5975
Vantage V8,Aston Martin,2019,ICE,8.0,4.0,Automatic (S8),40158,4000.0,21.0,0.0,0.0,25.0596,0.0,0.0,0.0,18.4652,23.1719,35.2592
370Z,Nissan,2019,ICE,6.0,3.7,Automatic (S7),40159,3742.857142857143,22.0,0.0,0.0,26.2435,0.0,0.0,0.0,19.0909,24.0236,37.0772
370Z,Nissan,2019,ICE,6.0,3.7,Manual 6-spd,40160,3742.857142857143,20.0,0.0,0.0,25.5432,0.0,0.0,0.0,16.9285,21.1,36.0
370Z Roadster,Nissan,2019,ICE,6.0,3.7,Automatic (S7),40161,3742.857142857143,21.0,0.0,0.0,24.9402,0.0,0.0,0.0,18.2452,22.8735,35.0767
DB11 V8,Aston Martin,2019,ICE,8.0,4.0,Automatic (S8),40172,4500.0,20.0,0.0,0.0,24.1217,0.0,0.0,0.0,18.1323,22.7207,33.8295
Kicks,Nissan,2018,ICE,4.0,1.6,Automatic (variable gear ratios),40219,3000.0,33.0,0.0,0.0,35.843,0.0,0.0,0.0,30.5436,40.4934,52.391
F150 Pickup 2WD,Ford,2018,ICE,6.0,3.0,Automatic (S10),40220,5192.204301075269,25.0,0.0,0.0,29.5278,0.0,0.0,0.0,21.752400000000005,27.7,42.2
F150 2WD BASE PAYLOAD LT TIRE,Ford,2018,ICE,6.0,3.0,Automatic (S10),40221,5192.204301075269,24.0,0.0,0.0,28.0,0.0,0.0,0.0,21.752400000000005,27.7,42.2
F150 Pickup 4WD,Ford,2018,ICE,6.0,3.0,Automatic (S10),40222,5192.204301075269,22.0,0.0,0.0,25.2801,0.0,0.0,0.0,19.876,25.099,35.5966
F150 Pickup 4WD XL/XLT,Ford,2018,ICE,6.0,3.0,Automatic (S10),40223,5192.204301075269,24.0,0.0,0.0,28.0,0.0,0.0,0.0,21.0,27.3494,40.6917
F150 4WD BASE PAYLOAD LT TIRE,Ford,2018,ICE,6.0,3.0,Automatic (S10),40224,5192.204301075269,22.0,0.0,0.0,25.2801,0.0,0.0,0.0,19.876,25.099,35.5966
Panamera 4 e-Hybrid,Porsche,2018,PHEV,6.0,2.9,Automatic (AM-S8),40225,5000.0,22.0,0.384,59.0,24.9,14.639999999999999,0.0,0.0,19.6,24.7,35.0
Panamera 4 e-Hybrid Executive,Porsche,2018,PHEV,6.0,2.9,Automatic (AM-S8),40226,5000.0,22.0,0.384,59.0,24.9,14.639999999999999,0.0,0.0,19.6,24.7,35.0
LaCrosse eAssist,Buick,2019,HEV,4.0,2.5,Automatic (S6),40237,3958.333333333333,29.0,0.0,0.0,34.7654,0.0,0.0,0.0,25.0789,32.9,48.5
V90 FWD,Volvo,2019,ICE,4.0,2.0,Automatic (S8),40255,4500.0,27.0,0.0,0.0,35.0,0.0,0.0,0.0,23.0,30.5,52.3
V90 AWD,Volvo,2019,ICE,4.0,2.0,Automatic (S8),40256,4500.0,25.0,0.0,0.0,31.3226,0.0,0.0,0.0,20.9573,26.5925,45.0498
RDX FWD,Acura,2019,ICE,4.0,2.0,Automatic (S10),40262,4187.5,24.0,0.0,0.0,28.2546,0.0,0.0,0.0,22.2521,28.4,40.2
RDX FWD A-SPEC,Acura,2019,ICE,4.0,2.0,Automatic (S10),40263,4187.5,24.0,0.0,0.0,26.8377,0.0,0.0,0.0,21.5376,27.4,39.8
XC40 FWD,Volvo,2019,ICE,4.0,2.0,Automatic (S8),40274,4000.0,27.0,0.0,0.0,32.6618,0.0,0.0,0.0,23.2447,29.8,47.2
RDX AWD,Acura,2019,ICE,4.0,2.0,Automatic (S10),40275,4187.5,23.0,0.0,0.0,27.4851,0.0,0.0,0.0,21.3942,27.2,39.0
RDX AWD A-SPEC,Acura,2019,ICE,4.0,2.0,Automatic (S10),40276,4187.5,23.0,0.0,0.0,25.9065,0.0,0.0,0.0,20.9627,26.6,38.5
Mustang Bullitt,Ford,2019,ICE,8.0,5.0,Manual 6-spd,40327,4046.296296296296,18.0,0.0,0.0,24.0,0.0,0.0,0.0,15.0462,18.6,32.2
Corolla Hatchback,Toyota,2019,ICE,4.0,2.0,Manual 6-spd,40333,3262.5,31.0,0.0,0.0,37.0549,0.0,0.0,0.0,28.0101,36.7,54.4
Corolla Hatchback,Toyota,2019,ICE,4.0,2.0,Automatic (AV-S10),40334,3262.5,36.0,0.0,0.0,41.6616,0.0,0.0,0.0,32.0528,42.7963,62.2
Corolla Hatchback XSE,Toyota,2019,ICE,4.0,2.0,Automatic (AV-S10),40335,3262.5,33.0,0.0,0.0,38.3105,0.0,0.0,0.0,29.8859,39.5,56.5
Insight,Honda,2019,HEV,4.0,1.5,Automatic (variable gear ratios),40351,3312.5,52.0,0.0,0.0,48.7657,0.0,0.0,0.0,54.9485,79.992,72.5994
Insight Touring,Honda,2019,HEV,4.0,1.5,Automatic (variable gear ratios),40352,3312.5,48.0,0.0,0.0,44.5034,0.0,0.0,0.0,51.2457,73.165,67.2416
X4 xDrive30i,BMW,2019,ICE,4.0,2.0,Automatic (S8),40358,4500.0,25.0,0.0,0.0,29.4291,0.0,0.0,0.0,21.7121,27.6437,42.0442
Forester AWD,Subaru,2019,ICE,4.0,2.5,Automatic (AV-S7),40381,3833.3333333333335,29.0,0.0,0.0,32.637,0.0,0.0,0.0,26.0844,33.8754,47.16
1500 Classic 2WD,Ram,2019,ICE,8.0,5.7,Automatic 8-spd,40393,5401.122291021672,17.0,0.0,0.0,21.5549,0.0,0.0,0.0,14.9899,18.5258,29.9638
1500 Classic 2WD,Ram,2019,FCV,6.0,3.6,Automatic 8-spd,40395,5401.122291021672,20.0,0.0,0.0,24.5951,0.0,0.0,0.0,16.9657,21.1499,34.5499
1500 Classic 4WD,Ram,2019,ICE,8.0,5.7,Automatic 8-spd,40396,5401.122291021672,17.0,0.0,0.0,20.5223,0.0,0.0,0.0,14.6794,18.1176,28.4277
1500 Classic 4WD,Ram,2019,FCV,6.0,3.6,Automatic 8-spd,40398,5401.122291021672,19.0,0.0,0.0,23.1116,0.0,0.0,0.0,16.1793,20.1,32.3
500 L,Fiat,2019,ICE,4.0,1.4,Automatic 6-spd,40419,2916.6666666666665,25.0,0.0,0.0,29.7178,0.0,0.0,0.0,22.0382,28.1,42.5
Cruze,Chevrolet,2019,ICE,4.0,1.4,Automatic (variable gear ratios),40470,3434.2105263157896,33.0,0.0,0.0,38.1318,0.0,0.0,0.0,30.0849,39.8,56.2
Stinger AWD,Kia,2019,ICE,4.0,2.0,Automatic (S8),40485,4178.571428571428,24.0,0.0,0.0,28.9563,0.0,0.0,0.0,21.2505,27.0,41.3
Stinger RWD,Kia,2019,ICE,4.0,2.0,Automatic (S8),40486,4178.571428571428,25.0,0.0,0.0,29.0797,0.0,0.0,0.0,21.715,27.6477,41.494
Stinger AWD,Kia,2019,ICE,6.0,3.3,Automatic (S8),40487,4178.571428571428,20.0,0.0,0.0,24.974,0.0,0.0,0.0,17.355,21.413,32.3955
Stinger RWD,Kia,2019,ICE,6.0,3.3,Automatic (S8),40488,4178.571428571428,20.0,0.0,0.0,24.6391,0.0,0.0,0.0,17.4778,21.7098,32.342
Forte FE,Kia,2019,ICE,4.0,2.0,Automatic (variable gear ratios),40489,3104.1666666666665,35.0,0.0,0.0,41.1962,0.0,0.0,0.0,30.7457,40.8,61.4
Forte,Kia,2019,ICE,4.0,2.0,Automatic (variable gear ratios),40490,3104.1666666666665,34.0,0.0,0.0,39.5827,0.0,0.0,0.0,30.0085,39.6848,58.6475
MDX FWD,Acura,2019,ICE,6.0,3.5,Automatic (S9),40509,4500.0,23.0,0.0,0.0,27.0,0.0,0.0,0.0,20.0,26.0,41.0
MDX AWD,Acura,2019,ICE,6.0,3.5,Automatic (S9),40511,4500.0,22.0,0.0,0.0,26.0,0.0,0.0,0.0,19.3663,24.4,37.6
MDX AWD A-SPEC,Acura,2019,ICE,6.0,3.5,Automatic (S9),40512,4500.0,21.0,0.0,0.0,24.6935,0.0,0.0,0.0,19.22,24.2,34.7
CX-5 2WD,Mazda,2018,ICE,4.0,2.2,Automatic (S6),40521,4111.111111111111,29.0,0.0,0.0,30.5087,0.0,0.0,0.0,28.2268,35.8,50.4
CX-5 4WD,Mazda,2018,ICE,4.0,2.2,Automatic (S6),40522,4111.111111111111,28.0,0.0,0.0,29.6831,0.0,0.0,0.0,26.512,34.0,47.3
XT4 FWD,Cadillac,2019,ICE,4.0,2.0,Automatic (S9),40548,4125.0,26.0,0.0,0.0,30.2863,0.0,0.0,0.0,24.0184,30.9,43.4
XT4 AWD,Cadillac,2019,ICE,4.0,2.0,Automatic (S9),40551,4125.0,24.0,0.0,0.0,28.829,0.0,0.0,0.0,21.6093,27.5,41.1
Kona Electric,Hyundai,2019,EV,,,Automatic (A1),40585,3582.912457912458,120.0,0.0,28.0,108.0,0.0,226.0235,258.0,132.0,195.5,155.5
XE AWD,Jaguar,2019,ICE,8.0,5.0,Automatic (S8),40595,4163.194444444444,18.0,0.0,0.0,22.1807,0.0,0.0,0.0,16.2544,20.2024,30.916
MDX Hybrid AWD,Acura,2019,HEV,6.0,3.0,Automatic (AM-S7),40623,4500.0,27.0,0.0,0.0,27.2116,0.0,0.0,0.0,26.4942,34.4723,38.575
Stelvio,Alfa Romeo,2019,ICE,4.0,2.0,Automatic 8-spd,40660,4416.666666666666,25.0,0.0,0.0,29.1922,0.0,0.0,0.0,22.0,29.2431,41.671
E-Pace P250,Jaguar,2019,ICE,4.0,2.0,Automatic (S9),40663,4500.0,24.0,0.0,0.0,27.8704,0.0,0.0,0.0,21.3942,27.2422,39.6145
E-Pace P300,Jaguar,2019,ICE,4.0,2.0,Automatic (S9),40664,4500.0,23.0,0.0,0.0,27.3565,0.0,0.0,0.0,20.9627,26.5537,38.7599
Discovery Sport Si4,Land Rover,2019,ICE,4.0,2.0,Automatic (S9),40667,4833.333333333333,22.0,0.0,0.0,25.217,0.0,0.0,0.0,20.0948,25.3502,35.5146
911 GT3 RS,Porsche,2019,ICE,6.0,4.0,Automatic (AM-S7),40685,3802.0833333333335,16.0,0.0,0.0,19.2,0.0,0.0,0.0,14.6,18.0,26.5
Veloster N,Hyundai,2019,ICE,4.0,2.0,Manual 6-spd,40693,3260.416666666667,25.0,0.0,0.0,28.498,0.0,0.0,0.0,22.2716,27.3623,38.4933
Yaris,Toyota,2019,ICE,4.0,1.5,Manual 6-spd,40696,2625.0,34.0,0.0,0.0,39.0,0.0,0.0,0.0,30.0,40.8658,59.3
Yaris,Toyota,2019,ICE,4.0,1.5,Automatic (S6),40697,2625.0,35.0,0.0,0.0,40.0,0.0,0.0,0.0,32.2357,43.0775,60.2598
Fusion Hybrid Taxi,Ford,2019,HEV,4.0,2.0,Automatic (variable gear ratios),40704,3992.6470588235293,41.0,0.0,0.0,40.0,0.0,0.0,0.0,43.0,62.1527,62.4712
ES 350,Lexus,2019,ICE,6.0,3.5,Automatic (S8),40711,4000.0,26.0,0.0,0.0,32.5098,0.0,0.0,0.0,21.976700000000005,28.0138,46.955000000000005
ES 350 F Sport,Lexus,2019,ICE,6.0,3.5,Automatic (S8),40712,4000.0,25.0,0.0,0.0,31.1662,0.0,0.0,0.0,21.6093,27.5,44.79999999999999
MKZ AWD,Lincoln,2019,ICE,4.0,2.0,Automatic (S6),40714,4250.0,23.0,0.0,0.0,28.5152,0.0,0.0,0.0,19.8441,25.0552,40.6079
