,Unnamed: 0,VehicleID_x,Year_x,MFRCode,Make,Model,Range,RangeHwy,atvType,UHighway,UCity,city08U,highway08U,VehicleID_y,Year_y,CurbWeight,embodied_emissions,usage_emissions,total_emissions
202,202,46129,2023,HNX,acura,tlx type-s perf tire,0,0.0,ICE,35.2,24.0,19.0736,24.0,9,2023.0,4215.0,6862609.127952756,34508818.704,41371427.83195276
203,203,46134,2023,TYX,lexus,ls 500h awd,0,0.0,HEV,39.0,29.2,22.0,28.5542,227,2023.0,5080.0,7325916.862510866,40563140.002,47889056.864510864
204,204,46136,2023,TYX,lexus,ls 500 awd,0,0.0,ICE,39.3533,22.1,17.0,27.0,226,2023.0,4900.0,7865067.076386359,35644500.0,43509567.07638636
205,205,46137,2023,HNX,honda,civic 5dr,0,0.0,ICE,58.5,42.1,31.0,39.4957,147,2023.0,3037.065,5138769.268845987,56512588.367000006,61651357.63584599
206,206,46137,2023,HNX,honda,civic 5dr,0,0.0,ICE,58.5,42.1,31.0,39.4957,148,2023.0,3194.0,5368434.579995517,56512588.367000006,61881022.94699553
207,207,46138,2023,HNX,honda,civic 5dr,0,0.0,ICE,54.9,40.2,30.3497,37.3549,147,2023.0,3037.065,5138769.268845987,54183695.55200001,59322464.82084599
208,208,46138,2023,HNX,honda,civic 5dr,0,0.0,ICE,54.9,40.2,30.3497,37.3549,148,2023.0,3194.0,5368434.579995517,54183695.55200001,59552130.13199553
209,209,46139,2023,HNX,honda,civic 5dr,0,0.0,ICE,54.9,36.2,27.6717,37.3549,147,2023.0,3037.065,5138769.268845987,52274576.13200001,57413345.40084599
210,210,46139,2023,HNX,honda,civic 5dr,0,0.0,ICE,54.9,36.2,27.6717,37.3549,148,2023.0,3194.0,5368434.579995517,52274576.13200001,57643010.71199553
211,211,46140,2023,HNX,honda,civic 5dr,0,0.0,ICE,53.8,37.8,28.7509,36.6941,147,2023.0,3037.065,5138769.268845987,52468165.37200001,57606934.640846
212,212,46140,2023,HNX,honda,civic 5dr,0,0.0,ICE,53.8,37.8,28.7509,36.6941,148,2023.0,3194.0,5368434.579995517,52468165.37200001,57836599.95199552
213,213,46141,2023,HNX,honda,civic 5dr,0,0.0,ICE,52.5,33.9,26.1013,35.909,147,2023.0,3037.065,5138769.268845987,49895226.547000006,55033995.815845996
214,214,46141,2023,HNX,honda,civic 5dr,0,0.0,ICE,52.5,33.9,26.1013,35.909,148,2023.0,3194.0,5368434.579995517,49895226.547000006,55263661.12699552
215,215,46142,2023,HNX,honda,civic 5dr,0,0.0,ICE,40.199,26.4491,21.7346,28.0,147,2023.0,3037.065,5138769.268845987,39891058.99400001,45029828.26284599
216,216,46142,2023,HNX,honda,civic 5dr,0,0.0,ICE,40.199,26.4491,21.7346,28.0,148,2023.0,3194.0,5368434.579995517,39891058.99400001,45259493.57399553
217,217,46150,2023,TYX,lexus,nx 350 awd,0,0.0,ICE,41.4673,29.095,22.0,29.0627,228,2023.0,4035.0,6599189.521065094,41006201.137,47605390.658065096
218,218,46151,2023,TYX,lexus,nx 350 awd,0,0.0,ICE,40.6,28.7,22.4655,28.0,228,2023.0,4035.0,6599189.521065094,40412110.29500001,47011299.8160651
219,219,46153,2023,MTX,mitsubishi,outlander sport 4wd,0,0.0,ICE,41.8169,30.1356,23.4813,29.2848,255,2023.0,3324.0,5558682.073858827,42255723.04500001,47814405.11885884
220,220,46154,2023,MTX,mitsubishi,outlander sport 4wd,0,0.0,ICE,40.4965,29.5312,23.0548,28.4441,255,2023.0,3324.0,5558682.073858827,41219165.143,46777847.21685883
221,221,46155,2023,TYX,toyota,highlander awd,0,0.0,ICE,39.3,27.0,21.2505,27.6779,397,2023.0,4370.0,7089442.678328242,39265299.994,46354742.67232825
222,222,46156,2023,BMX,bmw,alpina xb7,0,0.0,HEV,28.0,19.2,15.5008,20.2334,40,2023.0,5948.327683615819,8459480.512436068,28679929.066,37139409.57843607
223,223,46202,2023,FMX,ford,bronco raptor 4wd,0,0.0,ICE,24.0,18.5,14.9703,15.8555,97,2023.0,5725.0,9072406.941288143,24487232.872,33559639.813288145
224,224,46204,2023,TSL,tesla,model 3 long range awd,358,345.4,EV,173.4,184.5,134.2791,126.2005,410,2023.0,4052.0,6306063.091702035,20388831.584575545,26694894.676277578
225,225,46205,2023,TSL,tesla,model 3 performance awd,315,299.0,EV,143.1,157.3,117.5346,106.9243,411,2023.0,4065.0,6324067.588294367,23699435.335411612,30023502.92370598
226,226,46206,2023,TSL,tesla,model 3 rwd,272,260.6,EV,170.1,185.3,137.5297,126.2482,412,2023.0,3880.0,6067849.752172729,20157656.248040173,26225506.0002129
227,227,46211,2023,TSL,tesla,model y awd,279,263.3,EV,150.9,167.3,128.5031,115.9063,419,2023.0,4356.0,6727091.319707321,21774252.399442162,28501343.719149485
228,228,46212,2023,TSL,tesla,model y long range awd,330,315.7,EV,152.1,164.8,126.5829,116.828,420,2023.0,4381.0,6761715.351615651,21838407.904743325,28600123.256358974
229,229,46213,2023,TSL,tesla,model y performance awd,303,0.0,EV,137.5,149.6,114.9078,105.6138,421,2023.0,4416.0,6810188.996287312,24110161.35424523,30920350.350532543
230,230,46218,2023,TYX,toyota,gr corolla,0,0.0,ICE,40.295,26.8912,21.1723,28.3153,396,2023.0,3270.0,5479656.191792529,39764924.99000001,45244581.18179254
231,231,46245,2023,VGA,bentley,flying spur hybrid,0,0.0,PHEV,30.5,21.5,17.2268,21.9137,38,2023.0,5690.0,8084102.174406436,31374439.399,39458541.573406436
232,232,46248,2023,BMX,bmw,x5 xdrive45e,0,0.0,PHEV,31.9,24.3,19.2381,22.0961,49,2023.0,5646.0,8026957.0609312365,32967202.000000004,40994159.06093124
233,233,46249,2023,CRX,chrysler,pacifica hybrid,0,0.0,PHEV,42.7998,42.7429,29.4158,29.6499,79,2023.0,5069.0,7277576.82285874,46804484.031,54082060.85385874
234,234,46252,2023,CRX,jeep,wrangler 4dr 4xe,0,0.0,PHEV,29.8,27.6,20.3076,19.8362,194,2023.0,5361.0,7656812.575921424,31760564.386000004,39417376.96192142
235,235,46253,2023,CRX,jeep,grand cherokee 4xe,0,0.0,PHEV,37.4,30.3,22.8474,24.299,187,2023.0,5396.0,7702268.916185788,37459644.67600001,45161913.592185795
236,236,46258,2023,PRX,porsche,panamera turbo s e-hybrid,0,0.0,PHEV,30.1,22.3,17.8416,21.6794,352,2023.0,5408.0,7717853.947133569,31608576.238000005,39326430.18513358
237,237,46259,2023,PRX,porsche,cayenne turbo s e-hybrid,0,0.0,PHEV,26.9,21.2,17.0142,19.5061,346,2023.0,5677.0,8067218.390879673,29125113.029000003,37192331.419879675
238,238,46264,2023,CRX,dodge,challenger,0,0.0,ICE,43.1,23.9,19.0003,30.0971,80,2023.0,4211.0,6856755.358910808,39769028.068,46625783.42691081
239,239,46265,2023,CRX,dodge,challenger,0,0.0,ICE,35.1989,19.8,15.9536,25.0202,80,2023.0,4211.0,6856755.358910808,33173512.366,40030267.72491081
240,240,46266,2023,CRX,dodge,challenger,0,0.0,ICE,32.6,18.7,15.1221,23.3102,80,2023.0,4211.0,6856755.358910808,31090804.231,37947559.589910805
241,241,46267,2023,CRX,dodge,challenger,0,0.0,ICE,34.2974,18.1912,14.7354,24.4293,80,2023.0,4211.0,6856755.358910808,31790212.689000007,38646968.04791082
242,242,46268,2023,CRX,dodge,challenger,0,0.0,ICE,31.4,17.3,14.0551,22.5138,80,2023.0,4211.0,6856755.358910808,29636239.317,36492994.67591081
243,243,46272,2023,CRX,dodge,challenger awd,0,0.0,ICE,38.1,23.0,18.3385,26.9053,81,2023.0,4085.0,6672361.634089444,36516190.208000004,43188551.842089444
244,244,46277,2023,CRX,chrysler,300,0,0.0,ICE,43.1,23.9,19.0003,30.0971,78,2023.0,4375.0,7096759.889630677,39769028.068,46865787.95763068
245,245,46278,2023,CRX,chrysler,300,0,0.0,ICE,35.1989,19.8,15.9536,25.0202,78,2023.0,4375.0,7096759.889630677,33173512.366,40270272.25563068
246,246,46279,2023,CRX,chrysler,300,0,0.0,ICE,34.2974,18.1912,14.7354,24.4293,78,2023.0,4375.0,7096759.889630677,31790212.689000007,38886972.578630686
247,247,46283,2023,CRX,dodge,charger srt widebody,0,0.0,ICE,28.4,15.1,12.3581,20.5036,82,2023.0,4624.0,7461157.012491943,26674957.625000004,34136114.63749195
248,248,46285,2023,CRX,dodge,charger widebody,0,0.0,ICE,34.2974,18.1912,14.7354,24.4293,83,2023.0,4411.0,7149443.81100821,31790212.689000007,38939656.50000822
249,249,46335,2023,FMX,ford,mustang,0,0.0,ICE,42.1258,26.3418,20.7765,29.4808,120,2023.0,3854.496551724138,6335033.146694565,40498274.933,46833308.07969456
250,250,46336,2023,FMX,ford,mustang,0,0.0,ICE,31.5043,18.1516,14.7053,23.8439,120,2023.0,3854.496551724138,6335033.146694565,31258689.826000005,37593722.97269457
251,251,46337,2023,FMX,ford,mustang,0,0.0,ICE,46.6,27.5,21.6093,32.2893,120,2023.0,3854.496551724138,6335033.146694565,43539043.86000001,49874077.00669457
252,252,46340,2023,FMX,ford,mustang,0,0.0,ICE,34.2463,19.1494,15.4625,24.3958,120,2023.0,3854.496551724138,6335033.146694565,32279366.123000003,38614399.26969457
253,253,46343,2023,FMX,ford,mustang,0,0.0,ICE,44.0964,26.667,21.011,30.7247,120,2023.0,3854.496551724138,6335033.146694565,41749270.14700001,48084303.29369457
254,254,46361,2023,TYX,toyota,prius awd xle/ltd,0,0.0,HEV,69.3,71.0,49.0,50.0,400,2023.0,3310.0,5015259.609234443,78497110.0,83512369.60923444
255,255,46363,2023,HNX,honda,accord,0,0.0,ICE,55.7106,39.237,29.0,37.0,145,2023.0,3399.191304347826,5668720.206262577,52912280.00000001,58581000.20626259
256,256,46367,2023,FMX,ford,maverick awd,0,0.0,ICE,42.0,27.5,21.6093,28.0,114,2023.0,3866.0,6351867.779042789,39801733.877000004,46153601.65604279
257,257,46368,2023,FMX,ford,maverick tremor awd,0,0.0,ICE,36.1,24.9,19.7311,23.8419,115,2023.0,3866.0,6351867.779042789,34839789.76800001,41191657.547042795
258,258,46389,2023,FMX,ford,escape awd hev,0,0.0,HEV,52.5399,59.0616,42.1351,35.9332,100,2023.0,3770.0,5615769.403871253,61346647.93100001,66962417.33487126
259,259,46391,2023,TYX,lexus,rx 500h awd,0,0.0,HEV,40.0396,36.1324,27.0,28.152,231,2023.0,4750.0,6895116.35766272,43777149.12,50672265.47766272
260,260,46396,2023,FMX,lincoln,corsair awd,0,0.0,ICE,40.2717,26.5487,20.9257,28.3004,243,2023.0,3945.0,6467479.717621262,39576143.797000006,46043623.514621265
261,261,46409,2023,FMX,ford,explorer awd,0,0.0,ICE,38.5,25.8,20.3848,27.1633,103,2023.0,4431.0,7178712.65621795,38199774.995,45378487.651217945
262,262,46410,2023,FMX,ford,explorer awd,0,0.0,ICE,34.8,22.2,17.7469,24.0,103,2023.0,4431.0,7178712.65621795,33563027.54100001,40741740.197217956
263,263,46411,2023,FMX,ford,explorer awd,0,0.0,ICE,34.5022,22.0009,17.5992,24.0,103,2023.0,4431.0,7178712.65621795,33457733.688,40636446.34421795
264,264,46416,2023,FMX,ford,explorer awd,0,0.0,ICE,38.5,24.7,19.5853,26.0,103,2023.0,4431.0,7178712.65621795,36616224.517000005,43794937.17321795
265,265,46417,2023,FMX,ford,explorer timberline awd,0,0.0,ICE,35.2,23.6,18.7801,21.4515,105,2023.0,4583.0,7401155.879811976,32079051.954,39480207.833811976
266,266,46420,2023,FMX,ford,explorer timberline awd,0,0.0,ICE,35.2,24.2,19.22,22.3711,105,2023.0,4583.0,7401155.879811976,33193908.941,40595064.82081197
267,267,46424,2023,HNX,honda,pilot awd trailsport,0,0.0,ICE,32.0,22.6,18.0431,22.9126,153,2023.0,4721.0,7603110.911759184,32826723.065,40429833.97675919
