Model,Make,Year,atvType,cylinders,displ,trany,VehicleID,AdjWeight,comb08,combinedUF,combE,highway08U,rangeHwyA,RangeHwy,Range,city08U,UCity,UHighway
LS 460,Lexus,2012,ICE,8.0,4.6,Automatic (S8),1688,5083.333333333333,19.0,0.0,0.0,24.2667,0.0,0.0,0.0,16.2541,20.1995,34.0499
LS 460 AWD,Lexus,2012,ICE,8.0,4.6,Automatic (S8),1689,5083.333333333333,18.0,0.0,0.0,23.012,0.0,0.0,0.0,15.727399999999998,19.5,32.1499
LS 460 L,Lexus,2012,ICE,8.0,4.6,Automatic (S8),1690,5083.333333333333,19.0,0.0,0.0,24.2667,0.0,0.0,0.0,16.2541,20.1995,34.0499
LS 460 L AWD,Lexus,2012,ICE,8.0,4.6,Automatic (S8),1691,5083.333333333333,18.0,0.0,0.0,23.012,0.0,0.0,0.0,15.727399999999998,19.5,32.1499
LS 600h L,Lexus,2012,HEV,8.0,5.0,Automatic (AV-S8),1692,5083.333333333333,20.0,0.0,0.0,23.2848,0.0,0.0,0.0,18.5788,24.7,30.3
Camry Hybrid LE,Toyota,2012,HEV,4.0,2.5,Automatic (variable gear ratios),1693,3729.1666666666665,40.0,0.0,0.0,38.1018,0.0,0.0,0.0,41.8313,58.5479,56.1496
Camry Hybrid XLE,Toyota,2012,HEV,4.0,2.5,Automatic (variable gear ratios),1694,3729.1666666666665,39.0,0.0,0.0,37.1487,0.0,0.0,0.0,39.7419,55.0557,54.556099999999994
Lancer Sportback,Mitsubishi,2012,ICE,4.0,2.0,Automatic (AV-S6),1695,3611.1111111111113,27.0,0.0,0.0,31.641499999999997,0.0,0.0,0.0,24.3138,31.322,45.56
Lancer Sportback,Mitsubishi,2012,ICE,4.0,2.4,Automatic (AV-S6),1696,3611.1111111111113,25.0,0.0,0.0,28.192899999999998,0.0,0.0,0.0,22.247,28.392800000000005,40.1036
F150 Pickup 2WD,Ford,2012,ICE,8.0,6.2,Automatic (S6),1697,5801.020408163265,15.0,0.0,0.0,17.663,0.0,0.0,0.0,12.6531,15.4802,24.2305
F150 Pickup 2WD FFV,Ford,2012,FCV,6.0,3.7,Automatic 6-spd,1698,5801.020408163265,19.0,0.0,0.0,22.5123,0.0,0.0,0.0,16.6421,20.717000000000002,31.397700000000004
F150 Pickup 2WD FFV,Ford,2012,FCV,6.0,3.7,Automatic (S6),1699,5801.020408163265,19.0,0.0,0.0,22.512399999999996,0.0,0.0,0.0,16.6423,20.7172,31.3979
F150 Pickup 2WD,Ford,2012,ICE,6.0,3.5,Automatic 6-spd,1700,5801.020408163265,19.0,0.0,0.0,22.1868,0.0,0.0,0.0,16.3035,20.2653,30.9091
F150 Pickup 2WD,Ford,2012,ICE,6.0,3.5,Automatic (S6),1701,5801.020408163265,18.0,0.0,0.0,22.177699999999998,0.0,0.0,0.0,16.2803,20.2344,30.8955
F150 Pickup 2WD FFV,Ford,2012,FCV,8.0,5.0,Automatic 6-spd,1702,5801.020408163265,17.0,0.0,0.0,20.6891,0.0,0.0,0.0,15.0561,18.613,28.6752
F150 Pickup 2WD FFV,Ford,2012,FCV,8.0,5.0,Automatic (S6),1703,5801.020408163265,17.0,0.0,0.0,20.6404,0.0,0.0,0.0,15.0373,18.5883,28.6029
F150 Raptor Pickup 4WD,Ford,2012,ICE,8.0,6.2,Automatic (S6),1704,5801.020408163265,13.0,0.0,0.0,15.8424,0.0,0.0,0.0,11.5784,14.1,21.6
F150 Pickup 4WD,Ford,2012,ICE,8.0,6.2,Automatic (S6),1705,5801.020408163265,13.0,0.0,0.0,15.9851,0.0,0.0,0.0,11.627,14.1621,21.8049
F150 Pickup 4WD FFV,Ford,2012,FCV,6.0,3.7,Automatic 6-spd,1706,5801.020408163265,18.0,0.0,0.0,20.6789,0.0,0.0,0.0,15.792999999999997,19.586899999999996,28.66
F150 Pickup 4WD FFV,Ford,2012,FCV,6.0,3.7,Automatic (S6),1707,5801.020408163265,18.0,0.0,0.0,20.679400000000005,0.0,0.0,0.0,15.7933,19.5874,28.6608
F150 Pickup 4WD,Ford,2012,ICE,6.0,3.5,Automatic (S6),1708,5801.020408163265,17.0,0.0,0.0,20.863,0.0,0.0,0.0,15.131,18.7117,28.9333
F150 Pickup 4WD,Ford,2012,ICE,6.0,3.5,Automatic 6-spd,1709,5801.020408163265,17.0,0.0,0.0,20.8693,0.0,0.0,0.0,15.147,18.7328,28.9427
F150 Pickup 4WD FFV,Ford,2012,FCV,8.0,5.0,Automatic 6-spd,1710,5801.020408163265,16.0,0.0,0.0,19.172,0.0,0.0,0.0,14.2042,17.4949,26.435399999999998
F150 Pickup 4WD FFV,Ford,2012,FCV,8.0,5.0,Automatic (S6),1711,5801.020408163265,16.0,0.0,0.0,19.151100000000003,0.0,0.0,0.0,14.1978,17.4866,26.4047
Ridgeline Truck 4WD,Honda,2012,ICE,6.0,3.5,Automatic 5-spd,1712,5000.0,17.0,0.0,0.0,20.7732,0.0,0.0,0.0,15.5008,19.2,28.8
CR-V 2WD,Honda,2012,ICE,4.0,2.4,Automatic 5-spd,1713,3729.1666666666665,26.0,0.0,0.0,30.3267,0.0,0.0,0.0,22.7448,29.0933,43.4641
CX-7 2WD,Mazda,2012,ICE,4.0,2.3,Automatic (S6),1714,4041.6666666666665,20.0,0.0,0.0,23.6143,0.0,0.0,0.0,17.9691,22.5,34.7
4Runner 2WD,Toyota,2012,ICE,6.0,4.0,Automatic (S5),1715,4875.0,19.0,0.0,0.0,22.5138,0.0,0.0,0.0,17.3012,21.6,31.4
X3 xDrive28i,BMW,2012,ICE,6.0,3.0,Automatic (S8),1716,4500.0,21.0,0.0,0.0,25.2316,0.0,0.0,0.0,18.8846,23.7423,35.5224
X3 xDrive35i,BMW,2012,ICE,6.0,3.0,Automatic (S8),1717,4500.0,21.0,0.0,0.0,25.5387,0.0,0.0,0.0,18.7789,23.5983,35.9931
X5 xDrive35d,BMW,2012,ICE,6.0,3.0,Automatic (S6),1718,5437.5,21.0,0.0,0.0,25.8554,0.0,0.0,0.0,18.848,23.6924,36.4795
CR-V 4WD,Honda,2012,ICE,4.0,2.4,Automatic 5-spd,1719,3729.1666666666665,25.0,0.0,0.0,29.1666,0.0,0.0,0.0,22.1318,28.2312,41.6308
LR2,Land Rover,2012,ICE,6.0,3.2,Automatic (S6),1720,4500.0,18.0,0.0,0.0,21.8114,0.0,0.0,0.0,15.0703,18.6318,30.347
CX-7 4WD,Mazda,2012,ICE,4.0,2.3,Automatic (S6),1721,4041.6666666666665,19.0,0.0,0.0,21.1212,0.0,0.0,0.0,17.2268,21.5,31.7
4Runner 4WD,Toyota,2012,ICE,6.0,4.0,Automatic (S5),1722,4875.0,19.0,0.0,0.0,21.5792,0.0,0.0,0.0,16.6294,20.7,30.0
Outlander Sport 2WD,Mitsubishi,2012,ICE,4.0,2.0,Automatic (AV-S6),1723,3748.1398809523807,27.0,0.0,0.0,30.4729,0.0,0.0,0.0,24.5344,31.6378,43.6961
Outlander Sport 2WD,Mitsubishi,2012,ICE,4.0,2.0,Manual 5-spd,1724,3748.1398809523807,26.0,0.0,0.0,30.1391,0.0,0.0,0.0,23.5385,30.2167,43.1666
Outlander Sport 4WD,Mitsubishi,2012,ICE,4.0,2.0,Automatic (AV-S6),1725,3748.1398809523807,25.0,0.0,0.0,27.6448,0.0,0.0,0.0,22.5094,28.7617,39.2485
MV-1 CNG,VPG,2012,,8.0,4.6,Automatic 4-spd,1726,5321.428571428572,13.0,0.0,0.0,15.9,0.0,0.0,0.0,11.3,13.8,21.9
MV-1,VPG,2012,ICE,8.0,4.6,Automatic 4-spd,1727,5321.428571428572,15.0,0.0,0.0,17.6091,0.0,0.0,0.0,12.747,15.7,24.3
Verano,Buick,2012,FCV,4.0,2.4,Automatic (S6),1728,3750.0,24.0,0.0,0.0,30.9781,0.0,0.0,0.0,20.7463,26.3,44.5
Avalon,Toyota,2012,ICE,6.0,3.5,Automatic (S6),1729,3875.0,22.0,0.0,0.0,27.6779,0.0,0.0,0.0,19.3663,24.4,39.3
Captiva FWD,Chevrolet,2012,ICE,6.0,3.0,Automatic 6-spd,1730,4250.0,19.0,0.0,0.0,23.772,0.0,0.0,0.0,16.8506,20.9957,33.2988
CX-7 2WD,Mazda,2012,ICE,4.0,2.5,Automatic (S5),1731,4041.6666666666665,22.0,0.0,0.0,26.7958,0.0,0.0,0.0,19.7311,24.9,38.4
Captiva AWD,Chevrolet,2012,ICE,6.0,3.0,Automatic 6-spd,1732,4250.0,18.0,0.0,0.0,22.1788,0.0,0.0,0.0,16.2451,20.1876,30.8971
Corolla,Toyota,2012,ICE,4.0,1.8,Automatic 4-spd,1733,3241.666666666667,29.0,0.0,0.0,33.5269,0.0,0.0,0.0,25.8259,33.5,48.6
Corolla,Toyota,2012,ICE,4.0,1.8,Manual 5-spd,1734,3241.666666666667,29.0,0.0,0.0,33.372,0.0,0.0,0.0,26.8491,34.991,48.3487
Sonata Hybrid,Hyundai,2012,HEV,4.0,2.4,Automatic 6-spd,1735,3656.25,36.0,0.0,0.0,39.0,0.0,0.0,0.0,34.0,47.2,59.9
Optima Hybrid,Kia,2012,HEV,4.0,2.4,Automatic 6-spd,1736,3600.0,36.0,0.0,0.0,38.0,0.0,0.0,0.0,34.0,46.8,56.3
Azera,Hyundai,2012,ICE,6.0,3.3,Automatic 6-spd,1737,4000.0,23.0,0.0,0.0,28.0,0.0,0.0,0.0,20.1673,25.5,40.8494
RAV4 2WD,Toyota,2012,ICE,4.0,2.5,Automatic 4-spd,1738,4006.944444444445,24.0,0.0,0.0,27.9345,0.0,0.0,0.0,21.4659,27.3,39.7
RAV4 2WD,Toyota,2012,ICE,6.0,3.5,Automatic 5-spd,1739,4006.944444444445,22.0,0.0,0.0,26.4203,0.0,0.0,0.0,19.3651,24.3984,37.3499
Venza,Toyota,2012,ICE,4.0,2.7,Automatic (S6),1740,4300.0,23.0,0.0,0.0,26.8,0.0,0.0,0.0,20.8185,26.4,40.6
Venza,Toyota,2012,ICE,6.0,3.5,Automatic (S6),1741,4300.0,21.0,0.0,0.0,25.7386,0.0,0.0,0.0,18.8536,23.7,36.3
RAV4 4WD,Toyota,2012,ICE,4.0,2.5,Automatic 4-spd,1742,4006.944444444445,23.0,0.0,0.0,27.128200000000003,0.0,0.0,0.0,21.1002,26.791,38.4455
RAV4 4WD,Toyota,2012,ICE,6.0,3.5,Automatic 5-spd,1743,4006.944444444445,22.0,0.0,0.0,25.9661,0.0,0.0,0.0,18.9975,23.896200000000004,36.6499
Venza AWD,Toyota,2012,ICE,4.0,2.7,Automatic (S6),1744,4300.0,22.0,0.0,0.0,25.3,0.0,0.0,0.0,20.2399,25.6,38.7
Venza AWD,Toyota,2012,ICE,6.0,3.5,Automatic (S6),1745,4300.0,21.0,0.0,0.0,24.9555,0.0,0.0,0.0,18.3385,23.0,35.1
CC,Volkswagen,2013,ICE,4.0,2.0,Automatic (AM-S6),1746,3625.0,25.0,0.0,0.0,31.0367,0.0,0.0,0.0,21.8706,26.977,42.4936
CC,Volkswagen,2013,ICE,6.0,3.6,Automatic (S6),1747,3625.0,21.0,0.0,0.0,26.5716,0.0,0.0,0.0,17.4935,21.2,35.1
CC 4motion,Volkswagen,2013,ICE,6.0,3.6,Automatic (S6),1748,3625.0,20.0,0.0,0.0,25.219,0.0,0.0,0.0,16.9415,20.5,33.5
Malibu eAssist,Chevrolet,2013,HEV,4.0,2.4,Automatic (S6),1749,3843.75,29.0,0.0,0.0,35.534,0.0,0.0,0.0,24.7726,31.9796,51.8816
GS 350,Lexus,2013,ICE,6.0,3.5,Automatic (S6),1750,4250.0,23.0,0.0,0.0,28.2234,0.0,0.0,0.0,19.4325,24.1499,38.5
GS 350 AWD,Lexus,2013,ICE,6.0,3.5,Automatic (S6),1751,4250.0,21.0,0.0,0.0,26.3573,0.0,0.0,0.0,18.5752,23.5261,36.2109
CX-5 4WD,Mazda,2013,ICE,4.0,2.0,Automatic (S6),1752,3650.0,27.0,0.0,0.0,30.3216,0.0,0.0,0.0,25.3116,32.7559,43.456
XC90 FWD,Volvo,2013,ICE,6.0,3.2,Automatic (S6),1753,5000.0,19.0,0.0,0.0,23.0453,0.0,0.0,0.0,15.9536,19.8,32.2
XC90 AWD,Volvo,2013,ICE,6.0,3.2,Automatic (S6),1754,5000.0,18.0,0.0,0.0,22.4489,0.0,0.0,0.0,15.9368,19.7777,31.3024
Genesis Coupe,Hyundai,2013,ICE,4.0,2.0,Automatic 8-spd,1755,4187.5,21.0,0.0,0.0,26.629499999999997,0.0,0.0,0.0,17.446,21.7946,37.6731
Genesis Coupe,Hyundai,2013,ICE,4.0,2.0,Manual 6-spd,1756,4187.5,24.0,0.0,0.0,29.2741,0.0,0.0,0.0,20.6741,26.2,41.8
Genesis Coupe,Hyundai,2013,ICE,6.0,3.8,Automatic 8-spd,1757,4187.5,19.0,0.0,0.0,24.5605,0.0,0.0,0.0,16.4675,20.4839,34.4972
Genesis Coupe,Hyundai,2013,ICE,6.0,3.8,Manual 6-spd,1758,4187.5,21.0,0.0,0.0,26.7761,0.0,0.0,0.0,18.1909,22.8,37.9
CC,Volkswagen,2013,ICE,4.0,2.0,Manual 6-spd,1759,3625.0,25.0,0.0,0.0,31.7255,0.0,0.0,0.0,20.8232,25.7303,43.9687
MKS AWD,Lincoln,2013,ICE,6.0,3.7,Automatic (S6),1760,4562.5,21.0,0.0,0.0,25.9987,0.0,0.0,0.0,18.0431,22.6,36.7
MKS AWD,Lincoln,2013,ICE,6.0,3.5,Automatic (S6),1761,4562.5,20.0,0.0,0.0,25.0,0.0,0.0,0.0,17.1523,21.4,35.6
MKS FWD,Lincoln,2013,ICE,6.0,3.7,Automatic (S6),1762,4562.5,21.0,0.0,0.0,26.5429,0.0,0.0,0.0,17.9906,22.529,37.5393
Explorer FWD,Ford,2013,ICE,4.0,2.0,Automatic 6-spd,1763,4900.0,23.0,0.0,0.0,27.383500000000005,0.0,0.0,0.0,19.8171,25.0181,38.842
CX-5 2WD,Mazda,2013,ICE,4.0,2.0,Automatic (S6),1764,3650.0,28.0,0.0,0.0,31.6039,0.0,0.0,0.0,26.2719,34.1482,45.4998
CX-5 2WD,Mazda,2013,ICE,4.0,2.0,Manual 6-spd,1765,3650.0,29.0,0.0,0.0,33.7116,0.0,0.0,0.0,25.9637,33.7,48.9
LX 570,Lexus,2013,ICE,8.0,5.7,Automatic (S6),1766,6500.0,14.0,0.0,0.0,17.3666,0.0,0.0,0.0,12.4357,15.2,23.8
6,Mazda,2013,ICE,6.0,3.7,Automatic (S6),1767,3875.0,21.0,0.0,0.0,26.6826,0.0,0.0,0.0,17.7357,21.7,34.6
Taurus AWD,Ford,2013,ICE,6.0,3.5,Automatic (S6),1768,4511.363636363636,21.0,0.0,0.0,25.5432,0.0,0.0,0.0,18.117,22.7,36.0
Taurus AWD FFV,Ford,2013,FCV,6.0,3.5,Automatic (S6),1769,4511.363636363636,21.0,0.0,0.0,25.5432,0.0,0.0,0.0,18.117,22.7,36.0
Taurus FWD,Ford,2013,ICE,6.0,3.5,Automatic (S6),1770,4511.363636363636,22.0,0.0,0.0,28.1465,0.0,0.0,0.0,19.3144,24.328999999999997,40.0311
Edge FWD,Ford,2013,ICE,4.0,2.0,Automatic 6-spd,1771,4500.0,24.0,0.0,0.0,29.3376,0.0,0.0,0.0,20.8906,26.5,41.9
Edge FWD,Ford,2013,ICE,6.0,3.5,Automatic (S6),1772,4500.0,22.0,0.0,0.0,27.0,0.0,0.0,0.0,18.7801,23.600000000000005,38.6
Edge FWD,Ford,2013,ICE,6.0,3.7,Automatic (S6),1773,4500.0,21.0,0.0,0.0,26.063599999999997,0.0,0.0,0.0,18.7066,23.5,36.8
Edge AWD,Ford,2013,ICE,6.0,3.5,Automatic (S6),1774,4500.0,20.0,0.0,0.0,25.217,0.0,0.0,0.0,17.7469,22.2,35.5
Edge AWD,Ford,2013,ICE,6.0,3.7,Automatic (S6),1775,4500.0,19.0,0.0,0.0,22.7809,0.0,0.0,0.0,17.2633,21.5491,31.801599999999997
Explorer AWD FFV,Ford,2013,FCV,6.0,3.5,Automatic (S6),1776,4900.0,19.0,0.0,0.0,22.7134,0.0,0.0,0.0,16.5545,20.6,31.7
Mustang,Ford,2013,ICE,6.0,3.7,Automatic 6-spd,1777,4047.979797979798,23.0,0.0,0.0,30.4395,0.0,0.0,0.0,19.2053,24.1798,43.6431
Mustang,Ford,2013,ICE,6.0,3.7,Manual 6-spd,1778,4047.979797979798,22.0,0.0,0.0,28.574,0.0,0.0,0.0,18.5595,23.3,40.7
Mustang,Ford,2013,ICE,8.0,5.0,Automatic 6-spd,1779,4047.979797979798,20.0,0.0,0.0,24.9515,0.0,0.0,0.0,17.5859,21.9829,35.0939
Mustang,Ford,2013,ICE,8.0,5.0,Manual 6-spd,1780,4047.979797979798,19.0,0.0,0.0,25.282300000000003,0.0,0.0,0.0,15.5004,19.1995,35.6
Mustang Convertible,Ford,2013,ICE,6.0,3.7,Automatic 6-spd,1781,4047.979797979798,23.0,0.0,0.0,29.0745,0.0,0.0,0.0,19.2257,24.2077,41.4859
Rio,Kia,2013,ICE,4.0,1.6,Automatic 6-spd,1782,2843.75,31.0,0.0,0.0,36.0,0.0,0.0,0.0,28.0,38.7,56.5
Rio,Kia,2013,ICE,4.0,1.6,Manual 6-spd,1783,2843.75,32.0,0.0,0.0,37.0,0.0,0.0,0.0,29.0,39.5,56.8
Rio Eco,Kia,2013,ICE,4.0,1.6,Automatic 6-spd,1784,2843.75,32.0,0.0,0.0,36.0,0.0,0.0,0.0,30.0,40.7278,56.955
Elantra,Hyundai,2013,ICE,4.0,1.8,Automatic 6-spd,1785,3050.0,32.0,0.0,0.0,38.0,0.0,0.0,0.0,28.0,37.8169,56.5
Elantra,Hyundai,2013,ICE,4.0,1.8,Manual 6-spd,1786,3050.0,32.0,0.0,0.0,38.0,0.0,0.0,0.0,28.0,38.2,56.5
Elantra Blue,Hyundai,2013,ICE,4.0,1.8,Automatic 6-spd,1787,3050.0,32.0,0.0,0.0,38.0,0.0,0.0,0.0,28.0,38.6483,57.079899999999995
Elantra Coupe,Hyundai,2013,ICE,4.0,1.8,Automatic 6-spd,1788,3050.0,31.0,0.0,0.0,37.0,0.0,0.0,0.0,27.0,35.9599,55.6829
Elantra Coupe,Hyundai,2013,ICE,4.0,1.8,Manual 6-spd,1789,3050.0,32.0,0.0,0.0,38.0,0.0,0.0,0.0,28.0,38.0,56.6
6,Mazda,2013,ICE,4.0,2.5,Automatic (S5),1790,3875.0,24.0,0.0,0.0,29.727,0.0,0.0,0.0,21.3496,27.1379,42.5144
6,Mazda,2013,ICE,4.0,2.5,Manual 6-spd,1791,3875.0,24.0,0.0,0.0,29.6545,0.0,0.0,0.0,21.1786,26.9,42.4
Taurus FWD FFV,Ford,2013,FCV,6.0,3.5,Automatic (S6),1792,4511.363636363636,22.0,0.0,0.0,28.1465,0.0,0.0,0.0,19.3144,24.328999999999997,40.0311
Panamera GTS,Porsche,2013,ICE,8.0,4.8,Automatic 7-spd,1793,4625.0,19.0,0.0,0.0,23.3764,0.0,0.0,0.0,15.878199999999998,19.7,32.7
MKT Livery AWD,Lincoln,2013,ICE,6.0,3.7,Automatic 6-spd,1794,5125.0,19.0,0.0,0.0,23.4426,0.0,0.0,0.0,16.779,20.9,32.8
Explorer 2WD FFV,Ford,2013,FCV,6.0,3.5,Automatic (S6),1795,4900.0,20.0,0.0,0.0,24.0365,0.0,0.0,0.0,17.1523,21.4,33.7
Explorer FWD,Ford,2013,ICE,6.0,3.5,Automatic (S6),1796,4900.0,20.0,0.0,0.0,24.0365,0.0,0.0,0.0,17.1523,21.4,33.7
Flex FWD,Ford,2013,ICE,6.0,3.5,Automatic (S6),1797,5156.25,20.0,0.0,0.0,24.6784,0.0,0.0,0.0,17.741,22.192,34.677
MKT FWD,Lincoln,2013,ICE,6.0,3.7,Automatic (S6),1798,5125.0,20.0,0.0,0.0,24.3654,0.0,0.0,0.0,17.3012,21.6,34.2
Flex AWD,Ford,2013,ICE,6.0,3.5,Automatic (S6),1799,5156.25,19.0,0.0,0.0,22.7134,0.0,0.0,0.0,16.5545,20.6,31.7
MKT AWD,Lincoln,2013,ICE,6.0,3.5,Automatic (S6),1800,5125.0,18.0,0.0,0.0,22.4473,0.0,0.0,0.0,16.1041,20.0,31.3
Sorento 2WD,Kia,2013,ICE,4.0,2.4,Automatic 6-spd,1801,4053.5714285714284,24.0,0.0,0.0,30.0,0.0,0.0,0.0,21.0,27.4,44.7
Sorento 2WD,Kia,2013,ICE,4.0,2.4,Manual 6-spd,1802,4053.5714285714284,22.0,0.0,0.0,26.3879,0.0,0.0,0.0,19.5853,24.7,37.3
Sorento 2WD,Kia,2013,ICE,6.0,3.5,Automatic 6-spd,1803,4053.5714285714284,22.0,0.0,0.0,25.4128,0.0,0.0,0.0,20.0221,25.3,35.8
Sorento 4WD,Kia,2013,ICE,4.0,2.4,Automatic 6-spd,1804,4053.5714285714284,22.0,0.0,0.0,26.0,0.0,0.0,0.0,20.0,26.0,38.9
Sorento 4WD,Kia,2013,ICE,6.0,3.5,Automatic 6-spd,1805,4053.5714285714284,20.0,0.0,0.0,24.1023,0.0,0.0,0.0,18.1909,22.8,33.8
Focus Electric,Ford,2012,EV,,,Automatic (variable gear ratios),1806,3273.1481481481483,105.0,0.0,32.0,98.9461,0.0,71.5259,76.0,110.048,157.2,141.4
500 Abarth,Fiat,2012,ICE,4.0,1.4,Manual 5-spd,1807,2730.7692307692305,30.0,0.0,0.0,33.4653,0.0,0.0,0.0,28.1452,36.9,48.5
Evora,Lotus,2012,ICE,6.0,3.5,Manual 6-spd,1808,3479.166666666667,21.0,0.0,0.0,26.4839,0.0,0.0,0.0,17.9744,21.5,34.7
Evora,Lotus,2012,ICE,6.0,3.5,Automatic (S6),1809,3479.166666666667,23.0,0.0,0.0,27.9648,0.0,0.0,0.0,19.5874,23.7,38.4
Sonic,Chevrolet,2012,ICE,4.0,1.4,Automatic (S6),1810,3062.5,30.0,0.0,0.0,36.1511,0.0,0.0,0.0,26.9235,35.1,52.9
Focus FWD FFV,Ford,2012,FCV,4.0,2.0,Manual 5-spd,1811,3273.1481481481483,29.0,0.0,0.0,34.6925,0.0,0.0,0.0,25.7569,33.4,50.5
Focus FWD FFV,Ford,2012,FCV,4.0,2.0,Automatic (AM6),1812,3273.1481481481483,31.0,0.0,0.0,36.6339,0.0,0.0,0.0,27.4002,35.8,53.70000000000001
Focus SFE FWD FFV,Ford,2012,FCV,4.0,2.0,Automatic (AM6),1813,3273.1481481481483,32.0,0.0,0.0,38.9636,0.0,0.0,0.0,27.807200000000005,36.4,57.6
Sonic 5,Chevrolet,2012,ICE,4.0,1.4,Automatic (S6),1814,3062.5,30.0,0.0,0.0,36.1511,0.0,0.0,0.0,26.9235,35.1,52.9
BRZ,Subaru,2013,ICE,4.0,2.0,Automatic (S6),1815,3125.0,28.0,0.0,0.0,32.7237,0.0,0.0,0.0,24.4382,31.5,47.3
BRZ,Subaru,2013,ICE,4.0,2.0,Manual 6-spd,1816,3125.0,24.0,0.0,0.0,29.2106,0.0,0.0,0.0,21.4659,27.3,41.7
Panamera 4S,Porsche,2013,ICE,8.0,4.8,Automatic 7-spd,1817,4625.0,19.0,0.0,0.0,23.7068,0.0,0.0,0.0,16.2544,20.2,33.2
Panamera S,Porsche,2013,ICE,8.0,4.8,Automatic 7-spd,1818,4625.0,19.0,0.0,0.0,23.7068,0.0,0.0,0.0,16.2544,20.2,33.2
California,Ferrari,2011,ICE,8.0,4.3,Automatic (AM7),1819,4250.0,15.0,0.0,0.0,19.3384,0.0,0.0,0.0,13.0663,16.0142,26.6799
California,Ferrari,2012,ICE,8.0,4.3,Automatic (AM7),1820,4250.0,15.0,0.0,0.0,19.3384,0.0,0.0,0.0,13.0663,16.0142,26.6799
Civic Natural Gas,Honda,2012,,4.0,1.8,Automatic 5-spd,1821,3104.1666666666665,31.0,0.0,0.0,37.7371,0.0,0.0,0.0,26.8952,34.8,53.6
FF,Ferrari,2012,ICE,12.0,6.3,Automatic (AM7),1822,4750.0,13.0,0.0,0.0,16.7843,0.0,0.0,0.0,10.594,12.8469,22.9568
GS 450h,Lexus,2013,HEV,6.0,3.5,Automatic (AV-S6),1823,4250.0,31.0,0.0,0.0,34.1668,0.0,0.0,0.0,29.3141,39.661,44.2662
Sonata,Hyundai,2013,ICE,4.0,2.0,Automatic 6-spd,1824,3729.1666666666665,26.0,0.0,0.0,32.8476,0.0,0.0,0.0,22.2521,28.399999999999995,47.5
Sonata,Hyundai,2013,ICE,4.0,2.4,Automatic 6-spd,1825,3729.1666666666665,27.0,0.0,0.0,33.7731,0.0,0.0,0.0,23.554,30.2388,49.0
Sonata,Hyundai,2013,ICE,4.0,2.4,Manual 6-spd,1826,3729.1666666666665,27.0,0.0,0.0,33.7116,0.0,0.0,0.0,23.5267,30.2,48.9
RX 350,Lexus,2013,ICE,6.0,3.5,Automatic (S6),1827,4875.0,21.0,0.0,0.0,24.6935,0.0,0.0,0.0,18.1983,22.81,34.7
RX 450h,Lexus,2013,HEV,6.0,3.5,Automatic (AV-S6),1828,4875.0,29.0,0.0,0.0,27.5468,0.0,0.0,0.0,31.1721,41.4485,39.0959
X3 xDrive28i,BMW,2013,ICE,4.0,2.0,Automatic (S8),1829,4375.0,24.0,0.0,0.0,27.7421,0.0,0.0,0.0,21.2505,27.0,39.4
X3 xDrive35i,BMW,2013,ICE,6.0,3.0,Automatic (S8),1830,4375.0,21.0,0.0,0.0,25.5387,0.0,0.0,0.0,18.7789,23.5983,35.9931
X5 xDrive50i,BMW,2013,ICE,8.0,4.4,Automatic (S8),1831,5437.5,16.0,0.0,0.0,20.3322,0.0,0.0,0.0,13.9356,17.1441,28.1462
X6 xDrive50i,BMW,2013,ICE,8.0,4.4,Automatic (S8),1832,5333.333333333333,16.0,0.0,0.0,20.3322,0.0,0.0,0.0,13.9356,17.1441,28.146200000000004
RX 350 AWD,Lexus,2013,ICE,6.0,3.5,Automatic (S6),1833,4875.0,20.0,0.0,0.0,23.8693,0.0,0.0,0.0,17.6027,22.0056,33.4463
RX 450h AWD,Lexus,2013,HEV,6.0,3.5,Automatic (AV-S6),1834,4875.0,28.0,0.0,0.0,27.2284,0.0,0.0,0.0,29.2472,38.5411,38.601
X5 xDrive35i,BMW,2013,ICE,6.0,3.0,Automatic (S8),1835,5437.5,19.0,0.0,0.0,23.0752,0.0,0.0,0.0,15.9412,19.7836,32.2451
X6 xDrive35i,BMW,2013,ICE,6.0,3.0,Automatic (S8),1836,5333.333333333333,19.0,0.0,0.0,23.0752,0.0,0.0,0.0,15.9412,19.7836,32.2451
Corvette,Chevrolet,2013,ICE,8.0,6.2,Manual 6-spd,1837,3600.0,17.0,0.0,0.0,21.3781,0.0,0.0,0.0,14.0551,17.3,29.7
Corvette,Chevrolet,2013,ICE,8.0,7.0,Manual 6-spd,1838,3600.0,18.0,0.0,0.0,23.9047,0.0,0.0,0.0,14.8182,18.3,33.5
Continental GTC,Bentley,2013,ICE,8.0,4.0,Automatic (S8),1839,5791.666666666667,17.0,0.0,0.0,23.7256,0.0,0.0,0.0,13.0,17.4,30.8
Continental GTC,Bentley,2013,FCV,12.0,6.0,Automatic (S6),1840,5791.666666666667,14.0,0.0,0.0,18.7327,0.0,0.0,0.0,11.2476,13.699999999999998,24.600000000000005
Continental GT,Bentley,2013,ICE,8.0,4.0,Automatic (S8),1841,5791.666666666667,18.0,0.0,0.0,24.048999999999996,0.0,0.0,0.0,14.0,19.0,33.5
Continental GT,Bentley,2013,FCV,12.0,6.0,Automatic (S6),1842,5791.666666666667,14.0,0.0,0.0,18.877,0.0,0.0,0.0,11.5043,13.9,24.7
