Model,Make,Year,atvType,cylinders,displ,trany,VehicleID,AdjWeight,comb08,combinedUF,combE,highway08U,rangeHwyA,RangeHwy,Range,city08U,UCity,UHighway
Fusion S FWD,Ford,2010,ICE,4.0,2.5,Automatic 6-spd,36,3687.5,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.2652,47.6493
Fusion S FWD,Ford,2010,ICE,4.0,2.5,Manual 6-spd,37,3687.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,44.2
XF,Jaguar,2010,ICE,8.0,4.2,Automatic (S6),38,4250.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6769,34.4855
XF,Jaguar,2010,ICE,8.0,5.0,Automatic (S6),39,4250.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9048,32.6701
Camry,Toyota,2010,ICE,4.0,2.5,Manual 6-spd,40,3862.5,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,46.8
Camry,Toyota,2010,ICE,4.0,2.5,Automatic (S6),41,3862.5,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0186,45.0566
Camry,Toyota,2010,ICE,6.0,3.5,Automatic (S6),42,3862.5,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,39.8
Camry Hybrid,Toyota,2010,HEV,4.0,2.4,Automatic (variable gear ratios),43,3862.5,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.2454,48.2
Prius,Toyota,2010,HEV,4.0,1.8,Automatic (variable gear ratios),44,3375.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.9537,69.6404
A8 L,Audi,2010,ICE,8.0,4.2,Automatic (S6),45,4750.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8911,31.5002
Sonata,Hyundai,2010,ICE,4.0,2.4,Automatic 5-spd,46,3680.5555555555557,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,44.4
Sonata,Hyundai,2010,ICE,4.0,2.4,Manual 5-spd,47,3680.5555555555557,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.8492,44.8
Sonata,Hyundai,2010,ICE,6.0,3.3,Automatic 5-spd,48,3680.5555555555557,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.1,40.1
Soul,Kia,2010,ICE,4.0,1.6,Automatic 4-spd,49,3125.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.9,43.5
Soul,Kia,2010,ICE,4.0,1.6,Manual 5-spd,50,3125.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.8,44.2
Soul,Kia,2010,ICE,4.0,2.0,Automatic 4-spd,51,3125.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.9,41.8
Soul,Kia,2010,ICE,4.0,2.0,Manual 5-spd,52,3125.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.5,42.8
Vibe,Pontiac,2010,ICE,4.0,1.8,Automatic 4-spd,53,3437.5,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,43.7
Vibe,Pontiac,2010,ICE,4.0,1.8,Manual 5-spd,54,3437.5,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.6,44.8
Vibe,Pontiac,2010,ICE,4.0,2.4,Automatic 4-spd,55,3437.5,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.3297,35.5877
Vibe,Pontiac,2010,ICE,4.0,2.4,Manual 5-spd,56,3437.5,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.1,38.6
Vibe,Pontiac,2010,ICE,4.0,2.4,Automatic (S5),57,3437.5,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,40.0
Sienna 2WD,Toyota,2010,ICE,6.0,3.5,Automatic 5-spd,58,4625.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4,34.0
Sienna 4WD,Toyota,2010,ICE,6.0,3.5,Automatic 5-spd,59,4625.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6,29.2
Borrego 2WD,Kia,2010,ICE,6.0,3.8,Automatic 5-spd,60,4805.555555555556,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,29.5
Borrego 2WD,Kia,2010,ICE,8.0,4.6,Automatic 6-spd,61,4805.555555555556,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,29.9
RX 350 2WD,Lexus,2010,ICE,6.0,3.5,Automatic (S6),62,4875.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.9,34.5
RX 450h,Lexus,2010,HEV,6.0,3.5,Automatic (AV-S6),63,4875.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.4485,39.0959
CX-7 2WD,Mazda,2010,ICE,4.0,2.3,Automatic (S6),64,4000.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,34.7
Armada 2WD,Nissan,2010,ICE,8.0,5.6,Automatic 5-spd,65,6000.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,24.9477
Armada 2WD FFV,Nissan,2010,FCV,8.0,5.6,Automatic 5-spd,66,6000.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2974,25.1952
Sequoia 2WD,Toyota,2010,ICE,8.0,4.6,Automatic (S6),67,6250.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.605,26.5484
Sequoia 2WD,Toyota,2010,ICE,8.0,5.7,Automatic (S6),68,6250.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8655,25.6179
Q7,Audi,2010,ICE,8.0,4.2,Automatic (S6),69,5750.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,24.6
Borrego 4WD,Kia,2010,ICE,6.0,3.8,Automatic 5-spd,70,4805.555555555556,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1,29.2986
Borrego 4WD,Kia,2010,ICE,8.0,4.6,Automatic 6-spd,71,4805.555555555556,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1,28.4
LR2,Land Rover,2010,ICE,6.0,3.2,Automatic (S6),72,4500.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6318,30.347
RX 350 AWD,Lexus,2010,ICE,6.0,3.5,Automatic (S6),73,4875.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4854,33.7937
RX 450h AWD,Lexus,2010,HEV,6.0,3.5,Automatic (AV-S6),74,4875.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.5123,38.7193
CX-7 4WD,Mazda,2010,ICE,4.0,2.3,Automatic (S6),75,4000.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,31.7
Armada 4WD,Nissan,2010,ICE,8.0,5.6,Automatic 5-spd,76,6000.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0923,24.1924
Armada 4WD FFV,Nissan,2010,FCV,8.0,5.6,Automatic 5-spd,77,6000.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1498,24.1491
Cayenne,Porsche,2010,ICE,6.0,3.6,Automatic 6-spd,78,5593.75,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8494,27.5811
Cayenne,Porsche,2010,ICE,6.0,3.6,Manual 6-spd,79,5593.75,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9398,28.1127
Cayenne GTS,Porsche,2010,ICE,8.0,4.8,Automatic 6-spd,80,5593.75,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0831,25.56
Cayenne GTS,Porsche,2010,ICE,8.0,4.8,Manual 6-spd,81,5593.75,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4863,23.578
Cayenne S,Porsche,2010,ICE,8.0,4.8,Automatic 6-spd,82,5593.75,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.951,26.388
Cayenne TransSiberia,Porsche,2010,ICE,8.0,4.8,Manual 6-spd,83,5593.75,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4863,23.578
Cayenne Turbo,Porsche,2010,ICE,8.0,4.8,Automatic 6-spd,84,5593.75,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5425,25.7761
Cayenne Turbo Kit,Porsche,2010,ICE,8.0,4.8,Automatic 6-spd,85,5593.75,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5425,25.7761
Cayenne Turbo S,Porsche,2010,ICE,8.0,4.8,Automatic 6-spd,86,5593.75,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5425,25.7761
Forester AWD,Subaru,2010,ICE,4.0,2.5,Automatic (S4),87,3650.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0678,35.9226
Forester AWD,Subaru,2010,ICE,4.0,2.5,Manual 5-spd,88,3650.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8571,37.071
Sequoia 4WD,Toyota,2010,ICE,8.0,4.6,Automatic (S6),89,6250.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1909,24.8718
Sequoia 4WD,Toyota,2010,ICE,8.0,5.7,Automatic (S6),90,6250.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9,24.5
Sequoia 4WD FFV,Toyota,2010,FCV,8.0,5.7,Automatic (S6),91,6250.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4255,24.2206
XC60 AWD,Volvo,2010,ICE,6.0,3.0,Automatic (S6),92,4500.0,18.0,0.0,0.0,21.404800000000005,0.0,0.0,0.0,15.705,19.3392,29.789200000000005
R8,Audi,2010,ICE,10.0,5.2,Manual 6-spd,93,3928.5714285714284,15.0,0.0,0.0,19.9,0.0,0.0,0.0,11.9,13.7,23.9
R8,Audi,2010,ICE,10.0,5.2,Automatic (AM6),94,3928.5714285714284,16.0,0.0,0.0,19.5,0.0,0.0,0.0,13.3,15.8,24.8
R8,Audi,2010,ICE,8.0,4.2,Manual 6-spd,95,3928.5714285714284,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3,26.8
R8,Audi,2010,ICE,8.0,4.2,Automatic (AM6),96,3928.5714285714284,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,25.0451
Murcielago,Lamborghini,2010,ICE,12.0,6.5,Manual 7-spd,97,4250.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,17.5
Murcielago,Lamborghini,2010,ICE,12.0,6.5,Automatic (AM7),98,4250.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,19.9
Murcielago Roadster,Lamborghini,2010,ICE,12.0,6.5,Manual 7-spd,99,4250.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,17.5
Murcielago Roadster,Lamborghini,2010,ICE,12.0,6.5,Automatic (AM7),100,4250.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,19.9
MX-5,Mazda,2010,ICE,4.0,2.0,Manual 5-spd,101,2857.1428571428573,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.3744,38.9959
MX-5,Mazda,2010,ICE,4.0,2.0,Manual 6-spd,102,2857.1428571428573,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,39.0
MX-5,Mazda,2010,ICE,4.0,2.0,Automatic (S6),103,2857.1428571428573,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0367,38.512
California,Ferrari,2010,ICE,8.0,4.3,Automatic (AM7),104,4250.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5196,26.1157
Eclipse Spyder,Mitsubishi,2010,ICE,6.0,3.8,Automatic (S5),105,3802.083333333333,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1,33.2
Eclipse Spyder,Mitsubishi,2010,ICE,4.0,2.4,Automatic (S4),106,3802.083333333333,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.2472,36.2628
A5 Cabriolet,Audi,2010,ICE,4.0,2.0,Automatic (variable gear ratios),107,4142.857142857143,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.2373,42.7743
A5 Cabriolet quattro,Audi,2010,ICE,4.0,2.0,Automatic (S6),108,4142.857142857143,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.9,37.0
A5 quattro,Audi,2010,ICE,4.0,2.0,Manual 6-spd,109,4142.857142857143,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.6402,42.575
A5 quattro,Audi,2010,ICE,4.0,2.0,Automatic (S6),110,4142.857142857143,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.9563,37.7989
S5 Cabriolet,Audi,2010,ICE,6.0,3.0,Automatic (S7),111,4250.0,20.0,0.0,0.0,26.1,0.0,0.0,0.0,16.7,20.3,34.0
Continental GTC,Bentley,2010,ICE,12.0,6.0,Automatic (S6),112,5541.666666666666,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5281,23.2715
RX-8,Mazda,2010,ICE,2.0,1.3,Manual 6-spd,113,3375.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.4,30.2
RX-8,Mazda,2010,ICE,2.0,1.3,Automatic (S6),114,3375.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2,32.1
Eclipse,Mitsubishi,2010,ICE,6.0,3.8,Manual 6-spd,115,3802.083333333333,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,34.6
Eclipse,Mitsubishi,2010,ICE,4.0,2.4,Manual 5-spd,116,3802.083333333333,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.133,38.5995
Eclipse,Mitsubishi,2010,ICE,6.0,3.8,Automatic (S5),117,3802.083333333333,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1,33.2
Eclipse,Mitsubishi,2010,ICE,4.0,2.4,Automatic (S4),118,3802.083333333333,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.1882,37.4902
Eos,Volkswagen,2010,ICE,4.0,2.0,Manual 6-spd,119,3812.5,25.0,0.0,0.0,30.8701,0.0,0.0,0.0,21.101,26.0803,41.521
C70 FWD,Volvo,2010,ICE,5.0,2.5,Manual 6-spd,120,4125.0,23.0,0.0,0.0,28.3,0.0,0.0,0.0,20.0,24.2,38.6
C70 FWD,Volvo,2010,ICE,5.0,2.5,Automatic (S5),121,4125.0,22.0,0.0,0.0,27.6,0.0,0.0,0.0,18.9,23.1,38.4
TSX,Acura,2010,ICE,4.0,2.4,Manual 6-spd,122,4000.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.9,39.3
TSX,Acura,2010,ICE,4.0,2.4,Automatic (S5),123,4000.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.1,42.3
TSX,Acura,2010,ICE,6.0,3.5,Automatic (S5),124,4000.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2,37.6
A4,Audi,2010,ICE,4.0,2.0,Automatic (variable gear ratios),125,4041.6666666666665,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.2373,42.774300000000004
A4 quattro,Audi,2010,ICE,4.0,2.0,Manual 6-spd,126,4041.6666666666665,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.640200000000004,42.575
A4 quattro,Audi,2010,ICE,4.0,2.0,Automatic (S6),127,4041.6666666666665,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.9563,37.7989
S4,Audi,2010,ICE,6.0,3.0,Automatic (S7),128,4416.666666666667,21.0,0.0,0.0,27.8,0.0,0.0,0.0,17.7,21.6,35.0
S4,Audi,2010,ICE,6.0,3.0,Manual 6-spd,129,4416.666666666667,21.0,0.0,0.0,26.7,0.0,0.0,0.0,17.8,21.5,34.1
Continental GT,Bentley,2010,ICE,12.0,6.0,Automatic (S6),130,5541.666666666666,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,23.8
Challenger,Dodge,2010,ICE,8.0,5.7,Automatic 5-spd,131,4187.5,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,34.5
Challenger,Dodge,2010,ICE,8.0,6.1,Manual 6-spd,132,4187.5,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,30.1
Challenger,Dodge,2010,ICE,8.0,5.7,Manual 6-spd,133,4187.5,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,33.6
HS 250h,Lexus,2010,HEV,4.0,2.4,Automatic (variable gear ratios),134,4000.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.163,47.4081
Lancer,Mitsubishi,2010,ICE,4.0,2.0,Automatic (AM6),135,3608.3333333333335,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,34.9
Lancer,Mitsubishi,2010,ICE,4.0,2.4,Manual 5-spd,136,3608.3333333333335,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.869199999999996,38.8769
Lancer,Mitsubishi,2010,ICE,4.0,2.0,Manual 5-spd,137,3608.3333333333335,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.977999999999998,42.936299999999996
Lancer,Mitsubishi,2010,ICE,4.0,2.4,Automatic (AV-S6),138,3608.3333333333335,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.851199999999995,40.3706
Lancer,Mitsubishi,2010,ICE,4.0,2.0,Automatic (AV-S6),139,3608.3333333333335,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.899999999999995,42.4579
Lancer Evolution,Mitsubishi,2010,ICE,4.0,2.0,Automatic (AM6),140,3608.3333333333335,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,31.100000000000005
Lancer Evolution,Mitsubishi,2010,ICE,4.0,2.0,Manual 5-spd,141,3608.3333333333335,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2,30.600000000000005
SX4 Sedan,Suzuki,2010,ICE,4.0,2.0,Manual 6-spd,142,3239.583333333333,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.1254,46.3629
SX4 Sedan,Suzuki,2010,ICE,4.0,2.0,Automatic (variable gear ratios),143,3239.583333333333,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.516,45.1901
SX4 Sport,Suzuki,2010,ICE,4.0,2.0,Manual 6-spd,144,3239.583333333333,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.841,44.708
SX4 Sport,Suzuki,2010,ICE,4.0,2.0,Automatic (variable gear ratios),145,3239.583333333333,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.4352,41.5661
Jetta,Volkswagen,2010,ICE,4.0,2.0,Manual 6-spd,146,3498.720760233918,25.0,0.0,0.0,30.8701,0.0,0.0,0.0,21.101,26.0803,41.521
Jetta,Volkswagen,2010,ICE,5.0,2.5,Manual 5-spd,147,3498.720760233918,25.0,0.0,0.0,30.2556,0.0,0.0,0.0,21.779,24.8525,39.5714
Jetta,Volkswagen,2010,ICE,5.0,2.5,Automatic (S6),148,3498.720760233918,25.0,0.0,0.0,29.757,0.0,0.0,0.0,22.69,27.0008,40.0169
CC,Volkswagen,2010,ICE,4.0,2.0,Automatic (S6),149,3687.5,25.0,0.0,0.0,30.747,0.0,0.0,0.0,21.9904,27.1189,42.0
CC,Volkswagen,2010,ICE,4.0,2.0,Manual 6-spd,150,3687.5,25.0,0.0,0.0,30.8701,0.0,0.0,0.0,21.101,26.0803,41.521
C30 FWD,Volvo,2010,ICE,5.0,2.5,Manual 6-spd,151,3562.5,24.0,0.0,0.0,29.3,0.0,0.0,0.0,21.2,25.5,40.4
C30 FWD,Volvo,2010,ICE,5.0,2.5,Automatic (S5),152,3562.5,24.0,0.0,0.0,29.7,0.0,0.0,0.0,20.8,25.5,40.6
S40 AWD,Volvo,2010,ICE,5.0,2.5,Automatic (S5),153,3625.0,22.0,0.0,0.0,27.600000000000005,0.0,0.0,0.0,19.0,23.399999999999995,37.8
S40 FWD,Volvo,2010,ICE,5.0,2.5,Automatic (S5),154,3625.0,24.0,0.0,0.0,29.7,0.0,0.0,0.0,20.8,25.5,40.6
S40 FWD,Volvo,2010,ICE,5.0,2.4,Automatic (S5),155,3625.0,24.0,0.0,0.0,30.504100000000005,0.0,0.0,0.0,20.17,24.8,39.348
RL,Acura,2010,ICE,6.0,3.7,Automatic (S5),156,4500.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,30.9
A6 quattro,Audi,2010,ICE,6.0,3.0,Automatic (S6),157,4375.0,21.0,0.0,0.0,25.9,0.0,0.0,0.0,17.6,21.7553,34.7286
S6,Audi,2010,ICE,10.0,5.2,Automatic (S6),158,4750.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2,26.7
Malibu,Chevrolet,2010,ICE,6.0,3.5,Automatic 4-spd,159,3750.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.9,40.3
Malibu,Chevrolet,2010,ICE,4.0,2.4,Automatic (S6),160,3750.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.7999,46.8
Malibu,Chevrolet,2010,ICE,6.0,3.6,Automatic (S6),161,3750.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.4,35.6
